Unnamed: 0,optA,value,slr,L,s1,lon,lat,popdens,waveclim
Canada5106,noAdaptation,,1.7509,86.08,0.41200000000000003,-122.645,75.918,0.0,1.25
Canada5115,noAdaptation,,1.7509,123.51,0.514,-121.031,75.891,0.0,1.25
Canada5120,noAdaptation,,1.7509,2860.4570000000003,0.319,-116.79899999999999,77.53399999999999,0.0,1.25
Canada5132,noAdaptation,,1.7509,467.98800000000006,0.63,-118.191,75.968,0.0,1.25
Canada5166,noAdaptation,,1.7509,520.491,0.965,-115.022,74.96300000000001,0.0,1.25
Canada5167,noAdaptation,,1.7509,1857.2089999999998,0.8909999999999999,-114.98200000000001,75.85300000000001,0.0,1.25
Canada5202,noAdaptation,,1.7509,204.602,0.775,-115.07700000000001,77.939,0.0,1.25
Canada5168,noAdaptation,,1.099775,1461.148,1.3030000000000002,-112.53299999999999,74.995,0.0,1.25
Canada5169,noAdaptation,,1.099775,331.102,0.9209999999999999,-112.43299999999999,76.163,0.0,1.25
Canada5171,noAdaptation,,1.099775,161.725,1.209,-111.46799999999999,75.83800000000001,0.0,1.25
Canada5172,noAdaptation,,1.099775,111.485,1.266,-110.49700000000001,75.569,0.0,1.25
Canada5173,noAdaptation,,1.099775,128.27100000000002,1.34,-109.42399999999999,75.518,0.0,1.25
Canada5175,noAdaptation,,1.099775,14.401,1.224,-109.93799999999999,75.857,0.0,1.25
Canada5177,noAdaptation,,1.099775,12.033,1.165,-110.052,75.893,0.0,1.25
Canada5178,noAdaptation,,1.099775,439.25300000000004,0.9670000000000001,-108.458,76.735,0.0,1.25
Canada5179,noAdaptation,,1.099775,100.796,1.02,-110.38799999999999,76.36,0.0,1.25
Canada5180,noAdaptation,,1.099775,151.06,1.151,-109.381,76.128,0.0,1.25
Canada5181,noAdaptation,,1.099775,14.2,1.158,-109.93799999999999,75.92399999999999,0.0,1.25
Canada5203,noAdaptation,,1.099775,2.98,1.4780000000000002,-114.238,78.047,0.0,1.25
Canada5204,noAdaptation,,1.099775,148.42700000000002,0.354,-113.605,77.835,0.0,1.25
Canada5218,noAdaptation,,1.099775,325.253,0.493,-114.262,76.88,0.0,1.25
Canada5221,noAdaptation,,1.099775,62.287,0.414,-113.81700000000001,77.152,0.0,1.25
Canada5265,noAdaptation,,1.099775,445.153,0.465,-110.104,77.548,0.0,1.25
Canada5266,noAdaptation,,1.099775,556.184,0.359,-112.48299999999999,77.991,0.0,1.25
Canada5267,noAdaptation,,1.099775,98.76799999999999,0.4,-109.583,78.039,0.0,1.25
Canada5268,noAdaptation,,1.099775,174.99400000000003,0.35600000000000004,-110.781,78.306,0.0,1.25
Canada5269,noAdaptation,,1.099775,585.569,1.4780000000000002,-112.59299999999999,78.501,0.0,1.25
Canada5270,noAdaptation,,1.099775,180.075,0.37200000000000005,-109.26299999999999,78.452,0.0,1.25
Canada5170,noAdaptation,,1.099775,583.112,1.5930000000000002,-108.036,74.929,0.0,1.25
Canada5353,noAdaptation,,1.099775,397.93,0.359,-100.031,80.098,0.0,1.25
Canada5174,noAdaptation,,1.099775,628.972,1.3630000000000002,-106.895,75.922,0.0,1.25
Canada5176,noAdaptation,,1.099775,144.91899999999998,1.304,-109.274,75.77,0.0,1.25
Canada5527,,,,,,,,0.0,1.25
Canada5691,,,,,,,,0.0,1.25
Canada7437,noAdaptation,,0.7075,164.69099999999997,6.279,-67.92,60.537,0.0,1.25
Denmark7037,noAdaptation,,0.7075,606.342,1.845,-64.921,80.062,0.033,1.25
Denmark7038,noAdaptation,,1.099775,11.241,1.8219999999999998,-67.485,80.3,0.0,1.25
Denmark7039,noAdaptation,,1.099775,84.932,1.819,-67.083,80.40100000000001,0.033,1.25
Denmark7040,noAdaptation,,1.099775,12.052999999999999,1.825,-66.77,80.52,0.0,1.25
Denmark7041,noAdaptation,,1.099775,254.398,1.8430000000000002,-65.663,80.663,0.033,1.25
Denmark7042,noAdaptation,,1.099775,14.054,1.8,-65.02,80.88600000000001,0.0,1.25
Denmark7348,noAdaptation,,1.099775,16.948,1.835,-66.759,80.607,0.033,1.25
Denmark7349,noAdaptation,,1.099775,16.971,1.8130000000000002,-66.89,80.663,0.0,1.25
Denmark7350,noAdaptation,,1.099775,51.27,1.847,-66.609,80.64,0.033,1.25
Denmark7043,fullRetreat,0.0387104552409,1.099775,38.78,1.79,-64.78399999999999,80.905,0.033,1.25
Denmark7044,noAdaptation,,1.099775,8.147,1.787,-64.786,80.983,0.0,1.25
Denmark7045,noAdaptation,,0.686025,547.438,1.709,-63.019,80.88,0.033,1.25
Denmark7046,noAdaptation,,0.686025,47.203,1.618,-61.247,81.12100000000001,0.0,1.25
Denmark7047,noAdaptation,,0.686025,809.097,1.189,-59.765,81.913,0.033,1.25
Denmark7053,noAdaptation,,0.686025,1180.4489999999998,1.072,-57.408,82.17,0.033,1.25
Denmark7054,noAdaptation,,0.686025,3.687,0.597,-53.537,82.057,0.0,1.25
Denmark7055,noAdaptation,,0.686025,877.203,0.6779999999999999,-51.163999999999994,81.857,0.033,1.25
Denmark7056,noAdaptation,,0.686025,18.553,0.684,-50.208,81.904,0.0,1.25
Denmark7057,fullRetreat,0.024147066496900002,0.686025,41.047,0.688,-49.942,81.88,0.033,1.25
Denmark7106,fullRetreat,0.024147066496900002,0.686025,191.80599999999998,0.688,-50.053000000000004,82.029,0.033,1.25
Denmark7107,noAdaptation,,0.686025,7.515,0.622,-50.838,82.35700000000001,0.0,1.25
Denmark7108,noAdaptation,,0.522025,360.968,0.631,-49.782,82.51299999999999,0.033,1.25
Denmark7961,noAdaptation,,0.686025,114.62100000000001,0.607,-52.099,82.291,0.033,1.25
Denmark7964,noAdaptation,,0.686025,503.853,0.5920000000000001,-52.953,82.32600000000001,0.033,1.25
Denmark7058,noAdaptation,,0.686025,6.806,0.696,-49.727,81.878,0.0,1.25
Denmark7105,noAdaptation,,0.686025,3.359,0.718,-49.681999999999995,81.882,0.0,1.25
Denmark7117,noAdaptation,,0.522025,386.088,0.731,-46.472,82.105,0.033,1.25
Denmark7118,noAdaptation,,0.522025,9.271,0.883,-44.958,81.773,0.0,1.25
Denmark7125,fullRetreat,0.0191497562445,0.522025,469.38599999999997,0.7440000000000001,-44.041000000000004,82.446,0.033,1.25
Denmark7126,noAdaptation,,0.522025,4.633,0.6829999999999999,-45.396,82.781,0.0,1.25
Denmark7127,fullRetreat,0.0183745087833,0.522025,115.848,0.6920000000000001,-44.854,82.772,0.033,1.25
Denmark7135,noAdaptation,,0.522025,2707.703,0.706,-43.468,82.912,0.033,1.25
Denmark8017,noAdaptation,,0.522025,169.132,0.643,-48.793,82.557,0.033,1.25
Denmark8018,noAdaptation,,0.522025,1.547,0.659,-48.036,82.46600000000001,0.0,1.25
Denmark8019,noAdaptation,,0.522025,21.136999999999997,0.6609999999999999,-48.119,82.40700000000001,0.033,1.25
Denmark8022,noAdaptation,,0.522025,222.729,0.664,-48.089,82.88600000000001,0.033,1.25
Denmark8080,noAdaptation,,0.522025,189.702,0.6709999999999999,-47.13399999999999,82.931,0.033,1.25
Denmark8101,noAdaptation,,0.522025,837.659,0.6679999999999999,-46.81399999999999,82.671,0.033,1.25
Denmark7119,fullRetreat,0.0183745087833,0.522025,46.847,0.8079999999999999,-44.708,81.759,0.033,1.25
