,optA,value,slr,L,s1,lon,lat
EastTimor11352,fullRetreat,9698.32132569,0.479695,415.772,1.898,126.922,-8.716
EastTimor11436,fullRetreat,128.163459755,0.479695,55.895,1.706,125.601,-8.155
Indonesia10136,fullRetreat,2823.794002,0.397635,35.636,1.653,95.259,5.57
Indonesia10137,fullRetreat,1995.43500405,0.397635,72.163,1.6,95.712,5.594
Indonesia10138,fullRetreat,54.4761262817,0.397635,2.172,1.189,95.247,5.432
Indonesia10139,fullRetreat,1126.42041651,0.397635,0.691,1.149,95.251,5.42
Indonesia10140,fullRetreat,339.48406341,0.397635,4.74,1.148,95.255,5.396
Indonesia10141,fullRetreat,56.2514943969,0.397635,0.583,1.006,95.251,5.372
Indonesia10142,fullRetreat,3282.85112332,0.397635,93.874,0.612,95.349,4.99
Indonesia10143,fullRetreat,3075.20559046,0.397635,57.103,1.589,96.164,5.269
Indonesia10144,fullRetreat,2641.57051141,0.397635,33.047,1.651,96.563,5.207
Indonesia10146,fullRetreat,13257.4281084,0.397635,61.605,1.8,96.976,5.271
Indonesia10147,fullRetreat,25333.125865,0.376475,183.619,1.958,97.875,4.919
Indonesia10178,fullRetreat,1393.35237967,0.397635,53.913,1.55,95.253,5.908
Indonesia10145,fullRetreat,6408.28101309,0.376475,165.148,0.53,96.128,4.149
Indonesia10148,fullRetreat,2966.14962809,0.35642,155.18,0.539,97.151,3.282
Indonesia10149,fullRetreat,128392.515288,0.35642,395.949,1.802,99.562,3.238
Indonesia10150,fullProtect,0.43142,0.35642,101.408,0.967,97.664,2.39
Indonesia10151,fullRetreat,376.527632064,0.35642,13.923,1.111,98.092,2.191
Indonesia10152,fullRetreat,15312.5108411,0.34702,271.29,0.978,98.773,1.439
Indonesia10199,fullRetreat,2597.47566301,0.35642,78.399,0.882,97.153,2.231
Indonesia10153,fullRetreat,40191.1559288,0.34455,643.193,3.822,101.789,1.635
Indonesia10163,fullRetreat,328099.771303,0.380945,392.922,3.17,103.698,-0.021
Indonesia10225,fullRetreat,5639.77372043,0.34455,140.445,3.373,101.575,2.103
Indonesia10235,fullRetreat,3357.89159013,0.34455,139.366,3.491,102.288,1.407
Indonesia10236,fullRetreat,1298.63210668,0.34455,156.179,3.403,102.05,1.622
Indonesia10237,fullRetreat,9631.58416698,0.39771,207.723,3.92,102.467,1.066
Indonesia10238,fullRetreat,2419.80737573,0.39771,143.172,3.365,102.72,1.154
Indonesia10239,fullRetreat,1085.54723964,0.39771,63.975,3.677,103.244,0.686
Indonesia10240,fullRetreat,1829.34560318,0.39771,47.962,3.014,103.359,1.127
Indonesia10241,fullRetreat,12225.4784382,0.476815,69.247,3.233,103.398,0.876
Indonesia10165,fullProtect,0.518445,0.380945,186.456,3.161,104.187,-1.058
Indonesia10247,fullRetreat,13872.3803345,0.45239,79.534,2.739,104.05,1.179
Indonesia10262,fullRetreat,11751.9741015,0.45239,56.799,2.16,104.15,0.927
Indonesia10272,fullRetreat,18635.2414661,0.45239,146.14,2.395,104.327,1.169
Indonesia10274,fullRetreat,20724.2323143,0.380945,69.293,2.435,104.505,0.231
Indonesia10276,fullRetreat,14750.2090133,0.380945,158.312,1.948,104.515,-0.103
Indonesia10246,fullRetreat,10440.6256727,0.380945,84.51,3.431,103.594,-0.231
Indonesia10273,fullRetreat,9094.91680678,0.380945,106.57,2.314,104.371,-0.362
Indonesia10154,fullRetreat,2826.99796234,0.34455,32.239,1.144,99.21,0.222
Indonesia10208,fullRetreat,1136.2872646,0.34702,46.798,1.033,98.463,1.706
Indonesia10210,fullRetreat,3747.2788878,0.34702,82.141,1.057,98.716,0.173
Indonesia10211,fullRetreat,5589.1722695,0.34702,110.701,1.124,98.335,0.002
Indonesia10209,fullRetreat,6533.40739664,0.34702,91.994,1.003,98.457,-0.269
Indonesia10166,fullRetreat,182208.449337,0.380945,590.959,2.907,105.199,-2.352
Indonesia11479,fullRetreat,155.227834793,0.500025,76.752,1.82,130.847,-0.294
Indonesia11480,fullRetreat,764.199340519,0.500025,185.076,1.793,130.283,-0.212
Indonesia11481,fullRetreat,397.025394903,0.500025,191.429,1.81,131.305,-0.314
Indonesia11482,fullRetreat,615.587263819,0.500025,127.45,1.836,130.897,-0.777
Indonesia11484,fullRetreat,307.470524658,0.500025,66.307,1.812,130.556,-0.428
Indonesia11486,fullRetreat,1471.64038402,0.500025,165.644,1.819,130.809,-0.913
Indonesia11488,fullRetreat,8233.47634729,0.500025,171.038,2.188,131.202,-1.518
Indonesia11489,fullRetreat,10604.9966533,0.500025,245.452,2.483,132.388,-2.261
Indonesia11490,fullRetreat,1189.16741086,0.500025,494.438,1.773,133.043,-0.509
Indonesia11491,fullRetreat,11406.81993,0.500025,299.813,5.213,133.843,-2.424
Indonesia11492,fullProtect,0.566025,0.500025,69.204,3.177,132.961,-2.57
Indonesia11493,fullRetreat,457.55817923,0.479695,234.26,2.007,132.063,-2.942
Indonesia11494,fullRetreat,783.595304771,0.500025,144.966,4.747,134.158,-2.304
Indonesia11495,fullRetreat,614.795607561,0.500025,163.77,3.596,134.658,-2.665
Indonesia11496,fullRetreat,84.4922774147,0.479695,47.048,1.992,132.882,-3.471
Indonesia11497,fullRetreat,93.5914457517,0.479695,103.445,1.836,132.849,-4.013
Indonesia11498,fullRetreat,169.362078738,0.306295,72.133,2.453,135.013,-3.344
Indonesia11499,fullRetreat,172.884198402,0.479695,51.807,1.977,133.409,-3.913
Indonesia11501,fullRetreat,2954.62994713,0.479695,234.799,3.602,133.862,-3.014
Indonesia11504,fullRetreat,954.112794191,0.479695,386.31,2.641,134.804,-3.948
Indonesia11649,fullRetreat,135.187643864,0.479695,83.294,1.834,133.316,-4.115
Indonesia11650,fullRetreat,6522.38120835,0.500025,68.466,1.78,134.907,-0.95
Indonesia11500,fullRetreat,187.189665974,0.306295,14.525,2.598,135.398,-3.382
Indonesia11502,fullRetreat,260.72846332,0.306295,16.063,2.595,135.525,-3.335
Indonesia11503,fullRetreat,1656.0271963,0.306295,264.762,2.358,136.29,-2.504
Indonesia11505,fullRetreat,7645.80429298,0.500025,249.048,1.742,137.813,-1.484
Indonesia11506,fullRetreat,1371.64607466,0.47915,175.013,1.496,139.516,-2.225
Indonesia11507,fullRetreat,115.370075165,0.306295,38.621,3.354,136.093,-4.618
Indonesia11508,fullRetreat,1.66762815634,0.306295,0.765,3.449,136.258,-4.684
Indonesia11509,fullRetreat,42.3300275784,0.306295,10.977,3.496,136.311,-4.683
Indonesia11510,fullRetreat,30.3256744367,0.306295,8.38,3.505,136.393,-4.7
Indonesia11511,fullRetreat,18665.5198086,0.306295,821.435,5.033,138.588,-6.519
Indonesia11654,fullRetreat,6573.86231807,0.500025,92.139,1.762,136.278,-1.055
Indonesia11655,fullRetreat,4978.8962513,0.500025,162.718,1.768,135.374,-0.677
Indonesia11656,fullRetreat,2069.15071616,0.500025,50.564,1.765,135.918,-1.192
Indonesia11662,fullRetreat,846.818626734,0.500025,342.708,2.527,135.763,-1.634
Indonesia11512,fullRetreat,396.464689512,0.47915,112.391,1.332,140.688,-2.477
Indonesia11520,fullRetreat,198.458187988,0.306295,10.001,5.694,139.016,-7.729
Indonesia11521,fullProtect,0.555295,0.306295,16.811,5.447,139.0,-7.846
Indonesia11522,fullRetreat,67.0977683197,0.306295,12.117,5.43,138.908,-7.925
Indonesia11524,fullProtect,0.557795,0.306295,8.872,5.351,138.905,-8.019
Indonesia11525,fullRetreat,95.4489380322,0.306295,12.656,5.383,138.856,-8.099
Indonesia11526,fullRetreat,1749.26717126,0.306295,100.285,4.965,139.118,-8.127
Indonesia11528,fullProtect,0.423295,0.306295,150.813,5.027,140.05,-7.942
Indonesia11676,fullRetreat,5279.93283947,0.306295,202.055,4.827,138.508,-8.333
Indonesia11677,fullRetreat,5281.82291745,0.306295,238.711,4.906,138.152,-7.516
Indonesia11678,fullRetreat,1.63308056754,0.306295,1.001,4.23,137.643,-8.431
Indonesia11680,fullRetreat,230.589513662,0.306295,54.933,5.267,138.65,-6.744
Indonesia11682,fullRetreat,284.456736116,0.306295,32.383,4.787,138.877,-8.301
Indonesia11683,fullRetreat,304.302554915,0.306295,41.688,5.176,138.66,-8.225
Indonesia11684,fullRetreat,167.271901304,0.306295,36.321,4.577,138.708,-8.399
Indonesia11529,fullRetreat,2155.63393714,0.306295,116.916,4.84,140.52,-8.661
Indonesia11530,fullRetreat,347.774348474,0.306295,18.577,4.207,140.935,-9.086
Indonesia10167,fullRetreat,48510.3086228,0.380945,116.405,1.187,105.9,-4.634
Indonesia10279,fullRetreat,7981.69963315,0.380945,103.21,1.902,106.605,-2.936
Indonesia10280,fullRetreat,40417.4761134,0.380945,403.612,2.052,105.744,-1.628
Indonesia10281,fullRetreat,2059.04715174,0.380945,57.869,2.085,106.337,-2.935
Indonesia10282,fullRetreat,1133.63270152,0.380945,39.022,2.544,105.947,-2.776
Indonesia10283,fullRetreat,1364.98631407,0.380945,46.858,2.663,105.881,-2.438
Indonesia10284,fullRetreat,1318.71559156,0.380945,25.019,2.905,105.592,-2.114
Indonesia10285,fullRetreat,532.113308876,0.380945,21.891,2.669,105.792,-2.164
Indonesia10349,fullRetreat,4326.31255478,0.380945,56.49,2.117,106.796,-2.899
Indonesia10431,fullRetreat,6652.95151854,0.45239,75.88,1.682,108.203,-3.047
Indonesia10432,fullRetreat,24697.6979929,0.380945,185.492,2.092,107.635,-2.744
Indonesia10433,fullRetreat,3510.3063879,0.380945,29.571,1.783,107.94,-3.129
Indonesia10176,fullRetreat,18303.1782428,0.380945,174.245,1.097,104.138,-5.46
Indonesia10177,fullRetreat,4683.39587481,0.380945,65.562,1.062,103.352,-4.791
Indonesia10170,fullRetreat,5727.03297722,0.380945,64.816,1.13,104.614,-5.685
Indonesia10171,fullRetreat,554.148524907,0.380945,2.973,1.129,104.638,-5.497
Indonesia10172,fullRetreat,158.999807546,0.380945,1.799,1.132,104.659,-5.502
Indonesia10173,fullRetreat,30616.8878631,0.380945,109.296,1.109,105.078,-5.761
Indonesia10168,fullRetreat,182.168627145,0.380945,49.262,0.864,105.836,-5.366
Indonesia10169,fullRetreat,1957.78839723,0.380945,40.878,0.798,105.803,-5.763
Indonesia10174,fullRetreat,55499.4886507,0.380945,12.548,1.381,105.298,-5.46
Indonesia10175,fullRetreat,30732.4288582,0.380945,59.238,1.479,105.514,-5.7
Indonesia11453,fullRetreat,1373.78721252,0.479695,280.232,1.81,126.703,-7.66
Indonesia11466,fullRetreat,634.963726275,0.479695,52.684,1.877,127.431,-7.517
Indonesia11474,fullRetreat,6202.31356066,0.479695,95.645,1.86,127.867,-8.108
Indonesia11483,fullRetreat,312.732048378,0.479695,54.566,1.775,128.601,-7.072
Indonesia11487,fullRetreat,1053.67489061,0.479695,53.252,1.765,128.868,-8.185
Indonesia11582,fullRetreat,1351.44920906,0.479695,96.187,1.698,129.674,-7.791
Indonesia11631,fullRetreat,4769.16373776,0.479695,114.878,1.975,131.152,-8.118
Indonesia11632,fullRetreat,2580.03939912,0.479695,53.355,1.606,131.099,-7.411
Indonesia11633,fullRetreat,860.013133039,0.479695,19.352,1.78,131.3,-7.439
Indonesia11634,fullProtect,0.608195,0.479695,30.941,1.826,131.459,-7.283
Indonesia11635,fullRetreat,8633.63833557,0.479695,82.78,2.356,131.104,-7.832
Indonesia11636,noAdaptation,4566.58813575,0.479695,33.61,2.085,131.663,-7.121
Indonesia11637,fullProtect,1.006695,0.479695,10.013,1.823,131.673,-7.225
Indonesia11638,fullRetreat,1198.59772008,0.479695,55.182,1.653,131.673,-7.498
Indonesia11639,fullRetreat,32.2137786989,0.479695,1.762,1.943,131.31,-8.025
Indonesia11640,fullRetreat,770.661119217,0.479695,22.504,1.905,131.344,-7.931
Indonesia11641,fullRetreat,614.295095028,0.479695,23.659,1.875,131.476,-7.779
Indonesia11646,fullRetreat,3752.78458053,0.479695,76.983,1.799,131.758,-7.116
Indonesia11652,fullRetreat,18250.1488232,0.479695,236.391,2.012,134.565,-5.43
Indonesia11653,fullRetreat,5785.54289499,0.479695,106.564,1.584,134.177,-6.047
Indonesia11657,fullProtect,0.551695,0.479695,220.981,1.67,134.242,-6.261
Indonesia11658,fullRetreat,2948.61645613,0.479695,84.19,1.878,134.411,-6.299
Indonesia11659,fullRetreat,3685.77057017,0.479695,158.168,1.82,134.477,-5.989
Indonesia11660,fullRetreat,3071.47547514,0.479695,51.805,2.103,134.695,-6.587
Indonesia11661,fullRetreat,2635.88440776,0.479695,49.426,2.272,134.862,-6.291
Indonesia10296,fullRetreat,48406.7890429,0.380945,45.632,1.201,106.604,-6.01
Indonesia10298,fullProtect,0.894945,0.380945,19.168,1.082,106.842,-6.096
Indonesia10300,fullProtect,0.938945,0.380945,40.106,1.163,107.018,-5.976
Indonesia10304,fullProtect,0.790945,0.380945,18.03,0.955,108.706,-6.807
Indonesia10305,fullRetreat,2791.26283012,0.380945,1.999,1.016,108.794,-6.814
Indonesia10306,fullProtect,0.723945,0.380945,13.539,1.003,108.858,-6.8
Indonesia10307,fullProtect,0.729945,0.380945,23.723,1.009,109.019,-6.843
Indonesia10308,fullProtect,0.749945,0.380945,40.298,1.013,109.304,-6.883
Indonesia10309,fullRetreat,38549.8492511,0.380945,33.858,1.589,108.628,-7.683
Indonesia10310,fullRetreat,21548.6800705,0.380945,12.041,0.955,109.53,-6.833
Indonesia10311,fullRetreat,10623.4003433,0.380945,14.958,0.936,109.649,-6.859
Indonesia10312,fullRetreat,41342.7891738,0.380945,4.087,0.877,109.732,-6.879
Indonesia10313,fullProtect,0.626945,0.380945,24.237,0.848,109.855,-6.914
Indonesia10314,fullRetreat,41321.5899031,0.380945,12.65,1.539,108.827,-7.653
Indonesia10315,fullRetreat,204457.165268,0.380945,61.398,1.49,109.112,-7.694
Indonesia10316,fullProtect,0.778945,0.380945,43.985,0.824,110.154,-6.891
Indonesia10319,fullRetreat,95996.8726512,0.380945,66.821,1.613,109.675,-7.793
Indonesia10321,fullProtect,0.812945,0.380945,10.677,1.773,110.011,-7.881
Indonesia10317,fullRetreat,216011.835618,0.380945,14.642,0.816,110.397,-6.978
Indonesia10318,fullRetreat,125733.732306,0.44169,33.621,0.885,110.564,-6.85
Indonesia10320,fullRetreat,48118.6208627,0.44169,93.642,0.925,110.862,-6.416
Indonesia10322,fullRetreat,16737.7813388,0.380945,19.21,1.807,110.129,-7.944
Indonesia10324,fullRetreat,4853.49918555,0.380945,57.422,2.049,110.526,-8.128
Indonesia10325,fullRetreat,20879.8368808,0.44169,37.903,1.02,111.278,-6.71
Indonesia10326,fullRetreat,537.596109007,0.44169,6.849,2.153,110.803,-8.197
Indonesia10327,fullRetreat,14916.6173361,0.44169,97.683,2.337,111.262,-8.261
Indonesia10328,fullRetreat,23304.4913938,0.44169,40.385,1.037,111.588,-6.656
Indonesia10329,fullRetreat,1377.13687946,0.44169,3.722,1.159,111.738,-6.781
Indonesia10288,fullRetreat,15517.1559811,0.380945,51.842,1.05,105.211,-6.545
Indonesia10291,fullRetreat,3156.26362496,0.380945,12.297,1.024,105.804,-6.462
Indonesia10292,fullRetreat,7260.32068842,0.380945,56.205,0.989,105.626,-6.544
Indonesia10293,fullRetreat,46079.740016,0.380945,92.242,0.592,105.923,-6.019
Indonesia10294,fullRetreat,62672.5664508,0.380945,88.316,1.076,105.216,-6.775
Indonesia10295,fullRetreat,127995.637497,0.380945,32.295,1.16,106.289,-5.945
Indonesia10297,fullRetreat,14720.7992073,0.380945,50.173,1.013,105.805,-6.834
Indonesia10299,fullRetreat,113420.152737,0.380945,359.176,1.199,107.006,-7.442
Indonesia10301,fullRetreat,585360.526762,0.380945,198.94,1.031,107.885,-6.234
Indonesia10302,fullRetreat,28330.5212496,0.380945,26.712,0.891,108.567,-6.661
Indonesia10303,fullProtect,0.728945,0.380945,2.093,0.913,108.622,-6.775
Indonesia10330,fullRetreat,9693.66708265,0.44169,33.529,1.178,111.904,-6.797
Indonesia10331,fullProtect,0.81069,0.44169,137.335,1.603,112.574,-6.951
Indonesia10332,fullProtect,0.62219,0.44169,9.642,2.763,112.828,-7.291
Indonesia10333,fullProtect,0.85969,0.44169,4.678,2.503,112.82,-7.354
Indonesia10334,fullProtect,0.62669,0.44169,21.592,2.787,112.759,-7.443
Indonesia10335,fullRetreat,644.329237094,0.44169,2.182,2.194,111.693,-8.356
Indonesia10336,fullRetreat,37514.6139656,0.44169,103.191,2.152,112.102,-8.307
Indonesia10337,fullRetreat,4667.00035524,0.44169,10.822,1.959,112.6,-8.42
Indonesia10338,fullRetreat,59011.1549403,0.44169,171.953,1.892,113.364,-8.335
Indonesia10339,fullProtect,0.84969,0.44169,0.6,2.407,112.776,-7.539
Indonesia10340,fullProtect,0.78469,0.44169,6.933,2.495,112.8,-7.563
Indonesia10341,fullProtect,0.96469,0.44169,1.408,2.528,112.828,-7.587
Indonesia10342,fullRetreat,67708.6985763,0.44169,42.279,2.549,113.009,-7.663
Indonesia10343,fullRetreat,18260.9200538,0.44169,14.283,2.437,113.239,-7.77
Indonesia10344,fullRetreat,28596.5138482,0.44169,34.718,2.336,113.438,-7.726
Indonesia10345,fullRetreat,27691.0389464,0.44169,68.681,1.687,114.35,-8.639
Indonesia10346,fullRetreat,4486.86289643,0.44169,42.732,1.683,114.561,-8.653
Indonesia10347,fullRetreat,19246.2514958,0.44169,34.88,1.788,114.359,-8.421
Indonesia10348,fullRetreat,50058.3381158,0.44169,158.927,2.011,114.229,-7.728
Indonesia10504,fullProtect,0.60219,0.44169,32.06,2.654,113.257,-7.224
Indonesia10505,fullRetreat,292724.277458,0.44169,266.915,2.054,113.791,-6.884
Indonesia10506,fullProtect,0.55419,0.44169,54.005,2.425,112.88,-7.176
Indonesia10632,fullProtect,0.56669,0.44169,43.092,2.242,114.326,-7.064
Indonesia10667,fullProtect,0.52119,0.44169,110.678,1.736,115.523,-6.88
Indonesia3255,fullRetreat,2446.74332838,0.416105,2.397,1.313,119.465,-5.051
Indonesia3256,fullProtect,0.903105,0.416105,19.372,1.198,119.405,-5.128
Indonesia3257,fullRetreat,1522.12950289,0.416105,9.393,1.254,119.366,-5.25
Indonesia3258,fullRetreat,56925.9278195,0.416105,75.251,1.233,119.495,-5.575
Indonesia3260,fullRetreat,66683.4058195,0.416105,127.083,1.46,120.259,-5.531
Indonesia11179,fullRetreat,8452.9964014,0.416105,163.919,1.543,120.487,-5.77
Indonesia11193,fullRetreat,6017.46121536,0.479465,54.704,1.779,120.715,-7.06
Indonesia11222,fullRetreat,4283.61645839,0.479465,66.053,1.84,120.838,-7.269
Indonesia10323,fullProtect,0.656945,0.380945,10.541,1.908,110.25,-8.0
Indonesia10670,fullRetreat,9767.3733796,0.44169,63.01,1.753,114.656,-8.397
Indonesia10671,fullRetreat,46496.3262634,0.44169,218.159,1.59,115.255,-8.078
Indonesia10673,fullRetreat,774.548946615,0.44169,4.432,1.674,114.942,-8.48
Indonesia10674,fullRetreat,8347.9192071,0.479465,24.893,1.729,115.044,-8.564
Indonesia10669,fullRetreat,103084.426022,0.479465,50.864,1.714,115.205,-8.755
Indonesia10672,fullRetreat,1959.04667033,0.479465,1.737,1.805,115.368,-8.6
Indonesia10675,fullRetreat,144374.213377,0.479465,34.22,1.675,115.173,-8.775
Indonesia10680,fullRetreat,12411.5715905,0.479465,49.232,1.713,115.512,-8.671
Indonesia10689,fullRetreat,12101.7138189,0.479465,37.247,1.966,116.083,-8.669
Indonesia10690,fullRetreat,231983.140761,0.479465,213.689,1.768,116.709,-8.468
Indonesia10691,fullRetreat,17532.6047328,0.479465,74.581,1.961,115.958,-8.875
Indonesia10746,fullRetreat,41683.7708943,0.479465,1015.629,1.467,118.656,-8.305
Indonesia10753,fullRetreat,2678.38474585,0.479465,81.934,1.617,117.608,-8.147
Indonesia11118,fullRetreat,627.489683716,0.479465,44.061,1.785,119.074,-8.134
Indonesia11343,fullRetreat,4242.9910141,0.46464,47.493,1.409,123.868,-9.449
Indonesia11347,fullRetreat,1815.32076159,0.479695,50.494,1.492,124.668,-9.111
Indonesia11348,fullRetreat,1327.96376783,0.479695,11.483,1.543,124.907,-8.976
Indonesia11357,fullRetreat,1264.70634728,0.479695,35.291,1.735,125.004,-9.532
Indonesia11172,fullRetreat,4653.18993814,0.479465,108.634,2.138,119.492,-8.48
Indonesia11176,fullRetreat,4257.17377319,0.479465,60.483,2.261,119.639,-8.604
Indonesia11228,fullRetreat,13916.9647125,0.479465,527.974,2.099,119.489,-9.362
Indonesia11237,fullRetreat,37316.6679515,0.46464,930.644,2.098,122.158,-8.572
Indonesia11282,fullRetreat,2286.46790047,0.46464,82.66,1.918,123.13,-8.434
Indonesia11285,fullRetreat,5169.72187357,0.46464,95.323,1.875,123.28,-8.246
Indonesia11339,fullRetreat,11353.7174859,0.479695,244.181,1.791,123.606,-8.358
Indonesia11344,fullRetreat,3361.17496932,0.46464,50.157,1.363,123.669,-9.799
Indonesia11346,fullRetreat,6790.94534617,0.46464,114.171,1.321,123.566,-10.176
Indonesia11355,fullRetreat,2560.56901047,0.46464,71.545,1.911,124.718,-9.889
Indonesia11358,fullRetreat,2895.54961344,0.479695,148.607,1.663,124.167,-8.306
Indonesia11424,fullRetreat,3736.19304959,0.479695,221.26,1.639,125.021,-8.159
Indonesia11272,fullRetreat,1067.51489909,0.479465,86.989,2.074,121.858,-10.443
Indonesia11341,fullRetreat,30662.1471691,0.46464,192.102,1.583,123.398,-10.451
Indonesia11342,fullRetreat,11181.0514285,0.46464,68.037,1.331,123.48,-10.162
Indonesia11353,fullRetreat,1417.40687963,0.46464,34.024,1.606,123.941,-10.295
Indonesia11354,fullRetreat,3079.99257467,0.46464,52.496,1.782,124.28,-10.17
Indonesia10158,fullRetreat,1815.9322763,0.39771,62.38,1.033,100.856,-2.222
Indonesia10159,fullRetreat,4521.21755886,0.39771,142.648,1.034,101.42,-2.921
Indonesia10160,fullRetreat,661.624168244,0.380945,28.002,1.125,101.936,-3.467
Indonesia10161,fullRetreat,140378.741318,0.380945,16.287,1.128,102.104,-3.574
Indonesia10162,fullRetreat,2804.33835324,0.380945,49.08,1.074,102.263,-3.796
Indonesia10164,fullRetreat,3008.05415248,0.380945,112.042,1.076,102.729,-4.296
Indonesia10155,fullRetreat,10671.7656186,0.34455,86.976,1.214,99.681,0.031
Indonesia10156,fullRetreat,1748.10399294,0.34455,12.225,1.062,99.858,-0.347
Indonesia10157,fullRetreat,9600.28044845,0.34455,213.937,1.092,100.403,-1.16
Indonesia10219,fullRetreat,10503.750444,0.34455,304.837,1.013,98.922,-0.943
Malaysia1951,fullProtect,0.791475,0.376475,10.691,2.027,100.14,6.379
Malaysia10207,fullRetreat,3377.46468078,0.376475,89.596,2.246,99.825,6.439
Malaysia1952,fullRetreat,242.76939192,0.376475,9.774,2.125,100.17,6.292
Malaysia1953,noAdaptation,0,0.376475,1.251,2.123,100.199,6.253
Malaysia2035,fullProtect,0.61686,0.41536,3.686,1.946,102.109,6.227
Malaysia1954,fullProtect,1.061475,0.376475,4.664,2.136,100.221,6.238
Malaysia1955,fullProtect,0.771475,0.376475,12.699,1.884,100.266,6.176
Malaysia1956,fullProtect,1.021475,0.376475,0.136,1.873,100.291,6.124
Malaysia1957,fullProtect,0.818475,0.376475,10.129,1.872,100.311,6.083
Malaysia1958,fullProtect,0.906935,0.400935,0.64,1.897,100.332,6.039
Malaysia1959,fullProtect,0.549435,0.400935,7.805,1.97,100.346,6.004
Malaysia1960,fullRetreat,324.708560452,0.400935,5.988,1.83,100.359,5.943
Malaysia1961,fullRetreat,9245.89054893,0.400935,32.838,1.877,100.375,5.77
Malaysia1962,fullRetreat,893.389346297,0.400935,4.737,1.887,100.35,5.605
Malaysia1963,fullProtect,1.305935,0.400935,1.576,2.184,100.349,5.576
Malaysia1964,fullRetreat,1648.95418472,0.400935,4.014,1.821,100.361,5.555
Malaysia2024,fullProtect,0.85836,0.41536,0.25,1.62,102.541,5.853
Malaysia2027,fullProtect,1.03836,0.41536,0.253,1.787,102.124,6.217
Malaysia2028,fullProtect,1.03836,0.41536,1.959,1.788,102.133,6.213
Malaysia2029,fullProtect,0.58986,0.41536,13.536,1.87,102.193,6.208
Malaysia2030,fullProtect,1.06936,0.41536,11.365,1.814,102.3,6.193
Malaysia2031,fullProtect,1.01336,0.41536,6.13,1.784,102.362,6.147
Malaysia2032,fullRetreat,23694.9254658,0.41536,5.453,1.608,102.392,6.105
Malaysia2033,fullRetreat,23972.1043525,0.41536,15.295,1.62,102.433,6.021
Malaysia2034,fullRetreat,3507.20674944,0.41536,14.904,1.634,102.491,5.898
Malaysia1970,fullProtect,0.831935,0.400935,4.66,2.053,100.413,5.139
Malaysia1971,fullProtect,0.874935,0.400935,16.233,2.098,100.368,5.068
Malaysia1972,fullRetreat,201.080445554,0.400935,1.502,2.148,100.398,4.994
Malaysia1973,fullRetreat,54166.965585,0.35642,183.823,2.673,100.591,4.263
Malaysia1974,fullRetreat,16612.5337627,0.34702,75.788,3.605,101.023,3.632
Malaysia2014,fullRetreat,6341.59543976,0.428935,5.542,1.741,103.195,5.262
Malaysia2015,fullRetreat,7447.45799965,0.428935,50.495,1.732,103.307,5.036
Malaysia2018,fullProtect,0.556435,0.428935,14.816,1.854,103.082,5.427
Malaysia2019,fullProtect,0.846935,0.428935,10.974,1.789,103.15,5.333
Malaysia2020,fullProtect,0.707935,0.428935,1.171,1.703,103.179,5.287
Malaysia2021,fullRetreat,12540.729688,0.41536,5.519,1.743,102.609,5.809
Malaysia2022,fullRetreat,9322.21857051,0.428935,53.283,1.723,102.796,5.626
Malaysia2023,fullRetreat,2270.2742081,0.428935,5.327,1.724,103.019,5.492
