,optA,value,slr,L,s1,lon,lat
UnitedStates7452,fullRetreat,3131.85685067,0.577415,4.776,1.905,-74.235,40.521
UnitedStates7453,fullProtect,0.717915,0.577415,5.209,1.915,-74.22,40.563
UnitedStates7454,fullRetreat,4878.61343498,0.577415,5.209,1.666,-74.199,40.604
UnitedStates7455,fullRetreat,111258.741073,0.577415,39.381,1.654,-74.056,40.602
UnitedStates7456,fullProtect,0.759915,0.577415,1.38,1.837,-74.214,40.514
UnitedStates7461,fullProtect,0.704225,0.553725,48.746,2.283,-73.948,40.763
UnitedStates7462,fullProtect,0.693475,0.517975,5.139,2.792,-73.729,40.853
UnitedStates7463,fullRetreat,5290.40328843,0.517975,5.187,3.272,-73.688,40.874
UnitedStates7464,fullRetreat,1748.90769797,0.517975,14.852,2.588,-73.607,40.914
UnitedStates7465,fullRetreat,2677.33463847,0.517975,4.676,2.495,-73.521,40.93
UnitedStates7466,fullRetreat,958.045298875,0.517975,9.292,2.563,-73.458,40.932
UnitedStates7467,fullRetreat,2198.65360283,0.558105,18.628,2.373,-73.333,40.923
UnitedStates7468,fullRetreat,906.905689951,0.558105,4.714,2.354,-73.229,40.911
UnitedStates7469,fullProtect,1.111105,0.558105,0.706,2.413,-73.205,40.916
UnitedStates7470,fullRetreat,214.592722177,0.558105,4.428,2.237,-73.184,40.925
UnitedStates7471,fullRetreat,3181.02387587,0.558105,19.085,2.185,-73.085,40.958
UnitedStates7472,fullRetreat,800.922240963,0.558105,4.633,1.992,-72.979,40.969
UnitedStates7473,fullRetreat,458.352972773,0.558105,13.905,2.008,-72.896,40.97
UnitedStates7474,fullRetreat,6452.20702026,0.55879,283.034,1.6,-72.441,40.921
UnitedStates7475,fullRetreat,4483.06668172,0.558105,19.267,0.909,-72.541,40.826
UnitedStates7476,fullRetreat,866.496206881,0.558105,14.155,0.835,-72.687,40.791
UnitedStates7477,fullRetreat,3331.96796584,0.558105,9.431,0.996,-72.792,40.774
UnitedStates7478,fullRetreat,929.5566752,0.558105,5.001,0.677,-72.855,40.76
UnitedStates7479,fullRetreat,831.66389433,0.558105,14.538,0.625,-72.936,40.766
UnitedStates7480,fullProtect,0.686105,0.558105,14.351,0.528,-73.063,40.739
UnitedStates7481,fullProtect,0.745605,0.558105,4.735,0.719,-73.146,40.718
UnitedStates7482,fullProtect,0.794105,0.558105,3.719,0.884,-73.183,40.711
UnitedStates7483,fullProtect,0.799105,0.558105,0.987,0.914,-73.204,40.708
UnitedStates7484,fullProtect,0.805105,0.558105,4.706,0.948,-73.229,40.703
UnitedStates7485,fullRetreat,3157.31873972,0.558105,4.706,0.835,-73.271,40.696
UnitedStates7486,fullProtect,0.722495,0.522495,44.167,1.045,-73.487,40.658
UnitedStates7487,fullRetreat,1461.23826637,0.522495,8.663,1.47,-73.587,40.604
UnitedStates7488,fullRetreat,19423.5316139,0.522495,23.683,1.652,-73.731,40.593
UnitedStates7489,fullRetreat,2509.56775781,0.522495,8.713,2.232,-73.796,40.648
UnitedStates7490,fullProtect,0.745225,0.553725,25.784,1.988,-73.892,40.605
UnitedStates4080,fullRetreat,1220.85110693,0.41913,12.26,2.404,-70.042,43.851
UnitedStates4083,fullRetreat,1381.3644436,0.41913,17.736,2.26,-70.161,43.788
UnitedStates4084,fullRetreat,1363.5432407,0.41913,7.36,2.211,-70.222,43.695
UnitedStates4085,fullProtect,0.56663,0.41913,7.492,2.964,-70.24,43.654
UnitedStates4086,fullRetreat,1551.57666535,0.41913,27.619,2.794,-70.233,43.568
UnitedStates4087,fullRetreat,1321.67204622,0.41913,10.541,2.318,-70.347,43.459
UnitedStates4088,fullRetreat,1013.87431695,0.394575,65.96,2.002,-70.58,43.246
UnitedStates4081,fullRetreat,30.076994925,0.41913,0.338,1.868,-69.991,43.875
UnitedStates4082,fullRetreat,5061.50743304,0.433865,549.462,2.434,-69.083,44.055
UnitedStates7646,fullRetreat,973.765410553,0.46885,41.313,3.168,-68.66,44.284
UnitedStates7650,fullRetreat,1289.62708458,0.46885,79.279,2.635,-68.283,44.45
UnitedStates4220,fullRetreat,1183.1025954,0.542735,1.73,2.818,-75.033,40.006
UnitedStates4260,fullRetreat,3446.96769217,0.542735,18.35,2.618,-75.103,39.978
UnitedStates4255,fullRetreat,337.372228781,0.542735,4.281,2.084,-75.406,39.824
UnitedStates4256,fullRetreat,1740.15709331,0.542735,6.852,2.225,-75.363,39.849
UnitedStates4257,fullRetreat,2767.51707017,0.542735,4.745,2.474,-75.313,39.863
UnitedStates4258,fullRetreat,215.671898937,0.542735,4.656,2.435,-75.271,39.868
UnitedStates4259,fullRetreat,3154.98705135,0.542735,11.995,2.665,-75.199,39.884
UnitedStates4261,fullRetreat,853.645449336,0.55977,4.271,2.174,-75.438,39.802
UnitedStates4133,fullRetreat,350.222855733,0.51753,6.054,1.331,-71.819,41.321
UnitedStates4148,fullRetreat,1747.20197613,0.517975,7.125,2.341,-73.53,41.028
UnitedStates4149,fullRetreat,1234.58578362,0.515075,5.023,2.337,-73.479,41.048
UnitedStates4150,fullRetreat,1341.13123718,0.515075,10.244,2.331,-73.417,41.077
UnitedStates4151,fullRetreat,672.098557482,0.515075,14.925,2.367,-73.313,41.122
UnitedStates4152,fullRetreat,1864.12046567,0.515075,9.89,2.242,-73.208,41.16
UnitedStates4153,fullRetreat,1255.57278458,0.515075,4.511,2.145,-73.148,41.159
UnitedStates4154,fullRetreat,3293.29943156,0.515075,9.882,2.093,-73.09,41.186
UnitedStates4155,fullProtect,0.994075,0.515075,1.247,2.259,-73.047,41.211
UnitedStates4156,fullRetreat,3605.38141914,0.515075,22.727,2.054,-72.953,41.264
UnitedStates4157,fullRetreat,873.806239635,0.515075,13.951,1.98,-72.812,41.259
UnitedStates4158,fullRetreat,255.692489202,0.515075,4.658,1.875,-72.729,41.268
UnitedStates4159,fullRetreat,235.379600202,0.515075,9.313,1.811,-72.667,41.274
UnitedStates4160,fullRetreat,181.539621942,0.51753,4.658,1.791,-72.604,41.279
UnitedStates4161,fullRetreat,376.765541469,0.51753,9.451,1.634,-72.542,41.267
UnitedStates4162,fullRetreat,1016.09618463,0.51753,13.927,1.463,-72.437,41.269
UnitedStates4163,fullRetreat,858.985937636,0.51753,4.666,1.385,-72.354,41.275
UnitedStates4164,fullRetreat,91.3795373985,0.51753,9.542,1.831,-72.291,41.283
UnitedStates4165,fullRetreat,255.121549207,0.51753,16.924,1.44,-72.183,41.326
UnitedStates4166,fullRetreat,1281.60655626,0.51753,2.715,1.295,-72.095,41.334
UnitedStates4167,fullRetreat,3395.30908346,0.51753,13.962,1.241,-72.021,41.342
UnitedStates4168,fullRetreat,1240.64592301,0.51753,9.378,2.044,-71.916,41.344
UnitedStates4169,fullRetreat,115.909191695,0.51753,1.043,1.85,-71.871,41.336
UnitedStates4170,fullRetreat,123.382009698,0.51753,2.878,1.625,-71.857,41.326
UnitedStates4109,fullRetreat,2250.41834319,0.523635,24.462,1.382,-71.02,41.525
UnitedStates4123,fullRetreat,270.138284167,0.523635,0.606,1.858,-71.198,41.669
UnitedStates4124,fullRetreat,274.892224914,0.523635,4.748,2.058,-71.205,41.646
UnitedStates4125,fullRetreat,537.589572991,0.523635,26.098,1.465,-71.203,41.508
UnitedStates4128,fullRetreat,7239.00286995,0.485635,11.082,2.548,-71.165,41.71
UnitedStates4129,fullRetreat,1502.43267086,0.485635,8.022,2.215,-71.208,41.731
UnitedStates4134,fullRetreat,5063.60325395,0.51753,4.598,1.195,-71.771,41.328
UnitedStates4135,fullRetreat,1300.12517822,0.523635,25.316,1.201,-71.641,41.361
UnitedStates4136,fullRetreat,1106.72682987,0.523635,3.062,1.309,-71.516,41.371
UnitedStates4137,fullProtect,0.941635,0.523635,0.478,1.372,-71.502,41.376
UnitedStates4138,fullRetreat,7245.09099856,0.523635,16.912,1.81,-71.449,41.431
UnitedStates4139,fullRetreat,740.186548855,0.523635,4.643,1.49,-71.419,41.521
UnitedStates4140,fullProtect,0.944635,0.523635,2.332,1.501,-71.417,41.552
UnitedStates4141,fullRetreat,2385.38640272,0.523635,11.632,2.131,-71.413,41.615
UnitedStates4142,fullRetreat,69588.5685534,0.485635,28.209,1.924,-71.391,41.793
UnitedStates4143,fullRetreat,3571.50668854,0.485635,5.432,2.89,-71.321,41.688
UnitedStates4144,fullRetreat,300.055960551,0.523635,2.147,2.645,-71.301,41.662
UnitedStates4145,fullRetreat,1813.16914232,0.523635,5.096,2.572,-71.27,41.654
UnitedStates4146,fullProtect,0.927635,0.523635,0.128,2.418,-71.25,41.667
UnitedStates4147,fullRetreat,867.262986307,0.523635,5.578,2.534,-71.235,41.684
UnitedStates7593,fullProtect,1.282635,0.523635,0.085,2.022,-71.355,41.458
UnitedStates7594,fullRetreat,2621.20430871,0.523635,5.068,1.932,-71.346,41.479
UnitedStates7595,fullRetreat,532.396678154,0.523635,0.957,1.673,-71.335,41.504
UnitedStates7596,fullRetreat,915.86170511,0.523635,4.111,1.825,-71.326,41.525
UnitedStates7597,fullRetreat,469.466282173,0.523635,5.34,2.012,-71.308,41.563
UnitedStates7598,fullRetreat,247.688664187,0.523635,5.579,1.901,-71.281,41.604
UnitedStates7599,fullRetreat,6036.53438835,0.523635,8.998,1.985,-71.233,41.646
UnitedStates7600,fullRetreat,356.875215922,0.523635,4.646,1.585,-71.223,41.604
UnitedStates7601,fullRetreat,329.975570639,0.523635,9.31,1.544,-71.227,41.542
UnitedStates7602,fullRetreat,1213.34487945,0.523635,10.633,1.526,-71.27,41.474
UnitedStates7603,fullRetreat,1362.29362886,0.523635,2.186,1.704,-71.324,41.458
UnitedStates7604,fullRetreat,458.035800591,0.523635,2.478,1.783,-71.344,41.458
UnitedStates4096,fullRetreat,333.463658449,0.394575,4.637,2.047,-70.812,42.854
UnitedStates4097,fullRetreat,1017.21133126,0.394575,4.636,2.237,-70.81,42.813
UnitedStates4098,fullRetreat,1015.232285,0.394575,22.235,2.279,-70.789,42.699
UnitedStates4099,fullRetreat,1180.59288177,0.394575,27.099,2.702,-70.619,42.69
UnitedStates4100,fullRetreat,995.10129007,0.49681,4.992,2.801,-70.645,42.592
UnitedStates4101,fullRetreat,363.968969158,0.49681,22.531,3.052,-70.765,42.564
UnitedStates4102,fullProtect,0.60331,0.49681,51.306,3.285,-71.028,42.382
UnitedStates4103,fullRetreat,16381.4355796,0.49681,39.302,2.79,-70.753,42.242
UnitedStates4104,fullRetreat,421.659741346,0.513715,1.137,2.99,-70.665,42.088
UnitedStates4105,fullProtect,0.623215,0.513715,5.09,3.034,-70.654,42.062
UnitedStates4106,fullRetreat,173.779177031,0.513715,5.196,3.068,-70.67,42.021
UnitedStates4107,fullRetreat,777.009673228,0.513715,2.671,2.931,-70.676,41.991
UnitedStates4108,fullRetreat,2892.27199408,0.513715,3.226,2.944,-70.656,41.974
UnitedStates4110,fullRetreat,218.588725722,0.533035,5.593,2.04,-70.896,41.575
UnitedStates4111,fullProtect,0.724535,0.533035,7.214,2.218,-70.848,41.607
UnitedStates4112,fullRetreat,1116.31160897,0.513715,17.657,2.235,-70.767,41.682
UnitedStates4113,fullRetreat,874.490246695,0.513715,5.779,1.644,-70.683,41.715
UnitedStates4114,fullRetreat,5011.46823807,0.533035,23.894,2.151,-70.655,41.622
UnitedStates4115,fullRetreat,1221.15839332,0.533035,9.34,0.805,-70.583,41.548
UnitedStates4116,fullRetreat,1719.82435346,0.51733,17.596,0.994,-70.469,41.576
UnitedStates4117,fullRetreat,6394.42503725,0.51733,32.683,1.159,-70.27,41.641
UnitedStates4118,fullRetreat,10995.4339021,0.51733,200.697,2.865,-70.177,42.048
UnitedStates4119,fullRetreat,551.052716862,0.51733,18.26,2.857,-70.522,41.862
UnitedStates4120,fullRetreat,357.527476336,0.51733,9.785,2.933,-70.583,41.95
UnitedStates4121,fullProtect,0.898715,0.513715,0.28,2.881,-70.626,41.958
UnitedStates4122,fullRetreat,2254.79912832,0.513715,2.059,2.906,-70.636,41.961
UnitedStates4126,fullRetreat,682.71861234,0.485635,2.485,2.107,-71.12,41.78
UnitedStates4127,fullRetreat,1653.53280767,0.485635,2.446,2.287,-71.13,41.76
UnitedStates4130,fullRetreat,327.378758586,0.485635,1.378,2.359,-71.172,41.753
UnitedStates4131,fullRetreat,490.791918498,0.485635,5.486,2.208,-71.146,41.77
UnitedStates4132,fullProtect,0.629635,0.485635,1.336,2.095,-71.12,41.786
UnitedStates7612,fullRetreat,2377.45310447,0.533035,88.612,0.838,-70.554,41.463
UnitedStates7639,fullRetreat,714.336281071,0.567655,34.625,0.909,-70.188,41.269
UnitedStates7640,fullRetreat,835.454021731,0.567655,5.539,1.504,-70.102,41.302
UnitedStates7641,fullRetreat,679.705872902,0.567655,33.778,1.35,-69.996,41.329
UnitedStates4221,fullProtect,0.747235,0.542735,0.659,2.717,-75.04,39.998
UnitedStates4185,fullRetreat,910.057380892,0.517975,1.74,1.858,-73.92,40.924
UnitedStates4186,fullProtect,0.679225,0.553725,45.384,1.831,-74.013,40.734
UnitedStates4187,fullRetreat,730.393534718,0.577415,6.041,2.316,-74.147,40.689
UnitedStates4188,fullRetreat,2545.69579903,0.577415,6.995,2.027,-74.19,40.65
UnitedStates4189,fullRetreat,1571.97604171,0.577415,5.401,2.039,-74.221,40.604
UnitedStates4190,fullProtect,0.727415,0.577415,15.181,1.899,-74.259,40.521
UnitedStates4191,fullProtect,1.128415,0.577415,0.287,1.94,-74.251,40.458
UnitedStates4192,fullRetreat,4894.19794021,0.577415,5.989,1.677,-74.226,40.446
UnitedStates4193,fullRetreat,7858.36092379,0.637875,12.974,1.482,-74.142,40.438
UnitedStates4194,fullProtect,0.750375,0.637875,4.761,1.865,-74.063,40.443
UnitedStates4195,fullRetreat,859.043631934,0.637875,10.843,1.895,-73.995,40.458
UnitedStates4196,fullProtect,0.810375,0.637875,9.666,1.938,-73.955,40.377
UnitedStates4197,fullProtect,0.770375,0.637875,9.447,1.627,-73.954,40.291
UnitedStates4198,fullRetreat,1719.46346605,0.637875,4.781,1.569,-73.97,40.229
UnitedStates4199,fullRetreat,858.72854547,0.637875,5.018,1.453,-73.981,40.186
UnitedStates4200,fullRetreat,1326.67430051,0.637875,28.477,1.507,-74.018,40.041
UnitedStates4204,fullRetreat,10104.1860038,0.637875,9.876,1.325,-74.057,39.958
UnitedStates4205,fullRetreat,911.53950412,0.637875,4.634,1.478,-74.045,40.021
UnitedStates4206,fullProtect,0.809875,0.637875,4.928,0.625,-74.056,40.051
UnitedStates4207,fullProtect,0.814875,0.637875,4.839,0.596,-74.08,40.021
UnitedStates4208,fullProtect,0.791375,0.637875,4.839,0.527,-74.092,39.979
UnitedStates4222,fullRetreat,10350.4300918,0.542735,15.76,2.448,-75.081,39.937
UnitedStates4223,fullProtect,0.789235,0.542735,1.531,2.711,-75.131,39.879
UnitedStates4224,fullRetreat,1676.62375917,0.542735,3.487,2.547,-75.151,39.871
UnitedStates4225,fullRetreat,4566.38607042,0.542735,9.464,2.426,-75.208,39.861
UnitedStates4226,fullProtect,1.225735,0.542735,4.746,2.37,-75.271,39.847
UnitedStates4227,fullProtect,1.225735,0.542735,4.211,2.344,-75.31,39.838
UnitedStates4228,fullRetreat,1081.82245316,0.542735,5.624,2.744,-75.352,39.826
UnitedStates4229,fullProtect,0.854235,0.542735,4.811,2.799,-75.394,39.804
UnitedStates4230,fullRetreat,998.650089926,0.55977,7.004,2.206,-75.436,39.772
UnitedStates4231,fullRetreat,4492.54766683,0.55977,5.772,2.807,-75.474,39.729
UnitedStates4232,fullRetreat,869.412763157,0.55977,1.848,2.715,-75.495,39.702
UnitedStates4233,fullRetreat,1630.3402588,0.55977,3.987,2.65,-75.511,39.681
UnitedStates4234,fullProtect,0.74677,0.55977,3.633,2.292,-75.532,39.654
UnitedStates4235,fullRetreat,1396.8386251,0.55977,2.202,2.557,-75.548,39.633
UnitedStates4236,fullRetreat,3167.5658548,0.616795,113.479,2.563,-75.24,39.275
UnitedStates4201,fullRetreat,1068.45472731,0.643655,14.375,1.586,-74.067,39.854
UnitedStates4202,fullRetreat,486.388176632,0.643655,3.806,2.705,-74.088,39.775
UnitedStates4203,fullRetreat,469.580847894,0.643655,14.057,0.862,-74.084,39.855
UnitedStates4209,fullRetreat,7388.05711603,0.643655,20.059,0.605,-74.132,39.875
UnitedStates4210,fullRetreat,571.011632056,0.643655,6.998,0.623,-74.175,39.761
UnitedStates4211,fullRetreat,1952.13715097,0.643655,6.56,0.58,-74.153,39.71
UnitedStates4212,fullRetreat,95.0229264842,0.643655,3.112,0.983,-74.176,39.677
UnitedStates4213,fullProtect,0.942655,0.643655,3.379,1.228,-74.197,39.656
UnitedStates4214,fullRetreat,378.356850407,0.643655,3.842,1.183,-74.222,39.635
UnitedStates4215,fullRetreat,896.133221204,0.643655,2.005,1.401,-74.243,39.62
UnitedStates4216,fullRetreat,190.555103656,0.643655,5.659,1.476,-74.27,39.599
UnitedStates4217,fullRetreat,262.93516009,0.643655,0.158,1.358,-74.291,39.583
UnitedStates4218,fullRetreat,9439.96552913,0.643655,33.726,1.773,-74.394,39.5
UnitedStates4219,fullProtect,0.851155,0.643655,0.685,1.773,-74.46,39.423
UnitedStates4237,fullRetreat,2061.46425549,0.616795,10.155,2.49,-74.951,39.003
UnitedStates4238,fullRetreat,538.359090692,0.616795,3.579,2.134,-74.963,38.942
UnitedStates4239,fullRetreat,543.849160297,0.616795,9.71,1.995,-74.917,38.926
UnitedStates4240,fullRetreat,1762.45661003,0.616795,4.728,2.036,-74.855,38.947
UnitedStates4241,fullRetreat,154.683940214,0.616795,0.606,1.914,-74.835,38.96
UnitedStates4242,fullProtect,0.842295,0.616795,6.059,1.957,-74.813,38.98
UnitedStates4243,fullProtect,0.831795,0.616795,0.488,1.992,-74.793,39.002
UnitedStates4244,fullRetreat,6161.78192638,0.616795,17.665,1.93,-74.738,39.061
UnitedStates4245,fullRetreat,1365.0787279,0.643655,5.356,2.083,-74.679,39.146
UnitedStates4246,fullRetreat,555.926845006,0.643655,5.563,1.887,-74.654,39.188
UnitedStates4247,fullRetreat,2206.64110013,0.643655,11.319,1.555,-74.607,39.248
UnitedStates4248,fullRetreat,1027.63626503,0.643655,5.977,2.778,-74.649,39.291
UnitedStates4249,fullRetreat,2210.15703978,0.643655,5.113,1.523,-74.604,39.312
UnitedStates4250,fullRetreat,2837.74416078,0.643655,3.143,1.73,-74.571,39.327
UnitedStates4251,fullRetreat,399.816350722,0.643655,1.828,1.754,-74.55,39.335
UnitedStates4252,fullProtect,0.805155,0.643655,3.294,1.68,-74.527,39.336
UnitedStates4253,fullProtect,0.779655,0.643655,16.536,1.506,-74.47,39.336
UnitedStates4254,fullProtect,0.733155,0.643655,7.017,1.428,-74.442,39.398
UnitedStates4262,fullProtect,0.97677,0.55977,0.558,2.161,-75.456,39.79
UnitedStates4263,fullRetreat,990.638168211,0.55977,13.599,2.088,-75.5,39.744
UnitedStates4264,fullRetreat,1212.35973257,0.55977,4.985,2.346,-75.557,39.683
UnitedStates4265,fullRetreat,484.450984654,0.55977,5.612,2.115,-75.589,39.648
UnitedStates4266,fullRetreat,3795.59490274,0.594215,164.912,2.068,-75.332,38.974
UnitedStates4267,fullRetreat,297.329676122,0.594215,0.438,1.235,-75.043,38.453
UnitedStates4269,fullRetreat,396.674683062,0.594215,4.259,1.173,-75.061,38.436
UnitedStates4275,fullProtect,0.811215,0.594215,0.241,1.694,-75.043,38.45
UnitedStates4276,fullRetreat,276.606294238,0.594215,2.26,1.649,-75.075,38.456
UnitedStates4277,fullRetreat,91.550635236,0.594215,4.17,1.667,-75.081,38.435
UnitedStates4280,fullRetreat,582.03733413,0.552455,1.379,1.356,-77.02,38.797
UnitedStates4311,fullRetreat,8196.23892478,0.552455,13.612,1.415,-77.017,38.864
UnitedStates4312,fullProtect,0.655455,0.552455,13.087,1.805,-77.04,38.85
UnitedStates4270,fullRetreat,267.328758528,0.594215,4.692,1.311,-75.063,38.396
UnitedStates4271,fullRetreat,565.176584959,0.594215,8.289,1.8,-75.072,38.343
UnitedStates4272,fullRetreat,191.443542802,0.594215,4.746,1.952,-75.049,38.396
UnitedStates4273,fullRetreat,217.087678355,0.594215,2.854,2.09,-75.043,38.429
UnitedStates4274,noAdaptation,0,0.594215,0.953,2.412,-75.041,38.446
UnitedStates4278,fullRetreat,1859.67190007,0.594215,56.859,1.197,-75.205,38.207
UnitedStates4279,fullRetreat,17765.1820014,0.600545,239.476,1.839,-75.865,37.228
UnitedStates4281,fullRetreat,455.580860404,0.552455,9.905,1.228,-77.008,38.749
UnitedStates4282,fullRetreat,3286.3370001,0.552455,18.173,1.162,-77.096,38.678
UnitedStates4283,fullRetreat,135.528015922,0.552455,1.242,1.132,-77.162,38.621
UnitedStates4284,fullRetreat,26541.3569059,0.608355,335.239,0.984,-76.355,38.199
UnitedStates4285,fullRetreat,6112.09434475,0.581735,18.685,0.726,-76.535,38.75
UnitedStates4286,fullProtect,0.718235,0.581735,5.823,0.837,-76.52,38.858
UnitedStates4287,fullProtect,0.788235,0.581735,7.133,1.065,-76.475,38.895
UnitedStates4288,noAdaptation,0,0.581735,5.437,1.47,-76.439,38.938
UnitedStates4289,fullRetreat,1023.70651908,0.581735,5.437,1.236,-76.413,38.979
UnitedStates4290,fullRetreat,8498.03352038,0.581735,20.99,0.917,-76.416,39.089
UnitedStates4291,fullProtect,0.689835,0.558335,8.084,0.862,-76.495,39.188
UnitedStates4292,fullRetreat,2581.04147488,0.558335,7.466,1.129,-76.554,39.225
UnitedStates4293,fullRetreat,16351.347559,0.558335,14.195,0.913,-76.579,39.266
UnitedStates4294,fullProtect,0.931835,0.558335,2.173,1.696,-76.509,39.246
UnitedStates4295,fullProtect,0.764335,0.558335,5.398,1.146,-76.48,39.229
UnitedStates4296,fullProtect,0.668335,0.558335,4.754,0.804,-76.438,39.212
UnitedStates4297,fullRetreat,964.107658718,0.558335,7.279,0.951,-76.388,39.225
UnitedStates4298,fullProtect,0.663335,0.558335,3.215,0.818,-76.43,39.241
UnitedStates4299,fullProtect,0.987835,0.558335,2.888,1.877,-76.451,39.258
UnitedStates4300,fullProtect,0.821835,0.558335,12.01,1.376,-76.466,39.306
UnitedStates4301,fullProtect,0.702335,0.558335,25.422,1.147,-76.354,39.403
UnitedStates4302,fullRetreat,1445.85639948,0.558335,37.99,1.412,-76.142,39.4
UnitedStates4303,fullRetreat,790.285379434,0.55977,6.068,1.116,-76.095,39.525
UnitedStates4304,fullRetreat,92.9184930585,0.55977,24.625,1.225,-75.98,39.589
UnitedStates4305,fullProtect,0.66227,0.55977,0.273,1.386,-75.874,39.584
UnitedStates4306,fullRetreat,27019.8931012,0.581735,314.592,1.093,-76.358,38.885
UnitedStates4307,fullProtect,0.947955,0.593955,5.536,1.814,-76.066,38.578
UnitedStates4308,fullProtect,0.854955,0.593955,224.968,1.737,-76.042,38.232
UnitedStates4346,fullRetreat,32.0382254051,0.6437,23.806,2.795,-75.89,36.649
UnitedStates4351,fullRetreat,438.177218749,0.62484,61.017,2.964,-75.785,36.283
