Unnamed: 0,optA,value,slr,L,s1,lon,lat
Japan11374,fullRetreat,151.315678966,0.552895,0.983,0.5539999999999999,137.621,36.971
Japan11375,fullRetreat,271.036496442,0.39226500000000003,59.52,0.569,137.882,37.048
Japan11376,fullRetreat,462.889557019,0.39226500000000003,45.452,0.56,138.32,37.216
Japan11377,fullRetreat,15605.990779499998,0.39226500000000003,102.414,0.5920000000000001,138.781,37.676
Japan11378,fullRetreat,8681.22720083,0.76486,37.984,0.769,139.273,38.016999999999996
Japan11379,fullRetreat,1089.56095679,0.713545,52.66,0.7040000000000001,139.453,38.351
Japan11382,fullRetreat,97.77496295659999,0.713545,40.923,0.568,139.673,38.701
Japan11383,fullRetreat,2741.96968565,0.26224000000000003,191.329,0.7340000000000001,140.067,39.643
Japan11478,fullRetreat,1579.0922057,0.44605500000000003,197.90900000000002,0.524,138.517,38.304
Japan11401,fullRetreat,6768.52800093,0.694285,104.204,1.442,141.54,38.562
Japan11404,fullProtect,0.769785,0.694285,31.393,1.48,141.284,38.4
Japan11408,fullRetreat,11758.932513200001,0.28626999999999997,42.784,1.6569999999999998,141.011,38.257
Japan11410,fullProtect,0.50727,0.28626999999999997,7.119,1.811,140.92700000000002,38.05
Japan11411,fullRetreat,1567.85766843,0.28626999999999997,11.405,1.444,140.918,37.968
Japan11412,fullRetreat,1030.0822917,0.28626999999999997,42.63,1.506,141.002,37.753
Japan11413,,,,,,,
Japan11414,noAdaptation,344.567439088,-0.06411259999999999,3.4130000000000003,1.466,140.798,36.861
Japan11422,noAdaptation,4329.98555171,-0.06411259999999999,52.632,1.3430000000000002,140.685,36.641
Japan11363,fullProtect,0.5513100000000001,0.29631,0.264,0.545,135.476,35.541
Japan11366,fullRetreat,185.26829215900003,0.29631,5.539,0.5770000000000001,135.481,35.516999999999996
Japan11367,fullProtect,0.5473100000000001,0.29631,0.161,0.589,135.499,35.5
Japan11368,fullRetreat,1106.29728826,0.29631,116.47,0.537,135.964,35.645
Japan11369,fullRetreat,6480.70420358,0.26481,340.625,0.648,136.986,37.41
Japan11370,fullRetreat,423.10454669800004,0.628125,63.192,0.589,136.062,36.109
Japan11371,fullRetreat,243.246494413,0.552895,3.575,0.78,136.993,36.858000000000004
Japan11372,fullRetreat,11011.656125,0.552895,54.758,0.733,137.213,36.745
Japan11393,fullRetreat,3857.59198995,0.11779500000000001,6.329,2.334,136.718,35.010999999999996
Japan11394,fullProtect,0.390795,0.11779500000000001,0.6709999999999999,2.354,136.747,35.022
Japan11395,fullProtect,0.52623,0.45573,9.126,2.37,136.786,35.044000000000004
Japan11396,fullRetreat,25138.409978599997,0.11779500000000001,110.859,2.1430000000000002,136.895,34.71
Japan11403,fullRetreat,11036.131798299999,0.551575,208.095,1.555,138.766,34.814
Japan11405,,,,,,,
Japan11406,,,,,,,
Japan11397,fullProtect,2.3502,2.2632,141.203,2.074,137.13299999999998,34.645
Japan11398,noAdaptation,0.0,0.09901499999999999,20.384,1.381,137.591,34.669000000000004
Japan11402,fullRetreat,32019.6982205,1.000525,104.602,1.65,138.141,34.605
Japan11563,noAdaptation,2077.42876996,-0.22591,24.433000000000003,1.6669999999999998,139.158,34.24
Japan11583,noAdaptation,4378.68591681,-0.22591,30.534000000000002,1.5290000000000001,139.281,34.427
Japan11584,fullRetreat,1774.58171144,0.15348499999999998,46.312,1.472,139.37,34.798
Japan11613,fullRetreat,2330.51938655,0.984085,34.423,1.632,139.533,34.126
Japan11623,fullRetreat,673.628602178,0.984085,19.41,1.5730000000000002,139.59,33.896
Japan11624,fullRetreat,384.04335889099997,0.984085,0.759,1.5519999999999998,139.62,33.851
Japan11628,fullRetreat,459.500970437,0.26748,9.048,1.804,139.679,33.137
Japan11629,fullRetreat,773.4527137939999,0.26748,46.104,1.6280000000000001,139.768,33.16
Japan11630,fullRetreat,589.252705261,0.26748,10.935,1.643,139.763,32.47
Japan11407,,,,,,,
Japan11409,fullProtect,0.8210049999999999,0.747005,136.85,1.7719999999999998,139.656,35.284
Japan11415,fullProtect,0.445305,0.381805,19.994,1.84,140.02200000000002,35.649
Japan11416,fullRetreat,47043.2443234,0.50274,268.693,1.36,140.039,35.037
Japan11417,fullProtect,0.8673200000000001,0.5583199999999999,2.3409999999999997,1.158,140.836,35.739000000000004
Japan11418,fullProtect,0.8973200000000001,0.5583199999999999,0.248,1.244,140.833,35.749
Japan11419,fullProtect,0.66282,0.5583199999999999,9.815,1.355,140.805,35.785
Japan11420,fullRetreat,3395.93374789,0.5583199999999999,8.596,1.66,140.755,35.851
Japan11421,fullProtect,0.65132,0.5583199999999999,65.118,1.4980000000000002,140.584,36.132
Japan11361,fullRetreat,93.2928144393,0.49881499999999995,0.768,0.521,134.372,35.599000000000004
Japan11362,fullRetreat,9771.07813576,0.50644,190.887,0.574,135.19,35.758
Japan11364,fullRetreat,12276.4230952,0.44114,359.33099999999996,0.539,132.874,35.496
Japan11391,fullRetreat,91356.9029791,2.2632,258.341,1.743,136.811,34.246
Japan11365,fullRetreat,58025.4862987,0.544995,719.245,2.378,132.214,33.995
Japan11380,fullRetreat,172.79353841,0.735735,0.96,1.619,134.304,34.703
Japan11381,fullRetreat,18481.136698500002,0.5437,72.976,1.715,134.624,34.773
Japan11384,fullRetreat,8653.15501422,0.75754,40.525999999999996,1.7730000000000001,135.095,34.624
Japan11427,fullRetreat,5572.95271946,0.75754,136.996,1.21,135.001,34.593
Japan11385,fullProtect,0.8922200000000001,0.81722,22.162,1.791,135.351,34.713
Japan11386,fullProtect,0.8957200000000001,0.81722,31.936,1.9769999999999999,135.442,34.533
Japan11387,fullRetreat,10780.2781713,0.42513,35.187,1.761,135.211,34.344
Japan11388,fullRetreat,763.8914581839999,0.274345,157.213,1.815,135.295,33.760999999999996
Japan11392,fullRetreat,533.004507214,0.44269,40.738,1.7369999999999999,135.92700000000002,33.553000000000004
Japan11334,fullRetreat,274.831503404,0.40321,45.305,1.806,132.636,32.777
Japan11335,fullRetreat,13063.720384299999,0.24026999999999998,496.75,2.8819999999999997,132.725,33.900999999999996
Japan11336,fullRetreat,23198.419808900002,0.9481200000000001,384.26300000000003,1.834,134.007,33.41
Japan11425,fullRetreat,2125.02035443,0.444485,55.714,1.71,134.241,34.528
Japan3286,fullRetreat,2530.4872536999997,0.698145,46.019,1.62,129.963,28.279
Japan11126,fullRetreat,1133.7376861999999,0.34591500000000003,91.83,2.428,128.741,32.788000000000004
Japan11164,fullRetreat,392.836128834,0.359575,73.817,1.656,129.275,34.309
Japan11166,fullRetreat,1889.56281034,0.34591500000000003,93.955,2.301,129.127,33.088
Japan11170,fullRetreat,7719.15345651,0.387155,113.009,1.183,129.428,34.679
Japan11174,fullRetreat,775.791949693,0.405775,72.78,2.076,129.554,33.388000000000005
Japan11180,fullRetreat,742.03438405,0.365665,50.48,1.827,129.72799999999998,33.851
Japan11186,noAdaptation,456.10959366,0.31015,0.877,2.0669999999999997,129.688,31.705
Japan11187,fullRetreat,81.5745719641,0.31015,0.634,2.065,129.687,31.691999999999997
Japan11188,fullRetreat,81.3826995145,0.31015,0.622,2.065,129.69,31.691999999999997
Japan11189,fullRetreat,891.936200734,0.31015,82.921,2.076,129.778,31.759
Japan11194,fullRetreat,84.3862042566,0.31015,18.78,2.106,129.841,31.819000000000003
Japan11195,fullRetreat,654.086547205,0.31015,69.567,2.129,129.866,31.877
Japan11196,fullRetreat,5054.78991214,0.45168500000000006,107.111,3.0589999999999997,130.159,32.541
Japan11210,fullRetreat,102.55006815899999,0.40147,0.8079999999999999,1.959,129.917,30.818
Japan11212,fullRetreat,615.763342913,0.40147,19.861,1.946,129.929,30.85
Japan11213,noAdaptation,447.56801602,0.40147,0.8190000000000001,1.933,129.938,30.813000000000002
Japan11214,noAdaptation,0.0,0.40147,0.76,1.9909999999999999,129.965,30.831
Japan11242,fullRetreat,98677.94449489999,0.39489,874.8510000000001,2.208,129.637,32.946999999999996
Japan11227,fullRetreat,985.3023288810001,0.45168500000000006,67.697,2.8810000000000002,130.312,32.507
Japan11229,fullRetreat,306.092910158,0.548275,46.628,1.77,130.181,30.484
Japan11239,fullRetreat,2130.07727722,0.45603,89.646,1.964,130.523,30.445
Japan11240,fullRetreat,7934.78127194,0.435575,186.10299999999998,1.889,131.08,31.451
Japan11241,fullRetreat,7422.60444234,0.358385,272.903,2.188,131.654,33.241
Japan11243,fullRetreat,8546.43060347,0.40147,393.909,2.406,130.649,31.272
Japan11244,fullRetreat,2185.75064587,0.28210999999999997,79.09899999999999,1.625,131.559,32.187
Japan11249,fullRetreat,2588.29733801,0.45603,126.11,2.0,131.045,30.835
Japan11185,fullRetreat,334.07849288,0.43563,13.83,1.587,129.197,29.16
Japan11208,fullRetreat,7498.87311175,0.43563,162.743,1.804,129.559,28.455
Japan11211,fullRetreat,808.53496552,0.548275,26.496,1.661,129.722,29.665
Japan11224,fullRetreat,128.122664204,0.548275,31.735,1.655,129.874,29.874000000000002
Japan11225,fullRetreat,126.780613927,0.548275,1.2,1.631,129.903,29.811999999999998
Japan11226,noAdaptation,434.49357049099996,0.548275,21.011,1.7180000000000002,129.912,29.998
Japan11280,fullRetreat,144.41035817,0.37609499999999996,75.031,0.5760000000000001,133.091,36.135
Japan11283,fullRetreat,48.0057552406,0.37609499999999996,28.208000000000002,0.516,133.002,36.025999999999996
Japan11284,fullRetreat,101.046597568,0.37609499999999996,54.183,0.599,133.128,36.095
Japan11333,fullRetreat,288.820716339,0.37609499999999996,65.587,0.645,133.309,36.319
Japan11273,fullRetreat,1383.04182886,0.561565,72.824,2.375,132.298,33.921
Japan11277,fullRetreat,802.886552232,0.67228,49.208999999999996,2.7539999999999996,132.457,34.272
Mexico5397,fullRetreat,93.7694334447,0.47506000000000004,95.75299999999999,1.9340000000000002,-115.271,28.342
Portugal8226,fullRetreat,172.300623941,0.3886,58.596000000000004,1.109,-31.204,39.52
Portugal8240,fullRetreat,712.9682108119999,0.3886,3.4,1.139,-28.651,38.510999999999996
Portugal8241,fullRetreat,415.930360549,0.3886,58.623000000000005,1.136,-28.799,38.614000000000004
Portugal8242,fullProtect,0.6096,0.3886,4.745,1.138,-28.622,38.525999999999996
Portugal8245,fullRetreat,509.941568432,0.3886,130.97299999999998,1.14,-28.363000000000003,38.544000000000004
Portugal8247,fullRetreat,55.19765025,0.3886,133.984,1.17,-28.276,38.741
Portugal8273,fullRetreat,95.25066067680001,0.3886,3.265,1.1909999999999998,-27.153000000000002,38.634
Portugal8274,fullRetreat,127.53345408,0.3886,4.721,1.173,-27.186999999999998,38.643
Portugal8275,fullRetreat,2167.60932323,0.3886,4.648,1.165,-27.229,38.647
Portugal8276,fullRetreat,220.94565453799999,0.3886,4.672,1.1640000000000001,-27.271,38.65
Portugal8277,fullRetreat,563.626168622,0.3886,48.541000000000004,1.219,-27.340999999999998,38.794000000000004
Portugal8278,fullRetreat,1184.26209709,0.3886,9.295,1.273,-27.085,38.771
Portugal8279,fullRetreat,826.428489024,0.3886,23.598000000000003,1.253,-27.043000000000003,38.659
Portugal8321,fullRetreat,70.46967064,0.3886,9.735,1.249,-25.499000000000002,37.715
Portugal8322,fullRetreat,2147.8066511,0.3886,9.341000000000001,1.25,-25.583000000000002,37.73
Portugal8323,fullProtect,0.6166,0.3886,9.385,1.235,-25.666999999999998,37.736
Portugal8324,fullRetreat,797.6040660389999,0.3886,55.368,1.236,-25.842,37.902
Portugal8325,fullProtect,0.4436,0.3886,13.953,1.244,-25.563000000000002,37.826
Portugal8326,fullRetreat,623.481773524,0.3886,86.331,1.253,-25.135,37.825
Portugal8346,fullRetreat,1243.3680048,0.3886,52.106,1.253,-25.183000000000003,37.008
Portugal8429,fullRetreat,799.174458737,0.4454,6.696000000000001,1.5430000000000001,-16.972,32.649
Portugal8430,fullRetreat,236.186182511,0.4454,4.802,1.5490000000000002,-17.021,32.664
Portugal8431,fullRetreat,47.4343719388,0.4454,87.353,1.577,-17.156,32.861999999999995
Portugal8432,fullRetreat,245.953691974,0.4454,32.707,1.545,-16.756,32.71
Portugal8433,fullRetreat,9631.15638596,0.4454,7.63,1.536,-16.909000000000002,32.638000000000005
RussianFederation2571,noAdaptation,16.4396925778,0.311855,106.79799999999999,1.474,170.558,69.774
RussianFederation2572,noAdaptation,0.0,0.311855,3.177,1.5019999999999998,170.405,70.115
RussianFederation2573,noAdaptation,44.983044526499995,0.313065,282.33099999999996,1.446,171.678,70.025
RussianFederation2574,noAdaptation,184.584229039,0.311855,276.002,1.6880000000000002,170.55200000000002,68.822
RussianFederation2575,noAdaptation,345.29057125099996,0.302585,257.09,7.872000000000001,168.532,69.21
RussianFederation2576,noAdaptation,46.801250280299996,0.304925,306.324,8.047,166.484,69.517
RussianFederation2568,noAdaptation,71.93581442680001,0.34076,171.92,1.591,173.352,69.887
RussianFederation2569,noAdaptation,12.8835172926,0.311855,98.185,1.5190000000000001,170.56,69.601
RussianFederation2570,noAdaptation,0.0,0.311855,0.955,1.431,170.123,69.615
RussianFederation2561,noAdaptation,210.57280664799998,0.34076,838.81,2.066,177.095,64.77600000000001
RussianFederation2563,noAdaptation,126.65068219700001,0.34076,212.30700000000002,2.272,179.44099999999997,64.814
RussianFederation2564,noAdaptation,12.518928264200001,0.34076,33.063,1.8840000000000001,180.0,65.547
RussianFederation2556,noAdaptation,90.62246064360001,0.329875,681.4580000000001,1.4269999999999998,172.56900000000002,61.18600000000001
RussianFederation2557,noAdaptation,634.143045446,0.34076,1181.906,0.919,177.80900000000003,62.566
RussianFederation2558,noAdaptation,206.696940093,0.34076,317.966,1.699,178.47799999999998,64.119
RussianFederation2559,noAdaptation,1.6562269341100002,0.34076,58.541000000000004,1.855,177.42700000000002,64.623
RussianFederation2560,noAdaptation,22.866660365500003,0.34076,320.91700000000003,2.522,176.113,64.583
RussianFederation2562,noAdaptation,0.936943941015,0.34076,52.23,2.634,178.667,64.632
RussianFederation11823,noAdaptation,1152.39556768,0.302585,415.23400000000004,8.245,168.358,70.012
RussianFederation2738,fullRetreat,62.3957500264,0.08595499999999999,459.837,1.661,33.717,66.426
RussianFederation2739,fullRetreat,159.845720155,0.08595499999999999,780.7589999999999,1.959,32.81,67.00399999999999
RussianFederation2745,fullRetreat,379.14180489999995,0.08595499999999999,0.504,2.573,33.086,69.083
RussianFederation2746,fullRetreat,1512.70847936,0.08595499999999999,9.248,2.638,33.044000000000004,69.07
RussianFederation2747,fullRetreat,252407.346231,0.08595499999999999,19.953,2.5810000000000004,33.025,68.964
RussianFederation2748,fullRetreat,499.411662585,0.08595499999999999,4.257,2.725,33.067,69.053
RussianFederation2749,fullRetreat,43241.6521301,0.08595499999999999,19.683,2.5860000000000003,33.171,69.07300000000001
RussianFederation2750,fullRetreat,1111.99125222,0.193605,271.73900000000003,2.773,34.332,69.318
RussianFederation9263,fullRetreat,42.9644638767,0.12516,98.148,2.688,33.995,69.383
RussianFederation2740,noAdaptation,196.21111235700002,0.193605,549.605,1.42,38.178000000000004,66.068
RussianFederation2742,noAdaptation,80.5911841593,0.193605,509.30699999999996,4.021,40.364000000000004,67.848
RussianFederation2743,fullRetreat,545.043883548,0.193605,413.542,3.1239999999999997,37.103,68.861
RussianFederation2741,noAdaptation,14.505108935199999,0.193605,52.051,3.486,40.764,66.601
RussianFederation2708,noAdaptation,49.08119164,0.20036500000000002,559.7919999999999,1.047,70.03,72.89399999999999
RussianFederation2709,noAdaptation,2.6152209401400004,0.20036500000000002,75.5,0.899,68.333,71.73
RussianFederation2710,noAdaptation,2.7228397309599996,0.20036500000000002,171.96,0.82,67.295,71.344
RussianFederation2711,noAdaptation,0.0,0.20036500000000002,1.368,0.9940000000000001,66.62100000000001,71.047
RussianFederation2712,noAdaptation,73.32058733859999,0.20036500000000002,733.172,0.792,66.82300000000001,69.884
RussianFederation9497,noAdaptation,1.18364435385,0.20036500000000002,25.166999999999998,1.23,69.987,73.021
RussianFederation9498,noAdaptation,0.0,0.20036500000000002,3.714,1.6,69.867,73.04
RussianFederation9499,noAdaptation,66.9833004908,0.13409000000000001,528.637,1.265,71.255,73.278
RussianFederation2682,noAdaptation,55.070942475699994,0.13409000000000001,913.044,0.8340000000000001,73.21300000000001,71.512
RussianFederation2701,noAdaptation,28.619487213499998,0.13058,59.238,0.9840000000000001,72.516,70.0
RussianFederation2702,noAdaptation,81.0695861923,0.13409000000000001,179.51,1.165,72.689,70.602
RussianFederation2703,noAdaptation,101.179622795,0.13409000000000001,152.601,1.3159999999999998,71.925,71.37899999999999
RussianFederation2704,noAdaptation,1.1037321067599999,0.13409000000000001,26.47,1.169,72.803,72.392
RussianFederation2705,noAdaptation,0.0,0.13409000000000001,1.544,1.16,72.87899999999999,72.293
RussianFederation2706,noAdaptation,7.6408236036699995,0.13409000000000001,110.399,1.072,72.541,71.938
RussianFederation2707,noAdaptation,5.0112177648100005,0.13409000000000001,102.934,1.129,72.639,72.747
RussianFederation9502,noAdaptation,13.3162609225,0.13409000000000001,64.005,1.5430000000000001,71.275,73.413
RussianFederation9505,noAdaptation,64.20826438430001,0.13409000000000001,167.075,1.554,74.21600000000001,73.111
RussianFederation9506,noAdaptation,0.0,0.13409000000000001,1.45,1.724,74.961,73.055
RussianFederation9507,noAdaptation,9.508084363350001,0.13409000000000001,63.474,1.854,74.686,73.058
RussianFederation2674,noAdaptation,55.059007391,0.05612,694.455,0.79,77.362,71.324
RussianFederation2675,noAdaptation,12.039052661500001,0.05612,101.86,0.919,78.571,70.917
RussianFederation2676,noAdaptation,27.898938931300002,0.05612,311.96299999999997,0.871,76.925,71.07300000000001
RussianFederation2677,noAdaptation,8.58058690965,0.05612,88.45299999999999,1.109,75.233,71.40100000000001
RussianFederation2678,noAdaptation,7.42096330401,0.13409000000000001,132.761,1.159,75.324,71.954
RussianFederation2679,noAdaptation,0.0,0.05612,3.7,1.379,75.758,72.29
RussianFederation2680,noAdaptation,1.07081115302,0.05612,59.74100000000001,1.609,75.562,72.47
RussianFederation2681,noAdaptation,0.0,0.05612,0.419,1.594,75.668,72.584
RussianFederation9508,noAdaptation,19.2269296188,0.214825,196.007,1.7409999999999999,76.04,73.542
RussianFederation9509,noAdaptation,1.6793923428200002,0.214825,140.006,2.375,76.391,73.196
RussianFederation9511,fullRetreat,0.0265474691577,0.214825,158.678,1.709,76.094,73.535
RussianFederation9512,noAdaptation,38.5618440729,0.214825,359.27,1.005,78.132,72.582
RussianFederation2696,fullRetreat,3.01986983733,0.13058,78.64399999999999,0.608,70.25,66.357
RussianFederation2697,noAdaptation,120.68269660899999,0.13058,97.29700000000001,0.597,69.47399999999999,66.497
RussianFederation2698,noAdaptation,58.7936499984,0.13058,390.60699999999997,0.69,70.433,66.686
RussianFederation2713,noAdaptation,6.449364522020001,0.20036500000000002,90.885,0.841,69.007,68.90899999999999
RussianFederation2714,noAdaptation,0.523583291299,0.20036500000000002,84.12299999999999,0.7,68.723,68.477
RussianFederation2715,noAdaptation,1.2963128262899999,0.20036500000000002,26.263,0.934,68.361,68.205
RussianFederation9491,noAdaptation,5.07929920427,0.283605,137.06,0.816,65.967,69.10300000000001
RussianFederation9492,noAdaptation,4.14918389145,0.20036500000000002,68.609,0.794,67.02199999999999,69.449
RussianFederation9493,noAdaptation,5.02307216244,0.20036500000000002,89.194,0.682,67.155,69.572
RussianFederation9500,noAdaptation,94.176859882,0.13058,285.941,0.747,69.495,66.766
RussianFederation2683,noAdaptation,13.4209842116,0.05612,332.14099999999996,0.828,75.222,69.182
RussianFederation2693,noAdaptation,90.2388737059,0.05612,652.0419999999999,0.7240000000000001,74.586,67.619
RussianFederation2694,noAdaptation,25.3569132201,0.13058,58.821999999999996,0.972,72.141,66.262
RussianFederation2695,noAdaptation,2.9984641501,0.13058,146.988,0.562,71.26,66.362
RussianFederation2699,noAdaptation,60.2817277582,0.13058,210.639,0.83,71.497,66.945
RussianFederation2700,noAdaptation,181.14262729599997,0.13058,569.187,0.96,73.446,68.43
RussianFederation2684,noAdaptation,3.7080348237000003,0.05612,132.112,0.742,77.238,68.97800000000001
RussianFederation2685,noAdaptation,100.932804242,0.05612,245.25400000000002,0.9690000000000001,77.9,68.23
RussianFederation2686,noAdaptation,478.126499663,0.05612,393.486,1.025,78.893,67.563
RussianFederation2687,noAdaptation,0.406324614872,0.05612,8.442,0.893,77.279,68.11399999999999
RussianFederation2688,noAdaptation,0.0,0.05612,1.189,0.9309999999999999,77.253,68.079
RussianFederation2689,noAdaptation,160.486815641,0.05612,72.693,1.3869999999999998,77.243,67.84
RussianFederation2690,noAdaptation,14.921684118800002,0.05612,64.979,0.948,77.18,68.277
RussianFederation2691,noAdaptation,44.5593470953,0.05612,151.22,0.8109999999999999,76.722,68.735
RussianFederation2692,noAdaptation,37.983405830500004,0.05612,51.748999999999995,0.7559999999999999,76.065,68.968
RussianFederation2737,fullRetreat,158.415157526,0.193605,508.671,1.3619999999999999,34.95,64.649
RussianFederation2734,fullRetreat,9.69891858415,0.193605,125.416,2.2969999999999997,37.079,63.898
RussianFederation2730,fullRetreat,15.3008241976,0.193605,380.285,1.173,40.493,65.82300000000001
RussianFederation2732,fullRetreat,83.7561791522,0.193605,713.9639999999999,1.062,37.194,65.181
RussianFederation2726,fullRetreat,1.62564249838,0.52076,53.256,6.511,44.103,66.125
RussianFederation2727,fullRetreat,3.9506800423300006,0.52076,112.679,5.768,43.87,66.172
RussianFederation2728,noAdaptation,48.8707596442,0.52076,44.79,3.1889999999999996,43.516999999999996,65.977
RussianFederation2729,noAdaptation,124.845590829,0.52076,251.25900000000001,5.882999999999999,43.104,66.425
RussianFederation9279,noAdaptation,30.0721902887,0.52076,61.615,4.298,42.451,66.777
RussianFederation9280,noAdaptation,0.0,0.52076,5.598,5.397,42.72,66.708
RussianFederation9281,fullRetreat,0.236271319174,0.52076,4.216,5.517,42.69,66.686
RussianFederation2731,fullRetreat,4270.83302683,0.193605,230.27900000000002,1.055,40.066,64.618
RussianFederation2733,fullRetreat,6.96222192477,0.193605,57.236999999999995,2.519,37.829,63.908
RussianFederation2735,noAdaptation,0.0,0.193605,0.054000000000000006,2.484,37.583,63.875
RussianFederation2736,noAdaptation,0.0,0.193605,0.655,2.503,37.584,63.878
RussianFederation9278,fullRetreat,21.3542317828,0.193605,165.735,1.129,40.191,64.641
RussianFederation2532,noAdaptation,29.7692376081,0.459925,633.969,5.507000000000001,160.17,60.691
RussianFederation2533,noAdaptation,11.5347850406,0.32616,252.59400000000002,6.981,163.139,61.628
RussianFederation2534,noAdaptation,24.304123901999997,0.32616,123.162,5.566,163.21200000000002,62.507
RussianFederation2535,noAdaptation,40.3088082229,0.304925,461.327,7.266,165.50400000000002,62.448
RussianFederation2536,noAdaptation,0.0,0.32616,4.56,7.723,164.079,62.187
RussianFederation2537,noAdaptation,1.4089714390299999,0.32616,197.834,6.906000000000001,163.752,61.445
RussianFederation2538,noAdaptation,69.9386934204,0.32616,141.34799999999998,6.42,163.437,60.846000000000004
RussianFederation2539,noAdaptation,81.2434086275,0.459925,601.571,4.588,160.635,59.576
RussianFederation2554,noAdaptation,799.3176719869999,0.459925,559.378,4.5969999999999995,162.88299999999998,59.128
RussianFederation2555,noAdaptation,224.25729054,0.304925,1151.07,1.544,166.53799999999998,60.001000000000005
RussianFederation2540,noAdaptation,58.0068341338,0.459925,264.49,2.9730000000000003,157.429,57.788999999999994
RussianFederation2541,noAdaptation,164.990574475,0.459925,102.786,3.765,156.636,57.08
RussianFederation2542,noAdaptation,162.772116817,0.459925,88.194,3.7239999999999998,156.144,56.81
RussianFederation2543,noAdaptation,156.35288053899998,0.459925,72.429,3.9160000000000004,155.808,56.293
RussianFederation2544,fullRetreat,0.0726691895621,0.459925,22.250999999999998,4.184,155.64600000000002,55.903
RussianFederation2545,noAdaptation,665.373453474,0.459925,516.9019999999999,3.611,155.982,53.552
RussianFederation2552,noAdaptation,622.803725479,0.459925,358.64099999999996,1.3869999999999998,163.34799999999998,56.221000000000004
RussianFederation2553,noAdaptation,67.9607074204,0.459925,205.31099999999998,2.448,163.11700000000002,57.836999999999996
RussianFederation11753,noAdaptation,95.8463354557,0.459925,404.465,2.508,164.46,59.211999999999996
RussianFederation2945,fullRetreat,350928.70331,0.156855,93.22200000000001,1.248,29.927,60.052
RussianFederation2947,fullRetreat,224.248605182,0.156855,4.669,1.318,29.521,59.97
RussianFederation2948,fullRetreat,681324.442176,0.156855,77.431,1.217,29.885,59.913000000000004
RussianFederation2530,noAdaptation,196.621896907,0.26704,1386.668,3.6069999999999998,154.27700000000002,59.629
RussianFederation2531,noAdaptation,5.51717736925,0.32616,108.25200000000001,6.377000000000001,159.63299999999998,61.696999999999996
RussianFederation2524,noAdaptation,11.0398401533,0.26704,205.737,3.0039999999999996,146.216,59.177
RussianFederation2525,noAdaptation,58.9766075152,0.26704,439.545,3.168,148.537,59.246
RussianFederation2526,noAdaptation,60.4225214716,0.26704,94.191,3.5860000000000003,149.58,59.771
RussianFederation2527,fullRetreat,1056.09972025,0.26704,206.43099999999998,3.408,150.576,59.532
RussianFederation2528,fullRetreat,127.33266045,0.26704,20.886,3.339,151.015,59.585
RussianFederation2529,noAdaptation,16.0553932883,0.26704,323.997,3.034,152.142,59.193999999999996
RussianFederation11681,fullRetreat,623.01469451,0.26704,76.182,3.403,150.66299999999998,59.153999999999996
RussianFederation2550,noAdaptation,859.769677912,0.459925,884.203,1.345,160.654,54.494
RussianFederation2551,noAdaptation,364.52074704800003,0.459925,72.94800000000001,1.71,162.683,56.49
RussianFederation2546,fullRetreat,6.686377385959999,0.459925,15.640999999999998,1.855,156.49,51.635
RussianFederation2547,fullRetreat,8.028524540669999,0.459925,95.177,1.554,156.662,51.238
RussianFederation2548,noAdaptation,287.74209101900004,0.459925,445.204,1.288,158.287,51.979
RussianFederation2549,fullRetreat,1590.84403903,0.459925,4.85,1.402,158.64,53.018
RussianFederation2520,noAdaptation,27.7297004682,0.5606399999999999,1440.152,2.853,135.274,54.716
RussianFederation2521,noAdaptation,9.973596413080001,0.26704,149.37,2.77,140.733,58.266000000000005
RussianFederation2522,noAdaptation,91.8279966917,0.26704,316.697,2.859,142.556,59.229
RussianFederation2523,noAdaptation,47.6693631362,0.26704,206.563,2.9960000000000004,144.748,59.394
RussianFederation2518,fullRetreat,168.291438656,0.5606399999999999,422.53,1.375,140.773,53.556999999999995
RussianFederation2519,noAdaptation,10.3924978666,0.5606399999999999,424.29400000000004,3.682,138.27700000000002,53.593
RussianFederation2512,fullRetreat,68.1025114567,0.5606399999999999,120.956,1.403,140.529,50.143
RussianFederation2513,fullRetreat,19.7975859056,0.5606399999999999,69.546,1.815,140.582,50.911
RussianFederation2514,fullRetreat,18.7387078601,0.5606399999999999,79.562,2.029,140.863,51.358999999999995
RussianFederation2515,fullRetreat,13.578664959300001,0.5606399999999999,57.031000000000006,1.839,141.083,51.678999999999995
RussianFederation2516,fullRetreat,37.103801916,0.5606399999999999,122.929,1.679,141.442,52.148999999999994
RussianFederation2517,fullRetreat,29.0739136481,0.5606399999999999,120.78,1.107,141.201,52.843
RussianFederation2511,fullRetreat,91.32305493959998,0.5606399999999999,239.33900000000003,0.7709999999999999,139.739,48.146
RussianFederation2508,fullRetreat,823.1453675610001,0.4357,928.7260000000001,1.1640000000000001,136.19,44.526
RussianFederation2509,fullRetreat,629.009269053,0.5606399999999999,118.90899999999999,0.91,140.475,49.422
RussianFederation2510,fullRetreat,140.238217491,0.5606399999999999,5.577999999999999,0.613,140.37,48.938
RussianFederation11423,noAdaptation,3.12406423662,0.5606399999999999,140.217,4.512,137.16,55.12
RussianFederation11434,noAdaptation,6.42117196025,0.5606399999999999,286.093,3.861,137.64600000000002,55.192
RussianFederation11432,noAdaptation,0.922708837711,0.5606399999999999,48.799,4.306,137.589,54.55
