,optA,value,slr,L,s1,lon,lat
Cyprus9272,fullRetreat,527.559490497,0.321165,17.191,0.566,32.788,34.66
ElSalvador3796,fullRetreat,1010.84879143,0.38303,17.787,1.657,-90.025,13.71
ElSalvador3797,fullRetreat,258.975271634,0.38303,0.5,1.681,-89.956,13.665
ElSalvador3798,fullRetreat,668.956862951,0.38303,25.213,1.718,-89.855,13.612
ElSalvador3801,fullRetreat,59.0726366807,0.38303,4.907,1.735,-89.63,13.522
ElSalvador3802,fullRetreat,97.9039946265,0.38303,26.113,1.731,-89.492,13.502
ElSalvador3803,fullRetreat,284.809285145,0.38303,24.528,1.767,-89.267,13.472
ElSalvador3804,fullRetreat,259.908022356,0.38303,3.784,1.89,-89.152,13.419
ElSalvador3806,fullRetreat,6548.99657521,0.38303,38.009,1.935,-88.981,13.34
ElSalvador3799,fullRetreat,139.536664844,0.38303,3.656,1.746,-89.775,13.532
ElSalvador3800,fullRetreat,0.365571896688,0.38303,12.028,1.751,-89.705,13.531
ElSalvador3815,fullRetreat,328.797829666,0.381425,25.168,2.073,-88.221,13.158
ElSalvador3816,fullRetreat,51.528591301,0.381425,1.878,2.17,-88.1,13.167
ElSalvador3817,fullRetreat,862.376056453,0.381425,34.496,2.276,-87.937,13.157
ElSalvador3818,fullRetreat,243.793424833,0.381425,4.206,2.49,-87.799,13.262
ElSalvador3819,fullRetreat,880.281292519,0.381425,1.493,2.519,-87.789,13.285
ElSalvador3820,fullRetreat,581.073702334,0.381425,1.303,2.515,-87.787,13.297
ElSalvador3821,fullRetreat,1374.52767344,0.381425,5.374,2.522,-87.809,13.318
ElSalvador3822,fullRetreat,1387.41505082,0.381425,0.763,2.533,-87.83,13.335
ElSalvador3823,fullRetreat,1330.56901369,0.381425,6.242,2.519,-87.856,13.351
ElSalvador3824,noAdaptation,3019.14072651,0.381425,0.875,2.488,-87.869,13.379
ElSalvador3825,fullRetreat,793.851878397,0.381425,11.192,2.5,-87.844,13.425
ElSalvador3807,fullRetreat,905.289201253,0.381425,2.188,1.885,-88.823,13.255
ElSalvador3808,fullRetreat,2556.01203535,0.381425,37.021,1.983,-88.651,13.218
ElSalvador3809,fullRetreat,2272.88280834,0.381425,3.058,2.034,-88.531,13.217
ElSalvador3810,fullRetreat,517.919187263,0.381425,4.086,2.112,-88.556,13.238
ElSalvador3811,fullRetreat,258.624226702,0.381425,2.002,2.189,-88.576,13.256
ElSalvador3812,fullRetreat,1945.74815707,0.381425,25.345,2.29,-88.693,13.258
ElSalvador3813,fullRetreat,41.3988969589,0.381425,3.24,2.603,-88.598,13.282
ElSalvador3814,fullRetreat,6000.83807302,0.381425,30.804,2.145,-88.458,13.225
Grenada8130,fullRetreat,2125.06354157,0.458855,18.385,0.766,-61.44,12.606
Grenada8131,fullRetreat,3874.47359471,0.458855,41.937,0.767,-61.44,12.525
Grenada8133,fullRetreat,7559.11624806,0.458855,75.769,0.771,-61.627,12.234
Guatemala3790,fullRetreat,2243.85599584,0.394165,11.849,1.729,-92.208,14.514
Guatemala4744,fullRetreat,16520.2181624,0.491395,115.076,0.716,-88.538,15.804
Guatemala4745,fullRetreat,4928.89379001,0.53915,9.699,0.861,-88.256,15.738
Guatemala3791,fullRetreat,7355.6008859,0.394165,69.306,1.715,-91.919,14.292
Guatemala3792,fullRetreat,6379.28622242,0.394165,17.07,1.769,-91.595,14.081
Guatemala3793,fullRetreat,10920.8128676,0.394165,102.569,1.705,-91.088,13.914
Guatemala3795,fullRetreat,1448.53859415,0.38303,16.864,1.688,-90.168,13.77
Guatemala3794,fullRetreat,393.675232815,0.394165,45.89,1.673,-90.428,13.879
Honduras4751,fullRetreat,5055.92448337,0.550755,56.739,0.56,-86.667,15.792
Honduras4752,fullRetreat,194.545100368,0.550755,36.937,0.572,-86.264,15.817
Honduras4753,fullRetreat,9306.70885671,0.550755,95.271,0.48,-85.965,16.021
Honduras4754,fullRetreat,380.455775578,0.550755,42.733,0.546,-85.368,15.892
Honduras4755,fullRetreat,203.197187822,0.550755,22.548,0.617,-85.086,15.947
Honduras4756,fullRetreat,620.031622573,0.550755,52.537,0.769,-84.774,15.917
Honduras4757,fullRetreat,5200.77524107,0.550755,448.997,0.819,-83.869,15.301
Honduras4747,fullRetreat,6996.29284436,0.53915,51.52,0.394,-87.939,15.849
Honduras4748,fullRetreat,5975.85938731,0.53915,26.542,0.441,-87.619,15.877
Honduras4749,fullRetreat,4962.08503662,0.53915,56.125,0.502,-87.288,15.828
Honduras4750,fullRetreat,5614.8402437,0.53915,14.09,0.619,-86.98,15.762
Honduras4746,fullRetreat,1490.31832033,0.53915,13.46,0.625,-88.168,15.687
Honduras3826,fullRetreat,13122.4361273,0.381425,72.812,2.483,-87.613,13.402
Honduras3827,fullRetreat,11230.6581079,0.381425,59.264,2.31,-87.449,13.203
Honduras7532,fullRetreat,16808.0191415,0.550755,93.567,0.743,-86.282,16.427
India1629,fullProtect,0.58248,0.48198,82.691,2.86,68.33,23.585
India1846,fullProtect,0.74346,0.58896,145.567,2.898,89.01,21.601
India1826,fullProtect,0.69576,0.27776,138.093,2.788,86.939,21.352
India10121,fullRetreat,14141.4713178,0.483015,194.82,2.096,93.051,13.559
India10122,fullRetreat,14716.002071,0.483015,185.596,1.952,92.96,12.861
India10123,fullProtect,0.760515,0.483015,79.215,2.455,92.83,12.317
India10124,fullRetreat,2877.2220256,0.483015,46.87,1.635,92.663,11.499
India10125,fullProtect,0.822015,0.483015,195.914,1.79,92.668,12.201
India10126,fullRetreat,1023.25094763,0.483015,110.345,1.667,92.462,10.884
India10130,fullRetreat,8722.45868556,0.483015,42.54,1.524,92.752,9.255
India10131,fullRetreat,920.763857274,0.483015,61.009,1.876,93.514,8.226
India10132,fullRetreat,524.835398646,0.483015,53.81,1.481,93.32,7.997
India10133,fullRetreat,92.0763857274,0.483015,56.15,1.586,93.692,7.432
India10134,fullRetreat,552.458314365,0.483015,137.11,1.528,93.764,7.221
Israel764,fullRetreat,1272.72290768,0.321165,15.904,0.429,35.089,33.024
Israel765,fullRetreat,503.946237954,0.321165,6.907,0.533,35.075,32.924
Israel766,fullRetreat,1030.370812,0.321165,5.179,0.506,35.072,32.87
Israel768,fullRetreat,3210.69110632,0.321165,20.122,0.438,34.95,32.803
Israel769,fullRetreat,685.059154492,0.321165,34.921,0.457,34.906,32.56
Israel770,fullRetreat,1091.72500363,0.321165,13.517,0.48,34.851,32.349
Israel767,fullRetreat,1716.76115744,0.321165,6.506,0.451,35.04,32.829
Israel771,fullRetreat,1023.08410258,0.31814,9.628,0.454,34.821,32.25
Israel772,fullRetreat,1044.15722951,0.31814,1.863,0.465,34.805,32.2
Israel773,fullRetreat,8499.88977169,0.31814,21.268,0.477,34.769,32.103
Israel774,fullProtect,0.68214,0.31814,1.656,0.495,34.731,32.007
Israel775,fullRetreat,815.575417606,0.31814,15.408,0.538,34.702,31.936
Israel776,fullRetreat,43.3445597187,0.31814,35.053,0.594,34.592,31.738
Israel1451,fullRetreat,156.271722339,0.31814,11.787,0.964,34.94,29.525
Israel777,fullRetreat,1543.20518372,0.31814,1.889,0.635,34.495,31.603
Jordan1452,fullRetreat,44.7972066461,0.31814,20.984,0.939,34.975,29.47
Lebanon751,fullRetreat,242.420365305,0.321165,12.161,0.729,35.989,34.596
Lebanon752,noAdaptation,280.968422329,0.321165,1.632,0.683,35.986,34.535
Lebanon753,fullRetreat,551.327906342,0.321165,22.724,0.643,35.67,34.313
Lebanon754,fullRetreat,69663.833347,0.321165,16.757,0.664,35.809,34.423
Lebanon755,fullRetreat,2467.26079534,0.321165,14.285,0.685,35.93,34.492
Lebanon756,fullRetreat,97.4734729431,0.321165,15.976,0.609,35.633,34.153
Lebanon758,fullRetreat,2305.8095773,0.321165,9.127,0.447,35.581,33.923
Lebanon763,fullRetreat,262.264650123,0.321165,38.975,0.409,35.206,33.229
Lebanon759,fullRetreat,196181.871881,0.321165,12.333,0.408,35.493,33.904
Lebanon760,fullRetreat,1904.13412738,0.321165,3.563,0.409,35.484,33.849
Lebanon757,fullRetreat,373.471322406,0.321165,14.969,0.524,35.635,34.017
Lebanon761,fullRetreat,371.356797412,0.321165,29.814,0.41,35.429,33.713
Lebanon762,fullRetreat,369.552880286,0.321165,26.413,0.404,35.321,33.489
Mexico4737,fullRetreat,17219.7805777,0.677415,624.373,0.69,-87.68,19.238
Mexico3789,fullRetreat,25391.5169876,0.394165,234.735,1.56,-92.822,15.191
Mexico3701,fullRetreat,509.155855586,0.40563,278.642,2.235,-116.337,31.212
Mexico3703,fullRetreat,129.818940402,0.47506,322.621,2.68,-114.978,29.391
Mexico3728,fullProtect,0.96006,0.47506,109.109,4.963,-114.815,31.606
Mexico3731,fullRetreat,2392.03110249,0.47506,53.486,5.337,-114.814,31.826
Mexico3724,fullRetreat,929.657292824,0.47506,461.409,2.775,-113.718,29.336
Mexico3727,fullRetreat,206.77428875,0.47506,31.254,4.766,-114.826,30.995
Mexico5357,fullRetreat,160.520601149,0.47506,61.341,1.82,-118.402,29.12
Mexico5358,noAdaptation,0,0.47506,18.489,1.825,-118.238,28.994
Mexico5359,fullRetreat,15.8390591087,0.47506,7.619,1.819,-118.268,28.885
Mexico3704,fullRetreat,76.1727073662,0.47506,45.574,2.196,-114.114,28.184
Mexico3706,fullProtect,0.95006,0.47506,0.249,2.301,-114.16,28.001
Mexico3707,fullRetreat,9.38492932397,0.47506,12.976,2.335,-114.162,28.036
Mexico3708,noAdaptation,117.200370271,0.47506,55.33,2.391,-114.245,27.834
Mexico3719,fullRetreat,1544.12870652,0.477225,957.022,1.238,-110.992,25.357
Mexico5409,fullRetreat,187.921050588,0.47506,180.639,3.082,-113.55,29.578
Mexico4711,fullRetreat,17828.366743,0.64078,328.404,0.966,-97.633,24.593
Mexico4712,fullProtect,0.745735,0.644235,84.957,1.011,-97.812,22.766
Mexico4713,fullProtect,1.304235,0.644235,14.562,0.962,-97.811,22.353
Mexico4714,fullRetreat,698.769995143,0.644235,2.96,0.943,-97.783,22.28
Mexico4715,fullRetreat,1446.83412975,0.644235,2.012,0.948,-97.777,22.259
Mexico3743,fullRetreat,1644.09568884,0.572555,144.252,1.491,-109.587,26.732
Mexico3745,fullRetreat,1745.28929473,0.477225,30.414,1.632,-109.096,26.215
Mexico3746,fullRetreat,871.030289322,0.572555,17.299,1.671,-109.215,26.333
Mexico3747,fullRetreat,26984.8133054,0.45671,727.841,1.543,-108.022,25.052
Mexico3750,fullRetreat,3789.49215552,0.45671,77.942,1.582,-106.651,23.514
Mexico3751,fullRetreat,1807.05049802,0.45671,67.758,1.54,-106.211,23.036
Mexico3752,fullRetreat,1372.36687441,0.45671,51.164,1.584,-105.825,22.669
Mexico3753,fullRetreat,12760.3917668,0.45671,111.571,1.634,-105.651,21.985
Mexico3732,fullRetreat,534.180686771,0.47506,213.039,5.116,-113.877,31.608
Mexico3737,fullRetreat,116.280294393,0.47506,133.857,4.396,-113.065,30.666
Mexico3738,fullRetreat,0.656460599362,0.572555,27.829,3.661,-112.75,30.037
Mexico3739,fullRetreat,1224.23151331,0.572555,248.85,2.635,-112.174,29.047
Mexico3740,fullRetreat,458.589242677,0.572555,114.991,1.484,-111.11,27.943
Mexico3741,fullRetreat,129.629040818,0.572555,16.951,1.555,-110.583,27.882
Mexico3742,fullRetreat,4650.78207911,0.572555,136.968,1.217,-110.476,27.333
Mexico5411,fullRetreat,956.422759923,0.572555,148.904,2.721,-112.416,29.207
Mexico3756,fullRetreat,159.264861496,0.505975,9.585,1.604,-105.294,20.732
Mexico3757,noAdaptation,1084.16349558,0.505975,14.756,1.565,-105.239,20.639
Mexico3758,fullRetreat,557.04830835,0.505975,141.793,1.516,-105.614,20.272
Mexico3759,fullRetreat,97.9995452634,0.505975,52.492,1.348,-105.122,19.584
Mexico3760,fullRetreat,367.316138177,0.505975,54.331,1.261,-104.812,19.254
Mexico3761,fullRetreat,3591.26496198,0.505975,100.83,1.183,-104.233,18.978
Mexico4716,fullRetreat,17346.4229341,0.59964,335.157,1.066,-97.371,21.53
Mexico4717,fullRetreat,19236.4755454,0.59964,170.686,1.013,-97.061,20.543
Mexico4718,fullRetreat,2003.2182922,0.44299,58.972,1.018,-96.406,19.756
Mexico4719,fullRetreat,1038.5310294,0.44299,9.604,0.979,-96.336,19.457
Mexico4720,fullRetreat,2183.9380139,0.44299,9.945,0.982,-96.307,19.374
Mexico4721,fullRetreat,70041.451751,0.44299,35.878,1.061,-96.161,19.24
Mexico4722,fullRetreat,11823.7018489,0.44299,3.131,1.158,-96.075,19.093
Mexico4723,fullRetreat,67522.8382648,0.44299,172.629,0.973,-95.491,18.709
Mexico4724,fullRetreat,1251.17652088,0.494895,41.276,0.941,-94.697,18.344
Mexico4725,fullProtect,1.063895,0.494895,14.453,1.151,-94.533,18.159
Mexico4726,fullRetreat,102057.457708,0.494895,15.24,1.291,-94.401,18.152
Mexico4727,fullProtect,0.578895,0.494895,22.39,1.082,-94.235,18.182
Mexico4728,fullRetreat,118488.821386,0.494895,282.884,1.244,-93.537,18.428
Mexico4732,fullRetreat,13336.5706402,0.677415,201.452,1.083,-90.456,19.981
Mexico4733,fullRetreat,980.255805501,0.677415,26.764,1.277,-90.34,20.96
Mexico4734,fullRetreat,580.602221436,0.677415,19.29,1.249,-90.427,20.793
Mexico4735,fullRetreat,40732.6439883,0.677415,411.331,1.26,-88.737,21.441
Mexico4736,fullRetreat,25387.1746125,0.5801,238.221,1.084,-87.148,21.604
Mexico7344,fullRetreat,42189.4566534,0.5801,107.464,0.746,-86.786,20.555
Mexico3754,fullRetreat,847.800026912,0.45671,80.002,1.568,-105.222,21.331
Mexico3755,fullRetreat,345.268365084,0.505975,60.584,1.604,-105.503,20.827
Mexico3762,fullRetreat,578.517212268,0.505975,13.663,1.137,-103.794,18.725
Mexico3763,fullRetreat,681.884779378,0.505975,36.219,1.104,-103.636,18.568
Mexico3764,fullRetreat,566.891200652,0.505975,100.472,1.048,-103.172,18.22
Mexico3766,fullRetreat,1792.19738858,0.505975,65.768,1.02,-102.461,18.013
Mexico3767,fullRetreat,1483.06364613,0.44513,28.202,1.0,-102.075,17.976
Mexico3768,fullRetreat,101.523141754,0.44513,17.257,0.977,-101.885,17.94
Mexico3769,fullRetreat,2095.12407954,0.44513,240.571,0.888,-100.979,17.25
Mexico3770,fullRetreat,5077.15804039,0.44513,40.221,0.822,-99.845,16.792
Mexico3771,fullRetreat,2118.26982829,0.44513,11.589,0.864,-99.635,16.698
Mexico3772,fullRetreat,2608.76963717,0.44513,61.655,1.099,-99.31,16.645
Mexico3773,fullRetreat,186.497910441,0.44513,28.742,1.103,-98.91,16.575
Mexico3774,fullRetreat,475.938681037,0.44513,37.108,1.135,-98.67,16.435
Mexico3775,fullRetreat,24.9541741982,0.44513,1.526,1.045,-98.549,16.315
Mexico4729,fullRetreat,5640.68233872,0.64959,72.406,1.17,-92.159,18.695
Mexico4730,fullRetreat,2340.39071666,0.64959,1.198,1.112,-91.871,18.629
Mexico4731,fullRetreat,59292.3245053,0.64959,294.386,1.135,-91.293,18.601
Mexico7277,fullRetreat,246819.372884,0.64959,81.527,1.085,-91.533,18.782
Mexico3776,fullRetreat,113.650372188,0.44513,48.009,1.011,-98.338,16.249
Mexico3777,fullRetreat,2082.71904293,0.44513,49.93,1.028,-97.937,16.087
Mexico3778,fullRetreat,10159.8236461,0.41876,198.926,1.133,-96.903,15.762
Mexico3779,fullRetreat,308.09866954,0.41876,79.099,1.32,-95.738,15.895
Mexico3780,fullRetreat,211.512030046,0.41876,22.088,1.403,-95.341,16.065
Mexico3781,fullRetreat,4324.68362762,0.41876,16.39,1.429,-95.196,16.157
Mexico3782,fullRetreat,32058.3277001,0.41876,234.963,1.506,-94.719,16.307
Mexico3783,fullRetreat,2707.8893962,0.41876,9.581,1.678,-94.057,16.076
Mexico3784,fullRetreat,4186.1323763,0.41876,106.556,1.469,-94.415,16.2
Mexico3786,fullRetreat,2760.49599936,0.41876,17.589,1.569,-94.016,16.108
Mexico3787,fullRetreat,4892.94046265,0.41876,25.495,1.509,-93.875,15.999
Mexico3788,fullRetreat,3824.96247919,0.41876,18.62,1.439,-93.718,15.878
Mexico3710,noAdaptation,162.000502295,0.47506,322.339,1.899,-114.659,27.507
Mexico3709,fullRetreat,36.8517428449,0.572555,37.958,2.31,-114.005,27.687
Mexico3711,noAdaptation,423.305971631,0.572555,140.281,1.688,-113.152,26.966
Mexico3712,fullRetreat,542.244832423,0.572555,207.335,1.586,-112.262,26.048
Mexico3713,fullRetreat,35.7068817876,0.477225,5.332,2.042,-112.066,25.303
Mexico3714,fullRetreat,498.312198452,0.477225,190.346,2.01,-112.072,24.756
Mexico5458,fullRetreat,26.9311581724,0.572555,73.771,1.085,-111.109,26.07
Mexico5459,fullRetreat,316.601018516,0.477225,191.031,2.051,-112.14,25.241
Mexico5466,fullRetreat,100.774975656,0.477225,66.586,1.379,-110.699,25.089
Mexico3715,fullRetreat,83.97914638,0.477225,42.153,1.782,-111.307,24.251
Mexico3716,fullRetreat,50.387487828,0.477225,74.321,1.717,-110.873,23.966
Mexico3717,fullRetreat,75.581231742,0.477225,56.084,1.633,-110.405,23.633
Mexico3718,fullRetreat,29.4594234873,0.433575,78.444,1.502,-110.116,23.121
Mexico5462,fullRetreat,78.5551399326,0.477225,91.44,1.805,-111.975,24.531
Mexico5469,fullRetreat,109.172890294,0.477225,49.707,1.59,-110.376,24.584
Mexico5472,fullRetreat,125.96871957,0.477225,63.417,1.479,-109.919,24.359
NetherlandsAntilles8041,fullProtect,0.59224,0.53974,129.029,0.494,-69.155,12.375
NetherlandsAntilles8078,fullRetreat,3583.52785712,0.53974,92.102,0.507,-68.372,12.307
Nicaragua4758,fullRetreat,960.968489829,0.550755,35.171,0.883,-83.276,14.93
Nicaragua4762,fullRetreat,207.852693897,0.39215,8.243,0.627,-83.681,10.935
Nicaragua3828,fullRetreat,816.381851588,0.381425,21.287,2.122,-87.298,12.922
Nicaragua3843,fullRetreat,142.255283884,0.469185,74.815,2.009,-85.923,11.302
Nicaragua4759,fullRetreat,3880.124607,0.39215,540.754,0.687,-83.539,12.61
Nicaragua4760,fullRetreat,69.9164073867,0.39215,47.162,0.53,-83.777,11.525
Nicaragua4761,fullRetreat,162.047390357,0.39215,48.108,0.581,-83.829,11.126
Nicaragua7664,fullRetreat,7.73740089655,0.550755,1.128,0.815,-83.038,14.326
Nicaragua7665,fullRetreat,7.85951896625,0.550755,1.351,0.814,-83.04,14.322
Nicaragua7666,fullRetreat,7.72666576339,0.550755,1.185,0.815,-83.036,14.323
Nicaragua7667,fullRetreat,8.36003861949,0.550755,1.63,0.928,-83.035,14.318
Nicaragua7668,fullRetreat,8.49198367346,0.550755,1.23,0.929,-83.032,14.323
Nicaragua7669,fullRetreat,8.36003861949,0.550755,1.261,0.935,-83.013,14.345
Nicaragua7670,fullRetreat,8.60694668204,0.550755,1.12,0.982,-83.013,14.34
Nicaragua7671,fullRetreat,9.16806663634,0.550755,1.095,1.058,-83.008,14.341
Nicaragua7672,fullRetreat,7.90313722192,0.550755,1.973,0.865,-82.902,14.47
Nicaragua7673,fullRetreat,7.90313722192,0.550755,1.266,0.866,-82.884,14.474
Nicaragua7674,fullRetreat,7.78034142917,0.550755,1.336,0.864,-82.89,14.467
Nicaragua7676,fullRetreat,10.7110327803,0.550755,2.49,1.399,-82.886,14.463
Nicaragua7677,fullRetreat,10.4963301172,0.550755,1.258,1.363,-82.878,14.461
Nicaragua7679,fullRetreat,10.3784732312,0.550755,1.215,1.309,-82.875,14.457
Nicaragua7680,fullRetreat,10.3893777951,0.550755,1.276,1.312,-82.864,14.47
Nicaragua7681,fullRetreat,10.3893777951,0.550755,3.066,1.317,-82.86,14.486
Nicaragua7682,fullRetreat,10.2585230281,0.550755,2.079,1.251,-82.967,14.321
Nicaragua7683,fullRetreat,10.4766143064,0.550755,1.766,1.334,-82.848,14.485
Nicaragua7684,fullRetreat,8.86458987774,0.550755,1.769,1.071,-82.838,14.492
Nicaragua7685,fullRetreat,8.86458987774,0.550755,1.274,1.072,-82.833,14.494
Nicaragua7686,fullRetreat,8.99359361366,0.550755,0.953,1.014,-82.978,14.291
Nicaragua7687,fullRetreat,8.86458987774,0.550755,1.388,1.045,-82.897,14.4
Nicaragua7688,fullRetreat,8.99359361366,0.550755,1.8,1.043,-82.898,14.393
Nicaragua7689,fullRetreat,8.33856835318,0.550755,1.514,0.91,-83.0,14.252
Nicaragua7690,fullRetreat,15.6599291643,0.550755,1.321,1.028,-82.95,14.312
Nicaragua7691,fullRetreat,8.91826554351,0.550755,1.206,1.08,-82.824,14.495
Nicaragua7692,fullRetreat,10.8582740435,0.550755,1.8,1.38,-82.896,14.398
Nicaragua7693,fullRetreat,9.09173468892,0.550755,1.584,1.086,-82.827,14.49
Nicaragua7694,fullRetreat,9.06992556108,0.550755,0.999,1.027,-82.97,14.284
Nicaragua7695,fullRetreat,8.5137928013,0.550755,1.081,0.914,-82.996,14.245
Nicaragua7696,fullRetreat,15.6017593476,0.550755,1.027,1.011,-82.95,14.31
Nicaragua7697,fullRetreat,9.95319523839,0.550755,5.464,1.222,-82.868,14.426
Nicaragua7698,fullRetreat,10.0949545693,0.550755,1.339,1.265,-82.821,14.488
Nicaragua7699,fullRetreat,15.0020083321,0.550755,1.261,1.295,-82.821,14.492
Nicaragua7700,fullRetreat,9.77707619585,0.550755,1.54,1.187,-82.948,14.303
Nicaragua7701,fullRetreat,10.0454545247,0.550755,0.825,1.236,-82.944,14.305
Nicaragua7702,fullRetreat,10.5420416899,0.550755,0.952,1.298,-82.945,14.302
Nicaragua7703,fullRetreat,15.6671867311,0.550755,2.81,1.328,-82.871,14.407
Nicaragua7704,fullRetreat,8.33856835318,0.550755,1.016,0.913,-82.948,14.26
Nicaragua7705,fullRetreat,13.0937096466,0.550755,1.072,1.075,-82.941,14.265
Nicaragua7709,fullRetreat,15.1110539713,0.550755,6.82,1.32,-82.654,14.562
Nicaragua7711,fullRetreat,51.715221515,0.550755,29.603,1.145,-82.781,14.406
Nicaragua7713,fullRetreat,15.0892448435,0.550755,5.109,1.0,-82.604,14.336
Nicaragua7714,fullRetreat,14.6639668507,0.550755,6.011,0.976,-82.593,14.329
Nicaragua3829,fullRetreat,1317.46098725,0.381425,73.747,2.255,-87.641,13.002
Nicaragua3830,fullRetreat,334.805807885,0.381425,32.699,2.301,-87.397,12.68
Nicaragua3831,fullRetreat,228.555401438,0.381425,5.989,2.199,-87.271,12.561
Nicaragua3832,fullRetreat,356.886266634,0.381425,0.413,2.653,-87.249,12.543
Nicaragua3833,fullRetreat,251.581420085,0.381425,5.576,2.147,-87.228,12.526
Nicaragua3834,fullRetreat,187.647112176,0.381425,1.749,2.157,-87.202,12.505
Nicaragua3835,fullRetreat,350.604930097,0.381425,9.225,2.177,-87.162,12.477
Nicaragua3836,fullRetreat,2265.59991258,0.381425,0.33,2.173,-87.123,12.458
Nicaragua3837,fullRetreat,430.451750452,0.381425,0.408,2.174,-87.124,12.456
Nicaragua3838,fullRetreat,493.542178862,0.381425,4.153,2.183,-87.14,12.444
