,optA,value,slr,L,s1,lon,lat
Maldives9894,fullRetreat,2229.11708305,0.49053,4.734,1.146,73.382,0.74
Maldives9896,fullRetreat,1654.06610116,0.49053,3.611,1.568,73.386,0.72
Maldives9897,fullRetreat,1809.26612963,0.49053,1.5,1.712,73.387,0.706
Maldives9898,fullRetreat,3607.60722355,0.49053,4.114,1.995,73.389,0.699
Maldives9899,fullRetreat,1915.63918285,0.49053,2.154,1.812,73.386,0.676
Maldives9900,fullRetreat,2822.42586604,0.49053,2.404,1.695,73.384,0.665
Maldives9901,fullRetreat,1844.14254052,0.49053,4.426,1.746,73.388,0.645
Maldives9902,fullRetreat,1908.66390067,0.49053,2.434,1.808,73.406,0.626
Maldives9903,fullRetreat,0,0.49053,1.332,2.125,73.444,0.51
Maldives9905,fullRetreat,6205.95214961,0.49053,8.478,1.914,73.389,0.292
Maldives9912,fullRetreat,1409.93122492,0.49053,1.074,1.015,73.395,0.32
Maldives9914,fullRetreat,0,0.49053,2.984,1.743,73.479,0.552
Maldives9915,fullRetreat,1769.15825711,0.49053,3.353,1.118,73.405,0.299
Maldives9916,fullRetreat,1819.7290529,0.49053,1.347,1.116,73.482,0.537
Maldives9917,fullRetreat,1769.15825711,0.49053,1.027,1.118,73.409,0.303
Maldives9918,fullRetreat,1481.42786725,0.49053,1.983,1.116,73.485,0.53
Maldives9919,noAdaptation,2726.51573609,0.49053,3.004,1.073,73.421,0.32
Maldives9920,fullRetreat,1664.52902443,0.49053,1.255,1.584,73.487,0.52
Maldives9921,fullRetreat,1758.69533384,0.49053,3.948,1.705,73.437,0.339
Maldives9922,fullRetreat,1755.20769275,0.49053,1.588,1.704,73.439,0.333
Maldives9923,fullRetreat,1755.20769275,0.49053,2.03,1.703,73.432,0.33
Maldives9924,fullRetreat,2144.07967419,0.49053,0.946,2.039,73.48,0.457
Maldives9926,fullRetreat,2041.19426206,0.49053,2.193,1.975,73.444,0.341
Maldives9927,fullRetreat,2037.70662097,0.49053,2.096,1.974,73.442,0.337
Maldives9928,fullRetreat,3644.22745499,0.49053,5.714,2.021,73.488,0.512
Maldives9929,fullRetreat,2016.78077444,0.49053,7.655,1.949,73.461,0.348
Maldives9930,fullRetreat,1795.31556528,0.49053,4.513,1.708,73.498,0.487
Maldives9932,fullRetreat,1225.08624719,0.49053,1.023,1.008,73.507,0.473
Maldives9935,fullRetreat,1225.08624719,0.49053,1.851,1.008,73.508,0.469
Maldives9937,fullRetreat,1807.52230909,0.49053,3.245,1.747,73.487,0.364
Maldives9938,fullRetreat,1817.98523236,0.49053,3.804,1.733,73.513,0.455
Maldives9940,fullRetreat,1415.16268655,0.49053,1.343,1.01,73.514,0.441
Maldives9941,fullRetreat,2276.20023776,0.49053,6.763,1.011,73.504,0.399
Maldives9942,fullRetreat,1415.16268655,0.49053,2.308,1.012,73.499,0.377
Maldives9943,fullRetreat,1415.16268655,0.49053,3.466,1.01,73.516,0.432
Maldives9944,fullRetreat,1988.87964573,0.49053,3.163,1.91,73.502,0.39
Maldives9945,fullRetreat,1743.00094894,0.49053,1.831,1.672,73.512,0.417
Maldives9946,fullRetreat,1606.98294646,0.49053,1.916,1.543,73.516,0.42
Maldives9947,fullRetreat,1763.92679547,0.49053,1.26,1.693,73.514,0.413
Maldives9805,fullRetreat,1040.24126947,0.49053,1.506,1.018,72.941,0.522
Maldives9806,fullRetreat,1225.08624719,0.49053,1.715,1.019,72.939,0.511
Maldives9808,fullRetreat,1413.41886601,0.49053,1.601,1.019,72.939,0.501
Maldives9809,fullRetreat,1413.41886601,0.49053,0.901,1.019,72.937,0.505
Maldives9810,fullRetreat,1413.41886601,0.49053,4.171,1.018,72.943,0.536
Maldives9811,fullRetreat,1226.83006774,0.49053,0.946,1.019,72.937,0.496
Maldives9813,fullRetreat,1413.41886601,0.49053,5.975,1.019,72.943,0.499
Maldives9815,fullRetreat,1411.67504547,0.49053,3.673,1.02,72.95,0.465
Maldives9816,fullRetreat,1413.41886601,0.49053,1.02,1.02,72.95,0.456
Maldives9817,fullRetreat,1225.08624719,0.49053,0.942,1.02,72.948,0.452
Maldives9818,fullRetreat,1413.41886601,0.49053,4.559,1.02,72.952,0.454
Maldives9820,fullRetreat,1411.67504547,0.49053,1.389,1.021,72.954,0.432
Maldives9821,fullRetreat,1040.24126947,0.49053,1.003,1.021,72.953,0.425
Maldives9823,noAdaptation,2635.83706777,0.49053,0.951,1.021,72.954,0.417
Maldives9826,noAdaptation,2637.58088831,0.49053,0.763,1.022,72.955,0.405
Maldives9828,noAdaptation,2641.0685294,0.49053,1.084,1.024,72.957,0.404
Maldives9829,noAdaptation,2641.0685294,0.49053,1.986,1.024,72.959,0.4
Maldives9831,noAdaptation,2646.29999104,0.49053,3.692,1.027,72.964,0.396
Maldives9833,noAdaptation,2637.58088831,0.49053,1.264,1.022,72.962,0.39
Maldives9834,noAdaptation,2637.58088831,0.49053,1.28,1.022,72.967,0.388
Maldives9835,noAdaptation,2637.58088831,0.49053,2.601,1.022,72.974,0.378
Maldives9836,fullRetreat,1409.93122492,0.49053,0.747,1.024,72.977,0.322
Maldives9837,noAdaptation,2641.0685294,0.49053,0.939,1.024,72.977,0.32
Maldives9848,noAdaptation,2641.0685294,0.49053,5.346,1.024,72.977,0.316
Maldives9852,noAdaptation,2764.87978807,0.49053,1.32,1.095,72.991,0.307
Maldives9855,fullRetreat,2527.72019401,0.49053,3.233,1.619,72.989,0.303
Maldives9856,fullRetreat,0,0.49053,0.943,1.618,72.998,0.298
Maldives9861,noAdaptation,2655.01909376,0.49053,2.769,1.032,73.002,0.297
Maldives9864,noAdaptation,2641.0685294,0.49053,2.564,1.024,73.011,0.29
Maldives9865,noAdaptation,2641.0685294,0.49053,1.493,1.024,73.016,0.284
Maldives9867,noAdaptation,2625.3741445,0.49053,1.262,1.015,73.152,0.69
Maldives9871,noAdaptation,2641.0685294,0.49053,2.235,1.024,73.02,0.28
Maldives9872,noAdaptation,2641.0685294,0.49053,2.15,1.024,73.028,0.278
Maldives9877,noAdaptation,2642.81234995,0.49053,4.224,1.025,73.032,0.277
Maldives9878,fullProtect,0.54303,0.49053,0.274,1.025,73.044,0.268
Maldives9879,fullRetreat,0,0.49053,0.446,1.025,73.045,0.269
Maldives9880,fullRetreat,0,0.49053,0.45,1.025,73.046,0.267
Maldives9881,fullProtect,0.54303,0.49053,0.272,1.025,73.048,0.268
Maldives9882,fullRetreat,0,0.49053,4.296,1.024,73.049,0.267
Maldives9883,noAdaptation,2642.81234995,0.49053,3.638,1.025,73.059,0.255
Maldives9884,fullRetreat,1408.18740438,0.49053,2.24,1.024,73.071,0.246
Maldives9885,noAdaptation,2641.0685294,0.49053,3.398,1.024,73.076,0.24
Maldives9886,fullRetreat,8381.72576221,0.49053,1.108,1.025,73.104,0.22
Maldives9887,noAdaptation,2642.81234995,0.49053,4.597,1.025,73.107,0.216
Maldives9888,noAdaptation,2642.81234995,0.49053,0.884,1.025,73.107,0.213
Maldives9893,fullRetreat,4281.18406621,0.49053,6.266,1.107,73.225,0.24
Maldives9958,fullRetreat,15350.0326584,0.49053,6.421,1.033,73.433,-0.284
Maldives9904,noAdaptation,3945.44629676,0.49053,0.763,1.772,73.089,-0.591
Maldives9906,fullProtect,3.80353,0.49053,0.404,1.053,73.09,-0.595
Maldives9907,fullProtect,3.80353,0.49053,0.632,1.053,73.092,-0.595
Maldives9908,fullProtect,3.80353,0.49053,0.239,1.053,73.091,-0.598
Maldives9909,noAdaptation,2691.6393252,0.49053,2.405,1.053,73.097,-0.611
Maldives9910,fullRetreat,31040.9299187,0.49053,14.976,1.051,73.08,-0.599
Maldives9911,fullRetreat,1395.98066056,0.49053,4.177,1.052,73.105,-0.637
Maldives9925,fullRetreat,1586.05709992,0.49053,1.453,1.761,73.112,-0.655
Maldives9931,fullRetreat,1395.98066056,0.49053,1.488,1.053,73.124,-0.677
Maldives9933,fullRetreat,1395.98066056,0.49053,6.286,1.052,73.116,-0.659
Maldives9934,fullRetreat,1395.98066056,0.49053,1.398,1.053,73.126,-0.682
Maldives9936,fullRetreat,1395.98066056,0.49053,1.083,1.053,73.132,-0.687
Maldives9939,fullRetreat,11857.1601076,0.49053,4.391,1.053,73.132,-0.677
Maldives9948,fullRetreat,3663.87159342,0.49053,7.731,1.052,73.148,-0.686
Maldives9949,fullRetreat,0,0.49053,0.999,1.047,73.207,-0.575
Maldives9950,fullRetreat,2543.00478108,0.49053,2.843,1.051,73.211,-0.575
Maldives9951,noAdaptation,2681.17640193,0.49053,0.939,1.047,73.222,-0.578
Maldives9952,fullRetreat,8371.26283894,0.49053,6.25,1.051,73.194,-0.672
Maldives9953,fullRetreat,11876.3421336,0.49053,7.538,1.053,73.231,-0.578
Maldives9954,noAdaptation,2698.61460738,0.49053,1.401,1.057,73.217,-0.658
Maldives9955,fullRetreat,12110.0140865,0.49053,11.105,1.143,73.225,-0.599
Maldives9956,fullRetreat,1505.84135487,0.49053,1.215,1.091,73.223,-0.647
Philippines10554,fullRetreat,3376.29731415,0.65378,34.81,0.729,121.134,18.627
Philippines10562,fullRetreat,15708.4752393,0.65378,74.087,1.186,121.562,18.396
Philippines10563,fullRetreat,351.790653752,0.65378,0.628,1.344,121.878,18.282
Philippines10568,fullRetreat,2222.78204172,0.65378,4.103,1.331,121.899,18.277
Philippines10569,noAdaptation,5561.11408344,0.65378,320.09,1.327,122.165,17.645
Philippines10587,noAdaptation,5042.6644762,0.960145,325.122,1.5,121.652,15.989
Philippines10640,noAdaptation,499.999499327,0.65378,58.026,1.143,121.425,19.391
Philippines10663,noAdaptation,125.942979146,0.65378,58.707,1.206,121.95,19.002
Philippines10527,fullRetreat,7365.26625061,0.960145,9.811,1.189,119.999,16.195
Philippines10534,noAdaptation,7261.54772796,0.960145,14.573,1.17,119.926,16.271
Philippines10535,noAdaptation,4960.26157163,0.960145,33.023,1.112,119.839,16.373
Philippines10536,noAdaptation,1506.20430801,0.960145,9.423,1.125,119.764,16.208
Philippines10537,noAdaptation,8908.74397162,0.960145,59.762,1.146,119.789,15.922
Philippines10549,noAdaptation,4563.24420058,0.960145,30.187,1.17,119.915,15.67
Philippines10526,fullRetreat,287.814201888,0.960145,4.028,1.156,120.1,16.084
Philippines10528,fullRetreat,878.172685521,0.960145,10.359,1.154,120.069,16.136
Philippines10529,noAdaptation,425.356355083,0.960145,5.331,1.122,120.127,16.054
Philippines10530,noAdaptation,1028.09036342,0.960145,4.337,1.117,120.165,16.035
Philippines10531,noAdaptation,13914.8416679,0.960145,7.314,1.151,120.218,16.032
Philippines10532,fullRetreat,197805.189141,0.960145,19.595,1.179,120.331,16.072
Philippines10533,fullRetreat,6748.54214388,0.960145,2.984,1.188,120.408,16.136
Philippines10538,fullRetreat,14135.91642,0.960145,63.4,1.039,120.319,16.573
Philippines10539,noAdaptation,3062.951971,0.960145,11.274,1.156,120.398,16.254
Philippines10540,noAdaptation,1912.32788798,0.960145,7.24,1.167,120.425,16.176
Philippines10541,noAdaptation,1448.89830554,0.65378,78.262,0.886,120.689,18.531
Philippines10542,noAdaptation,7838.68122345,0.65378,26.099,0.897,120.523,18.193
Philippines10543,fullRetreat,1804.5393684,0.65378,12.905,0.912,120.47,18.027
Philippines10544,fullRetreat,21623.4711249,0.65378,53.097,0.955,120.44,17.734
Philippines10545,fullRetreat,1588.56181558,0.65378,2.39,0.976,120.366,17.533
Philippines10546,fullRetreat,26053.6658814,0.65378,65.294,1.033,120.444,17.289
Philippines10547,noAdaptation,899.543809506,0.65378,4.884,1.043,120.453,16.978
Philippines10548,fullRetreat,5168.83514403,0.65378,14.723,1.034,120.413,16.9
Philippines10550,fullRetreat,11888.8859887,0.960145,120.383,1.233,120.059,15.076
Philippines10551,fullRetreat,5850.56019522,0.960145,8.399,1.291,120.278,14.819
Philippines10552,noAdaptation,5809.79323115,0.960145,38.892,1.328,120.293,14.646
Philippines10553,fullRetreat,34545.6273698,0.960145,71.713,1.376,120.611,14.512
Philippines10555,fullProtect,4.393145,0.960145,1.599,1.363,120.556,14.825
Philippines10556,noAdaptation,53895.8114126,0.960145,12.779,1.625,120.617,14.806
Philippines10557,fullRetreat,37608.9157289,0.960145,9.682,1.806,120.707,14.764
Philippines10558,fullRetreat,0,0.960145,4.677,1.729,120.771,14.756
Philippines10559,fullRetreat,21170.4746754,0.960145,4.639,1.664,120.813,14.759
Philippines10560,fullRetreat,23257.1985357,0.960145,5.928,1.639,120.855,14.746
Philippines10561,fullRetreat,85282.1293153,0.960145,4.389,1.704,120.89,14.716
Philippines10564,fullRetreat,124516.321437,0.960145,3.181,1.643,120.914,14.692
Philippines10565,fullProtect,1.522145,0.960145,25.355,1.636,120.978,14.582
Philippines10567,fullRetreat,569836.580207,0.960145,24.969,1.466,120.875,14.427
Philippines10586,fullRetreat,10763.7736715,0.62103,160.473,2.034,122.692,13.302
Philippines10591,fullRetreat,18812.2601405,0.960145,77.699,1.903,122.178,14.119
Philippines10592,fullRetreat,18145.8348016,0.960145,49.12,1.863,122.393,14.27
Philippines10593,fullRetreat,23914.2868179,0.62103,49.194,1.721,122.793,14.308
Philippines10594,fullRetreat,42593.0135882,0.62103,11.826,1.821,122.993,14.124
Philippines10595,fullRetreat,4233.65505589,0.62103,2.66,1.857,123.035,14.074
Philippines10596,noAdaptation,3082.87344699,0.62103,2.901,1.733,123.048,14.053
Philippines10597,noAdaptation,2848.22840215,0.62103,28.594,1.806,123.096,13.924
Philippines10598,fullRetreat,1484.4368009,0.62103,8.875,1.909,123.053,13.771
Philippines10599,fullRetreat,30554.5019099,0.62103,35.136,2.084,123.13,13.703
Philippines10600,fullRetreat,4775.76596347,0.62103,6.568,2.028,123.299,13.771
Philippines10601,fullRetreat,25470.553785,0.62103,175.834,1.665,123.667,13.882
Philippines10602,fullRetreat,1103.04605961,0.62103,10.138,1.821,123.55,13.668
Philippines10603,noAdaptation,2615.92965195,0.62103,18.475,1.771,123.553,13.55
Philippines10604,fullRetreat,8164.90319643,0.62103,19.956,1.64,123.692,13.455
Philippines10605,fullRetreat,10040.769306,0.62103,5.047,1.604,123.741,13.354
Philippines10606,fullRetreat,17676.3501972,0.62103,15.081,1.602,123.804,13.294
Philippines10607,fullRetreat,3968.54090193,0.62103,41.691,2.132,122.713,13.828
Philippines10608,fullRetreat,6880.24548096,0.62103,17.938,2.037,122.832,13.643
Philippines10609,noAdaptation,2257.58531161,0.62103,19.971,1.938,122.958,13.534
Philippines10610,noAdaptation,4757.02944368,0.62103,30.66,1.905,123.167,13.451
Philippines10611,fullRetreat,561.769681761,0.62103,10.363,2.133,123.247,13.291
Philippines10612,fullRetreat,3851.4889442,0.62103,10.599,2.775,123.294,13.209
Philippines10613,noAdaptation,1434.75239081,0.62103,14.359,1.955,123.292,13.105
Philippines10614,fullRetreat,1407.54485544,0.62103,27.787,1.908,123.403,13.041
Philippines10615,noAdaptation,22332.3727089,0.62103,52.367,1.803,123.704,12.862
Philippines10616,fullRetreat,18182.9001149,0.62103,40.224,1.644,124.044,12.939
Philippines10617,fullRetreat,5963.72908656,0.62103,20.365,1.788,123.847,12.84
Philippines10618,fullRetreat,5004.41782419,0.62103,24.196,1.661,123.882,12.648
Philippines10619,fullRetreat,7869.91676928,0.62103,25.641,1.409,124.062,12.537
Philippines10620,fullRetreat,331.128773144,0.62103,4.922,1.395,124.129,12.646
Philippines10621,fullRetreat,605.842576864,0.62103,18.724,1.374,124.15,12.75
Philippines10622,fullRetreat,14144.827815,0.62103,36.507,1.54,124.166,12.979
Philippines10623,fullRetreat,1911.79593225,0.62103,14.452,1.616,124.094,13.016
Philippines10624,fullProtect,0.96903,0.62103,0.408,1.622,124.04,13.041
Philippines10625,fullRetreat,4953.88613336,0.62103,17.468,1.619,123.988,13.1
Philippines10626,fullRetreat,3890.99888472,0.62103,12.398,1.612,123.867,13.13
Philippines10627,fullRetreat,309.748390412,0.62103,0.855,1.643,123.836,13.081
Philippines10628,fullRetreat,600.193317851,0.62103,5.923,1.639,123.814,13.059
Philippines10629,fullRetreat,4927.46652543,0.62103,20.14,1.653,123.758,13.12
Philippines10630,fullRetreat,15005.4885876,0.62103,21.1,1.643,123.85,13.226
Philippines10775,fullRetreat,12136.8226796,0.62103,147.424,2.071,122.963,13.13
Philippines10875,fullRetreat,292.354582231,0.62103,11.158,1.769,123.753,12.379
Philippines10876,fullRetreat,390.499848403,0.62103,10.267,2.059,123.692,12.453
Philippines10877,fullRetreat,7683.6813212,0.62103,47.699,1.939,123.606,12.665
Philippines10878,fullRetreat,1357.35537276,0.62103,9.386,1.668,123.763,12.499
Philippines10879,fullRetreat,1734.70772223,0.62103,13.712,1.912,123.79,12.399
Philippines10887,fullRetreat,10983.0263552,0.62103,151.607,1.626,124.129,14.056
Philippines10888,fullRetreat,3957.9703589,0.62103,21.333,1.702,124.317,13.555
Philippines10889,fullRetreat,605.556470556,0.62103,10.494,1.735,124.213,13.561
Philippines10912,fullRetreat,520.130655378,0.426965,10.547,1.959,124.037,11.754
Philippines10913,fullRetreat,357.522678182,0.426965,1.274,1.953,124.004,11.796
Philippines10914,fullRetreat,456.35037243,0.426965,6.163,1.977,123.98,11.819
Philippines10915,fullRetreat,34794.4794599,0.62103,247.483,2.123,123.145,11.934
Philippines10916,fullRetreat,8058.82851924,0.62103,11.828,1.973,123.626,12.383
Philippines10917,fullRetreat,14997.2945964,0.62103,86.346,1.832,123.961,12.11
Philippines10918,fullRetreat,333.293285364,0.426965,4.48,1.99,124.079,11.73
Philippines11119,fullRetreat,383.178992651,0.426965,11.093,2.018,124.445,11.486
Philippines11120,fullRetreat,931.436733514,0.426965,7.229,2.165,124.4,11.554
Philippines11121,fullRetreat,824.354761286,0.426965,5.187,2.133,124.375,11.604
Philippines11122,fullRetreat,10533.8329694,0.426965,25.486,2.011,124.39,11.697
Philippines11123,fullRetreat,1819.21394897,0.426965,21.648,1.964,124.564,11.626
Philippines11124,fullRetreat,686.027388268,0.426965,18.711,1.965,124.584,11.472
Philippines11125,fullRetreat,190.846766688,0.426965,1.339,2.126,124.494,11.462
Philippines11138,fullRetreat,1326.71600261,0.426965,7.562,1.998,124.559,11.333
Philippines11139,fullRetreat,9580.27942356,0.426965,25.671,1.905,124.696,11.304
Philippines11140,fullRetreat,7904.62320599,0.426965,26.103,1.769,124.887,11.422
Philippines11141,fullRetreat,11708.5241191,0.426965,9.293,1.26,124.978,11.333
Philippines11142,fullRetreat,19538.257652,0.426965,9.455,1.101,124.981,11.25
Philippines11149,fullRetreat,199.374825174,0.412395,35.887,1.373,125.066,10.261
Philippines11150,noAdaptation,885.203637254,0.412395,4.833,1.48,124.98,10.355
