,optA,value,slr,L,s1,lon,lat
Canada3394,noAdaptation,0,0.42456,276.904,1.941,-132.812,68.897
Canada3396,noAdaptation,0,0.42456,637.806,1.171,-131.068,69.462
Canada3405,noAdaptation,0,0.42456,782.125,0.671,-117.248,68.91
Canada5149,noAdaptation,0,0.42456,41.94,0.84,-116.82,69.571
Canada3805,fullRetreat,11.3576649465,0.07695,850.794,4.104,-65.596,59.209
Canada3846,noAdaptation,3.28298480332,0.07695,2028.079,1.787,-63.351,58.418
Canada7636,noAdaptation,0.0597132546521,0.07695,11.195,2.559,-64.474,60.294
Canada7637,noAdaptation,0,0.07695,98.529,3.393,-64.825,60.485
Canada7638,fullRetreat,0.00513358636735,0.07695,14.664,2.585,-64.468,60.33
Canada3882,fullRetreat,401.906987814,0.07638,3080.438,1.491,-59.668,54.982
Canada7648,noAdaptation,0.133484022311,0.07695,72.776,1.08,-64.051,59.841
Canada7757,noAdaptation,0.0508785185273,0.07638,64.026,1.838,-62.012,57.903
Canada7759,noAdaptation,0.117564901076,0.07638,66.898,1.56,-61.878,57.585
Canada7769,noAdaptation,0.127829713188,0.07638,66.304,1.833,-61.84,57.817
Canada7770,noAdaptation,0.24937616504,0.07638,78.667,1.518,-61.79,57.486
Canada7772,noAdaptation,0.110504789335,0.07638,46.638,1.457,-61.715,57.374
Canada7775,noAdaptation,0.291388900112,0.07638,92.606,2.184,-61.7,56.407
Canada7776,noAdaptation,0.485779882802,0.07638,170.383,1.172,-61.354,56.913
Canada7777,noAdaptation,0.396620159159,0.07638,48.615,2.381,-61.086,56.678
Canada7778,fullRetreat,1.69564551554,0.07638,164.796,2.147,-61.463,56.497
Canada7780,noAdaptation,0.616297935626,0.07638,82.603,1.955,-61.108,56.16
Canada7785,noAdaptation,0.474144882697,0.07638,56.008,1.837,-60.741,55.93
Canada3944,fullRetreat,480.095805191,0.07638,1572.456,1.317,-56.507,53.776
Canada3965,noAdaptation,0.733102459342,0.30386,59.957,1.278,-55.845,51.986
Canada3967,fullRetreat,63.3409514536,0.30386,83.93,1.065,-56.431,51.725
Canada3968,fullRetreat,9.28648292411,0.07638,42.331,1.496,-56.919,51.442
Canada3969,fullRetreat,26.5234288789,0.07638,27.697,1.66,-57.209,51.476
Canada7935,noAdaptation,1.53785651356,0.07638,117.679,1.415,-57.962,54.92
Canada7944,fullRetreat,26444.0963437,0.30386,1708.417,1.477,-57.029,50.83
Canada7948,fullRetreat,7080.63069495,0.4021,1572.202,1.038,-53.744,49.38
Canada7959,noAdaptation,4.74382138189,0.07638,61.52,2.43,-55.903,53.486
Canada7966,fullRetreat,0.73679088226,0.30386,54.592,1.172,-55.52,50.799
Canada7943,fullRetreat,1258.73446709,0.489885,204.965,1.34,-59.056,48.104
Canada7945,fullRetreat,17912.9483881,0.399485,1885.434,1.669,-55.541,47.122
Canada7973,fullRetreat,195.139865707,0.399485,60.41,1.533,-56.049,47.67
Canada7946,fullRetreat,2903.14372438,0.4021,20.865,1.118,-53.003,47.507
Canada7947,fullRetreat,3425.33970239,0.4021,234.001,1.025,-52.859,48.124
Canada7978,fullRetreat,3625.90406425,0.399485,106.157,1.478,-54.597,49.619
Canada7984,fullRetreat,1188.85808227,0.399485,86.447,1.316,-54.079,49.734
Canada8012,noAdaptation,0.174690809725,0.399485,87.589,1.774,-54.175,47.624
Canada8015,fullRetreat,127.744675273,0.399485,113.697,1.16,-53.8,48.163
Canada4044,fullRetreat,1564.33203443,0.492125,128.585,2.152,-63.932,46.172
Canada4045,fullRetreat,1709.36835192,0.53863,260.84,2.052,-63.281,45.784
Canada4068,fullRetreat,69.173714772,0.492125,38.742,9.831,-64.387,45.733
Canada4069,fullRetreat,147.937523496,0.492125,45.349,9.016,-64.422,45.793
Canada3734,fullRetreat,577.035189252,0.201715,687.78,1.032,-77.279,60.001
Canada3744,fullRetreat,223.31486583,0.201715,179.642,0.911,-78.128,60.796
Canada3748,noAdaptation,0,0.158805,140.811,1.883,-77.509,61.559
Canada3749,fullRetreat,26.9205269104,0.07695,1375.085,4.436,-73.563,62.42
Canada3765,fullRetreat,79.3134157615,0.07695,1285.96,7.815,-69.701,59.481
Canada3705,fullRetreat,453.96454608,0.16639,1344.66,1.443,-82.116,53.283
Canada3723,fullRetreat,531.078320473,0.16639,1026.118,1.375,-78.999,53.436
Canada3725,fullRetreat,328.234531349,0.16639,78.431,1.316,-77.657,55.36
Canada3726,noAdaptation,0,0.15967,121.938,1.477,-76.933,55.87
Canada3729,fullRetreat,28.0719611969,0.201715,52.683,1.278,-76.522,56.476
Canada3730,noAdaptation,0,0.201715,215.051,0.957,-76.788,57.598
Canada3733,fullRetreat,2662.77103999,0.201715,94.452,0.981,-77.891,58.341
Canada3735,noAdaptation,0,0.201715,13.9,1.017,-78.479,58.964
Canada3736,noAdaptation,0,0.15967,110.636,1.355,-78.537,58.6
Canada3785,noAdaptation,2083.90815273,0.07695,734.874,5.809,-67.923,58.25
Canada3720,fullRetreat,0.00853491127998,0.16639,4.01,1.772,-79.528,50.943
Canada3721,noAdaptation,0.0250027363563,0.16639,66.658,1.999,-79.333,50.767
Canada3722,noAdaptation,20.6225502695,0.16639,75.883,2.002,-79.741,51.216
Canada3979,fullRetreat,4348.96822818,0.245495,689.058,2.128,-64.809,50.273
Canada3974,fullRetreat,527.794164596,0.07638,344.859,1.806,-60.633,50.214
Canada3970,fullRetreat,46.6595511462,0.07638,118.517,1.609,-57.808,51.434
Canada3971,fullRetreat,43.0837420554,0.07638,43.34,1.917,-58.492,51.288
Canada3972,fullRetreat,122.152719396,0.07638,147.504,1.876,-58.954,50.932
Canada3987,fullRetreat,5.09214959235,0.201715,106.002,4.263,-70.45,48.365
Canada3988,fullRetreat,149.298274687,0.139055,3.149,4.206,-70.931,48.456
Canada3989,fullRetreat,13.0451335252,0.139055,8.497,4.369,-70.983,48.462
Canada3990,fullRetreat,284.028849151,0.139055,16.499,4.249,-70.99,48.436
Canada3991,fullRetreat,19.422182118,0.201715,116.058,4.196,-70.431,48.342
Canada3995,fullRetreat,173.953129144,0.139055,151.569,4.376,-70.471,47.421
Canada4001,fullProtect,0.481225,0.123225,1.195,4.103,-71.295,46.746
Canada4002,fullProtect,0.673225,0.123225,0.015,4.133,-71.292,46.75
Canada4003,fullRetreat,1111.31788035,0.123225,19.533,4.644,-71.231,46.814
Canada4004,fullRetreat,633.449162427,0.123225,5.778,4.622,-71.146,46.888
Canada4005,fullRetreat,34.5568335265,0.123225,20.135,4.841,-71.05,46.954
Canada4006,fullRetreat,108.485483021,0.123225,0.879,4.071,-71.295,46.743
Canada4007,fullRetreat,158.601925341,0.123225,1.545,4.083,-71.285,46.747
Canada4008,fullRetreat,609.512952598,0.123225,3.555,4.143,-71.264,46.757
Canada4009,fullRetreat,14219.775749,0.123225,6.712,4.526,-71.223,46.777
Canada4010,fullRetreat,717.334789105,0.123225,5.275,5.223,-71.181,46.809
Canada4011,fullRetreat,669.203503697,0.123225,5.243,5.296,-71.148,46.841
Canada4012,fullRetreat,451.644877847,0.17205,153.791,4.741,-70.474,47.043
Canada7523,fullRetreat,63.3603891419,0.123225,1.29,5.268,-71.12,46.853
Canada7524,fullRetreat,268.533654011,0.123225,1.438,5.051,-71.128,46.86
Canada7525,fullRetreat,252.231794815,0.17205,81.26,5.631,-70.813,47.016
Canada3982,fullRetreat,4183.85450322,0.198725,359.482,3.364,-68.759,48.91
Canada3994,fullRetreat,109.178120846,0.201715,68.834,3.881,-69.769,48.032
Canada4015,fullRetreat,95.268695237,0.231685,57.16,4.254,-69.76,47.654
Canada4016,fullRetreat,582.268693544,0.231685,5.533,4.011,-69.562,47.854
Canada4017,fullRetreat,383.570577562,0.231685,20.362,3.484,-69.489,47.944
Canada4019,fullRetreat,205.887316282,0.231685,28.636,3.426,-69.301,48.056
Canada4020,fullRetreat,274.879250304,0.231685,3.581,3.308,-69.18,48.134
Canada4021,fullRetreat,269.867373759,0.19926,66.514,3.182,-68.917,48.306
Canada4022,fullRetreat,3013.19437144,0.19926,17.674,3.231,-68.565,48.444
Canada4023,fullRetreat,2297.85228484,0.198725,105.999,3.42,-68.074,48.664
Canada4024,fullRetreat,200.815520405,0.158805,2.742,3.237,-67.613,48.829
Canada4025,fullRetreat,1637.2458637,0.158805,2.192,3.233,-67.593,48.837
Canada4026,fullRetreat,11768.7755529,0.158805,9.74,3.218,-67.542,48.855
Canada4027,fullRetreat,626.353513423,0.232125,67.174,2.755,-67.206,48.937
Canada4031,fullRetreat,2438.53279374,0.245495,372.03,1.926,-65.272,49.248
Canada4035,fullRetreat,11260.1914537,0.457485,396.861,1.727,-65.17,48.045
Canada4036,fullRetreat,1090.69037396,0.232125,49.231,2.274,-66.629,48.007
Canada7791,noAdaptation,111.389207402,0.245495,679.917,1.725,-64.161,49.948
Canada7807,fullRetreat,10063.0278127,0.585755,227.503,1.389,-61.499,47.551
Canada7808,fullRetreat,360.993920941,0.52627,0.807,1.408,-61.872,47.373
Canada7809,fullRetreat,3625.48483364,0.53863,58.463,1.459,-61.848,47.239
Canada4078,fullRetreat,9740.40048076,0.50773,195.736,4.993,-66.473,45.128
Canada5378,,,,,,,
Canada5379,,,,,,,
Canada5380,,,,,,,
Canada5386,,,,,,,
Canada5381,,,,,,,
Canada5382,,,,,,,
Canada5412,,,,,,,
Canada5423,,,,,,,
Canada5424,,,,,,,
Canada5425,,,,,,,
Canada5426,,,,,,,
Canada5427,,,,,,,
Canada5428,,,,,,,
Canada5429,,,,,,,
Canada5430,,,,,,,
Canada5431,,,,,,,
Canada5651,,,,,,,
Canada5449,,,,,,,
Canada5450,,,,,,,
Canada5451,,,,,,,
Canada5453,,,,,,,
Canada5432,,,,,,,
Canada5433,,,,,,,
Canada5434,,,,,,,
Canada5435,,,,,,,
Canada5447,,,,,,,
Canada7351,,,,,,,
Canada5436,,,,,,,
Canada5437,,,,,,,
Canada5438,,,,,,,
Canada5439,,,,,,,
Canada5440,noAdaptation,0,0.07638,4.578,1.177,-63.232,82.641
Canada5441,noAdaptation,0,0.07638,60.967,1.144,-63.232,82.597
Canada5442,noAdaptation,0,0.07638,5.881,1.17,-62.937,82.576
Canada5443,noAdaptation,0,0.07638,328.48,1.232,-62.346,82.528
Canada5444,noAdaptation,0,0.07638,1.074,0.926,-61.245,82.418
Canada5445,noAdaptation,0,0.07638,13.891,0.84,-61.181,82.399
Canada5446,noAdaptation,0,0.07638,17.242,0.767,-61.078,82.314
Canada5452,,,,,,,
Canada5296,,,,,,,
Canada5303,,,,,,,
Canada5304,,,,,,,
Canada5305,,,,,,,
Canada5306,,,,,,,
Canada5307,,,,,,,
Canada5308,,,,,,,
Canada5297,,,,,,,
Canada5298,,,,,,,
Canada5299,,,,,,,
Canada5300,,,,,,,
Canada5301,,,,,,,
Canada5302,,,,,,,
Canada5309,,,,,,,
Canada5310,,,,,,,
Canada5311,,,,,,,
Canada5312,,,,,,,
Canada5313,,,,,,,
Canada5314,,,,,,,
Canada5315,,,,,,,
Canada5316,,,,,,,
Canada5317,,,,,,,
Canada5319,,,,,,,
Canada5321,,,,,,,
Canada5335,,,,,,,
Canada5336,,,,,,,
Canada5337,,,,,,,
Canada5344,,,,,,,
Canada5346,,,,,,,
Canada5347,,,,,,,
Canada5348,,,,,,,
Canada5349,,,,,,,
Canada5350,,,,,,,
Canada5360,,,,,,,
Canada5361,,,,,,,
Canada5362,,,,,,,
Canada5365,,,,,,,
Canada5367,,,,,,,
Canada5368,,,,,,,
Canada5377,,,,,,,
Canada5387,,,,,,,
Canada5396,,,,,,,
Canada5406,,,,,,,
Canada5408,,,,,,,
Canada5414,,,,,,,
Canada5383,,,,,,,
Canada5400,,,,,,,
Canada5401,,,,,,,
Canada5402,,,,,,,
Canada5403,,,,,,,
Canada5404,,,,,,,
Canada5405,,,,,,,
Canada5418,,,,,,,
Canada5457,,,,,,,
Canada5461,,,,,,,
Canada5384,,,,,,,
Canada5385,,,,,,,
Canada5415,,,,,,,
Canada5448,,,,,,,
Canada5454,,,,,,,
Canada5471,,,,,,,
Canada5500,,,,,,,
Canada5505,,,,,,,
France7970,noAdaptation,909.869013592,0.399485,122.462,1.72,-56.304,47.078
France7972,fullRetreat,3869.64249949,0.399485,28.014,1.653,-56.148,46.805
Ireland8503,fullRetreat,10866.3460756,0.37096,1026.682,2.979,-9.581,51.706
Ireland8499,noAdaptation,129.539171216,0.12653,2.499,3.007,-9.033,53.132
Ireland8500,fullRetreat,387.68724293,0.12653,98.58,3.087,-9.413,53.002
Ireland8501,fullRetreat,6026.9663915,0.28254,199.375,3.128,-9.467,52.617
Ireland8502,fullRetreat,1108.78600929,0.28254,103.178,3.036,-9.459,52.575
RussianFederation11668,fullRetreat,66.8665098585,0.48205,601.944,0.954,148.666,45.504
RussianFederation11686,fullRetreat,139.712972043,0.48205,284.975,1.015,150.405,46.214
RussianFederation11695,fullRetreat,61.7722688836,0.48205,172.273,0.994,152.217,47.159
RussianFederation11700,fullRetreat,1.95620691841,0.459925,74.763,1.367,154.194,48.912
RussianFederation11701,fullRetreat,0.724454530653,0.459925,44.617,1.244,154.526,49.16
RussianFederation11704,fullRetreat,21.8435217251,0.459925,126.413,1.408,154.838,49.635
RussianFederation11663,fullRetreat,280.47850505,0.48205,350.046,1.035,146.409,44.421
RussianFederation11667,fullRetreat,43.4627369095,0.48205,82.922,1.126,146.821,43.869
UnitedKingdom8504,noAdaptation,5914.288341,0.12653,2.987,2.853,-7.253,55.057
UnitedKingdom8547,noAdaptation,1016.99525224,0.155565,54.903,3.033,-7.321,57.486
UnitedKingdom8549,fullRetreat,462.747429127,0.155565,122.407,2.904,-7.37,57.655
UnitedKingdom8552,fullRetreat,334.013181926,0.155565,110.516,2.744,-7.368,57.401
UnitedKingdom8555,fullRetreat,756.748615302,0.155565,564.377,2.961,-6.178,58.403
UnitedKingdom8560,fullRetreat,142.359033765,0.124845,67.481,3.092,-6.824,56.537
UnitedKingdom8574,fullRetreat,139.567680162,0.124845,63.292,2.931,-6.475,56.685
UnitedKingdom8576,fullRetreat,8.21582785514,0.124845,56.576,2.378,-6.363,57.051
UnitedKingdom8578,noAdaptation,1524.06209334,0.124845,315.805,2.962,-6.256,56.622
UnitedKingdom8579,noAdaptation,131.032159796,0.155565,52.314,3.169,-5.999,57.506
UnitedKingdom8580,noAdaptation,1562.28284814,0.134595,181.695,2.38,-6.368,55.869
UnitedKingdom8581,fullRetreat,124.480077081,0.155565,414.571,2.073,-6.55,57.547
UnitedKingdom8585,noAdaptation,201.31121674,0.124845,126.711,3.211,-5.787,56.119
UnitedKingdom8587,noAdaptation,1192.92105464,0.15065,424.595,3.191,-5.414,55.886
UnitedKingdom8591,noAdaptation,2757.36475208,0.124845,1467.228,2.986,-5.463,57.116
UnitedKingdom8594,noAdaptation,1206.73199126,0.15065,72.845,3.182,-4.825,55.332
UnitedKingdom8595,noAdaptation,2129.07943917,0.19301,120.653,3.363,-4.982,54.744
UnitedKingdom8788,fullRetreat,84.7920031087,0.15065,108.484,3.179,-5.294,55.717
UnitedKingdom8789,noAdaptation,205.169352824,0.15065,66.22,3.202,-5.176,55.918
UnitedKingdom8588,noAdaptation,36.0157168324,0.15065,0.395,3.071,-4.916,55.957
UnitedKingdom8589,fullRetreat,669.462094193,0.15065,56.784,3.03,-4.861,56.065
UnitedKingdom8590,noAdaptation,1378.82007857,0.15065,8.453,3.051,-4.646,55.95
UnitedKingdom8592,fullRetreat,2459.11289395,0.15065,65.023,3.038,-4.652,55.929
UnitedKingdom8593,noAdaptation,6806.43073114,0.15065,56.931,3.198,-4.847,55.664
UnitedKingdom8620,noAdaptation,6501.3104642,0.167575,182.635,2.177,-3.118,58.648
UnitedKingdom8627,fullRetreat,68.5498018168,0.15255,119.845,2.583,-3.974,57.961
UnitedKingdom8628,noAdaptation,1430.33638486,0.15255,119.333,2.633,-3.849,57.821
UnitedKingdom8629,noAdaptation,2114.18679866,0.15255,156.107,2.693,-4.096,57.666
UnitedKingdom8631,noAdaptation,176.588407515,0.15255,2.037,2.635,-3.85,57.602
UnitedKingdom8632,fullRetreat,2754.69949844,0.182175,95.025,2.548,-3.453,57.713
UnitedKingdom8633,fullRetreat,107.428150224,0.182175,18.834,2.265,-2.957,57.684
UnitedKingdom8634,fullRetreat,7301.52226577,0.2329,158.14,2.176,-2.168,57.672
UnitedKingdom8638,fullRetreat,1429.71022775,0.2329,22.194,2.263,-1.999,57.287
UnitedKingdom8639,fullRetreat,115.545957656,0.2329,0.522,2.272,-2.061,57.206
UnitedKingdom8640,fullRetreat,10983.3030065,0.23328,14.248,2.272,-2.071,57.142
UnitedKingdom8641,fullRetreat,44.4310428362,0.23328,36.992,2.319,-2.196,56.96
UnitedKingdom8644,fullRetreat,759.764302779,0.23328,33.693,2.422,-2.403,56.765
UnitedKingdom8645,fullRetreat,22.9834769726,0.23328,4.249,2.464,-2.468,56.655
UnitedKingdom8646,fullRetreat,16058.779399,0.2139,33.22,2.641,-3.092,56.135
UnitedKingdom8647,fullRetreat,7241.8603115,0.235605,99.861,2.613,-2.617,56.302
UnitedKingdom8648,fullRetreat,149.257105328,0.2139,3.865,2.656,-2.974,56.424
UnitedKingdom8649,fullRetreat,954.565631061,0.2139,49.214,2.616,-3.203,56.357
UnitedKingdom8650,fullRetreat,4287.92369098,0.2139,22.177,2.615,-3.058,56.454
UnitedKingdom8651,fullRetreat,952.574874434,0.2139,1.999,2.609,-2.949,56.457
UnitedKingdom8652,fullRetreat,13857.4228281,0.2139,16.704,2.807,-2.866,56.468
UnitedKingdom8653,fullRetreat,1175.43457236,0.235605,40.483,2.549,-2.619,56.532
UnitedKingdom8680,fullRetreat,50505.6704146,0.20804,71.642,2.764,-3.529,56.043
UnitedKingdom8681,fullRetreat,2112.94121903,0.20804,25.584,2.686,-3.531,55.997
UnitedKingdom8682,fullProtect,0.5809,0.2139,37.35,2.698,-3.25,55.971
UnitedKingdom8683,fullRetreat,3686.44639103,0.215045,51.47,2.663,-2.874,56.017
UnitedKingdom8684,fullRetreat,796.333737756,0.235605,9.692,2.696,-2.615,56.049
UnitedKingdom8685,fullRetreat,310.999782248,0.235605,49.101,2.569,-2.368,55.955
UnitedKingdom8686,noAdaptation,125.33314008,0.235605,18.474,2.562,-2.079,55.865
UnitedKingdom8687,noAdaptation,88.2731159725,0.235605,1.526,2.64,-2.018,55.801
UnitedKingdom8792,noAdaptation,1636.72618592,0.167575,78.061,2.367,-3.337,58.927
UnitedKingdom8794,noAdaptation,1346.18539037,0.167575,46.547,2.21,-2.96,58.836
UnitedKingdom8797,fullRetreat,1299.30669743,0.167575,161.92,2.503,-3.324,59.125
UnitedKingdom8804,fullRetreat,960.021862493,0.167575,78.248,2.849,-2.402,59.308
UnitedKingdom8596,fullRetreat,1297.66482876,0.24161,89.997,3.34,-4.496,54.699
UnitedKingdom8597,fullRetreat,8.32497615524,0.24161,14.858,3.191,-4.356,54.864
UnitedKingdom8598,fullRetreat,479.266519435,0.22375,87.969,3.15,-3.916,54.785
UnitedKingdom8599,fullRetreat,1052.40127695,0.22375,63.95,2.947,-3.337,54.971
UnitedKingdom8600,fullRetreat,2723.20025022,0.22375,94.26,3.048,-3.38,54.885
UnitedKingdom8505,noAdaptation,2428.88861152,0.12653,9.284,2.769,-7.208,55.044
UnitedKingdom8506,noAdaptation,1017.5630317,0.12653,13.022,2.747,-7.108,55.038
UnitedKingdom8507,noAdaptation,5510.14611754,0.149695,120.239,2.875,-6.573,55.218
UnitedKingdom8508,fullRetreat,1258.67939369,0.169335,69.874,3.266,-5.894,54.938
UnitedKingdom8509,fullRetreat,8032.73137816,0.169335,24.512,3.324,-5.798,54.716
UnitedKingdom8510,fullRetreat,9334.38108434,0.169335,7.537,3.311,-5.917,54.641
UnitedKingdom8511,fullRetreat,5007.05759927,0.169335,11.218,3.315,-5.875,54.62
UnitedKingdom8512,fullRetreat,7337.15181953,0.169335,31.381,3.373,-5.696,54.676
UnitedKingdom8513,fullRetreat,5305.87184865,0.169335,155.98,3.472,-5.686,54.573
UnitedKingdom8514,fullRetreat,569.820995818,0.169335,58.39,3.054,-6.027,54.039
UnitedKingdom8790,noAdaptation,0,0.24161,144.015,3.235,-4.342,54.381
UnitedKingdom8630,fullRetreat,16598.9771277,0.368455,201.665,3.898,-5.145,51.707
UnitedKingdom8616,fullProtect,0.85398,0.29998,4.409,3.246,-3.088,53.276
UnitedKingdom8621,fullRetreat,3093.09626961,0.34172,406.635,3.463,-4.407,52.886
UnitedKingdom8622,fullRetreat,2787.45499663,0.29998,19.129,3.232,-3.418,53.334
UnitedKingdom8623,fullRetreat,617.621172598,0.29998,15.149,3.251,-3.27,53.324
UnitedKingdom8624,noAdaptation,881.221030418,0.29998,1.061,3.237,-3.204,53.294
UnitedKingdom8625,fullRetreat,931.55089545,0.29998,9.249,3.227,-3.162,53.273
UnitedKingdom8626,fullRetreat,4311.10990015,0.29998,4.701,3.215,-3.105,53.249
UnitedKingdom8635,fullRetreat,1940.25789011,0.354585,45.805,3.857,-4.554,51.735
UnitedKingdom8636,fullRetreat,416.166215864,0.343395,25.165,3.668,-4.245,51.678
UnitedKingdom8637,fullRetreat,10002.9190168,0.343395,92.064,3.683,-4.239,51.54
UnitedKingdom8642,fullRetreat,16777.2676088,0.342735,83.956,3.742,-3.538,51.397
UnitedKingdom8643,fullProtect,1.153465,0.329465,10.68,3.75,-3.152,51.453
UnitedKingdom8654,fullRetreat,30007.3031137,0.329465,4.223,3.744,-3.101,51.494
UnitedKingdom8655,fullRetreat,66766.3067578,0.329465,28.698,3.711,-2.961,51.541
UnitedKingdom8656,fullRetreat,2184.37073724,0.3275,20.385,3.591,-2.745,51.573
UnitedKingdom8657,fullRetreat,896.12807927,0.3275,5.695,3.621,-2.645,51.631
UnitedKingdom8791,fullRetreat,11607.0234747,0.34172,146.744,3.406,-4.306,53.41
UnitedKingdom8688,fullRetreat,4335.47392974,0.34581,95.032,2.583,-1.655,55.59
UnitedKingdom8689,fullRetreat,28487.9257488,0.34581,10.034,2.726,-1.521,55.166
UnitedKingdom8690,fullProtect,1.25681,0.34581,4.828,3.013,-1.493,55.106
UnitedKingdom8691,fullRetreat,409263.427659,0.34581,29.077,2.636,-1.397,54.988
UnitedKingdom8679,fullRetreat,3325.48862567,0.33375,422.531,3.898,-4.756,50.629
UnitedKingdom8692,fullRetreat,7364.94812228,0.33375,132.913,4.158,-4.788,50.29
UnitedKingdom8601,fullRetreat,960.023372382,0.22375,57.865,3.198,-3.455,54.368
UnitedKingdom8602,fullRetreat,35336.5032159,0.31104,17.861,3.384,-3.241,54.111
UnitedKingdom8603,fullRetreat,394.486421024,0.31104,0.916,3.302,-3.163,54.084
UnitedKingdom8604,fullRetreat,814.71725668,0.31104,1.232,3.242,-3.153,54.082
UnitedKingdom8605,fullRetreat,1075.04987006,0.31104,40.51,3.201,-2.975,54.139
UnitedKingdom8606,fullRetreat,7880.89351283,0.31104,33.059,3.112,-2.839,54.078
UnitedKingdom8607,fullProtect,4.03104,0.31104,1.074,3.173,-2.93,53.954
UnitedKingdom8608,fullProtect,1.20304,0.31104,18.088,3.251,-3.011,53.93
UnitedKingdom8609,fullProtect,0.61454,0.31104,14.671,3.756,-3.059,53.809
UnitedKingdom8610,fullRetreat,11411.4751201,0.306505,11.356,3.518,-2.99,53.733
UnitedKingdom8611,fullRetreat,27199.9883299,0.306505,48.387,3.291,-3.042,53.629
UnitedKingdom8612,fullRetreat,9386.66897581,0.298645,10.826,3.262,-3.008,53.419
UnitedKingdom8613,fullProtect,0.991645,0.298645,22.479,3.445,-2.89,53.331
UnitedKingdom8614,fullProtect,0.695645,0.298645,1.662,3.24,-2.784,53.332
UnitedKingdom8615,fullProtect,0.661645,0.298645,7.3,3.212,-2.747,53.345
UnitedKingdom8617,fullProtect,0.66898,0.29998,52.325,3.224,-3.094,53.407
UnitedKingdom8618,fullRetreat,27444.9938929,0.298645,22.069,3.326,-2.807,53.289
UnitedKingdom8619,fullRetreat,52159.2592219,0.298645,3.926,3.225,-2.71,53.346
UnitedKingdom8658,fullRetreat,164.567449816,0.3275,3.945,3.759,-2.61,51.657
UnitedKingdom8659,fullRetreat,5155.24922208,0.3275,25.622,3.635,-2.497,51.726
UnitedKingdom8660,fullRetreat,147.441681172,0.3275,5.838,3.504,-2.384,51.755
UnitedKingdom8661,fullRetreat,245.430348107,0.3275,14.133,3.564,-2.466,51.727
UnitedKingdom8662,fullRetreat,4421.25140837,0.32391,20.599,3.724,-3.021,51.229
UnitedKingdom8663,fullRetreat,233.232961279,0.32391,7.811,3.722,-2.98,51.346
UnitedKingdom8664,fullProtect,0.736465,0.329465,0.221,3.673,-2.959,51.376
UnitedKingdom8665,fullProtect,0.698465,0.329465,8.279,3.642,-2.927,51.396
UnitedKingdom8666,fullProtect,0.720465,0.329465,2.774,3.649,-2.885,51.423
UnitedKingdom8667,fullProtect,0.7285,0.3275,6.131,3.649,-2.852,51.445
UnitedKingdom8668,fullRetreat,776.603406996,0.3275,4.541,3.625,-2.81,51.468
UnitedKingdom8669,fullRetreat,1415.48878413,0.3275,4.91,3.593,-2.772,51.488
UnitedKingdom8670,fullRetreat,528.717856605,0.3275,0.469,3.584,-2.752,51.501
UnitedKingdom8671,fullRetreat,530.90333008,0.3275,5.494,3.575,-2.729,51.516
UnitedKingdom8672,fullRetreat,634.377553888,0.3275,2.656,3.56,-2.698,51.535
UnitedKingdom8673,fullRetreat,181.506764347,0.3275,2.839,3.549,-2.677,51.549
