,optA,value,slr,L,s1,lon,lat
Greece525,fullRetreat,80.3787277339,0.08906,54.652,0.639,22.87,38.904
Greece526,fullRetreat,1382.10839324,0.08906,268.874,0.62,23.075,39.09
Greece9230,noAdaptation,2918.48885041,0.08906,54.849,0.527,23.639,39.191
Greece512,noAdaptation,3406.33184622,-0.006634,21.339,0.525,23.203,38.094
Greece513,,,,,,,
Greece514,noAdaptation,1298.63372621,-0.006634,3.441,0.515,23.099,38.059
Greece515,fullRetreat,1823.66289857,0.301055,211.242,0.392,21.158,37.931
Greece516,fullRetreat,6583.24677973,0.418775,609.343,0.543,22.733,36.805
Greece517,noAdaptation,99.5921959941,-0.006634,0.899,0.558,23.178,37.291
Greece518,,,,,,,
Greece519,,,,,,,
Greece520,,,,,,,
Greece521,noAdaptation,134.204954725,-0.006634,1.434,0.55,23.172,37.948
Greece523,,,,,,,
Greece9233,fullRetreat,462.901149102,0.42091,51.331,0.441,24.378,37.679
Greece9236,fullRetreat,893.878081024,0.42091,52.694,0.432,24.438,37.46
Greece9237,fullRetreat,1755.83194487,0.42091,66.87,0.454,24.543,36.761
Greece9239,fullRetreat,1181.19603564,0.42091,104.366,0.363,24.737,37.987
Greece9248,fullRetreat,1739.86983628,0.42091,76.032,0.329,25.035,37.677
Greece9249,fullRetreat,861.953863845,0.42091,61.175,0.317,25.207,37.135
Greece9250,fullRetreat,1069.46127551,0.42091,48.978,0.311,25.307,36.788
Greece9251,fullRetreat,1404.6655559,0.42091,90.875,0.242,25.514,37.192
Greece9252,fullRetreat,1750.20067794,0.412355,162.687,0.204,25.906,38.591
Greece9253,fullRetreat,1362.90949243,0.412355,99.156,0.117,26.344,37.683
Greece9254,fullRetreat,2400.96013285,0.412355,278.679,0.204,25.87,39.263
Greece9256,fullRetreat,936.322336642,0.215835,58.862,0.102,26.41,36.632
Greece9257,fullRetreat,2533.23653082,0.345855,125.736,0.059,26.801,37.805
Greece9259,fullRetreat,1024.63883472,0.215835,55.646,0.065,26.942,37.06
Greece9260,fullRetreat,1063.34026159,0.281915,119.108,0.1,27.308,36.894
Greece508,fullRetreat,231.220282474,0.226415,26.286,0.369,21.154,38.959
Greece509,fullRetreat,1602.91004083,0.2755,121.802,0.353,20.769,38.76
Greece510,fullRetreat,1585.01468453,1.1969,47.324,0.515,21.223,38.317
Greece511,fullRetreat,3474.26988289,1.1969,232.62,0.466,22.371,38.335
Greece522,fullRetreat,908.466240626,0.08906,170.094,0.587,23.181,38.653
Greece524,fullRetreat,78.6371290745,1.1969,10.799,0.578,22.59,38.898
Greece9229,fullRetreat,25879.2794918,0.418775,78.639,0.565,22.941,36.38
Greece9231,noAdaptation,19455.6516979,-0.157299,46.532,0.601,23.488,38.0
Greece9234,fullRetreat,253.286803202,0.08906,79.65,0.389,24.552,38.942
Greece9235,fullRetreat,1413.00008789,0.08906,513.221,0.623,23.005,38.933
Greece9216,fullRetreat,6132.30700057,0.226415,188.595,0.28,19.809,39.796
Greece9219,fullRetreat,1822.19848733,0.2755,84.662,0.312,20.724,38.813
Greece9221,fullRetreat,415.184576044,0.2755,56.369,0.341,20.657,38.499
Greece9222,fullRetreat,1128.45038617,0.2755,159.049,0.319,20.529,38.338
Greece9224,fullRetreat,1763.24460386,0.301055,115.439,0.332,20.77,37.87
KoreaDemPeople'sRep2491,fullRetreat,8762.17089934,0.448075,324.647,1.196,129.662,41.535
Latvia2951,noAdaptation,0,0.151555,4.617,1.212,24.303,57.855
Latvia2952,noAdaptation,0,0.151555,5.094,1.182,24.289,57.815
Latvia2953,noAdaptation,0,0.151555,0.942,1.155,24.291,57.788
Latvia2954,noAdaptation,22.6713499396,0.151555,57.005,1.142,24.37,57.544
Latvia2955,fullRetreat,20.6279344183,0.151555,1.609,1.127,24.413,57.284
Latvia2956,fullRetreat,27480.9777888,0.151555,93.953,1.105,24.063,57.057
Latvia2957,fullRetreat,499.025105132,0.065655,414.931,0.988,22.088,57.63
Latvia2958,noAdaptation,7221.95708552,0.151555,12.978,1.167,23.598,56.975
Latvia2959,noAdaptation,44.3484393587,0.15067,63.536,1.091,20.97,56.341
Lithuania2960,fullRetreat,135.214775606,0.23396,32.464,1.116,21.053,55.935
Lithuania2961,noAdaptation,40.3886522722,0.23396,1.123,1.067,21.058,55.787
Lithuania2962,fullRetreat,151.617941214,0.23396,3.771,1.063,21.064,55.766
Lithuania2963,fullRetreat,10043.4029981,0.23396,7.144,1.061,21.089,55.726
Lithuania2964,fullRetreat,6520.43727682,0.23396,1.555,1.111,21.12,55.703
Lithuania2965,fullRetreat,1773.75525408,0.23396,9.715,1.199,21.151,55.664
Lithuania2966,fullRetreat,475.991468614,0.23396,5.221,1.149,21.182,55.604
Lithuania2967,fullRetreat,14.3876647127,0.23396,39.857,1.171,21.258,55.417
Lithuania2970,noAdaptation,29.5988580888,0.23396,51.984,1.159,21.074,55.478
Lithuania2971,fullRetreat,2043.35255778,0.23396,1.774,1.107,21.094,55.713
Lithuania2972,fullRetreat,838.744712316,0.23396,3.954,1.074,21.114,55.698
Lithuania2973,fullRetreat,8882.37627214,0.23396,6.578,1.106,21.13,55.654
Lithuania2974,fullRetreat,853.420871547,0.23396,43.952,1.201,21.104,55.43
Malta9113,fullRetreat,35554.8441307,0.31303,75.635,0.305,14.364,35.992
Netherlands3137,fullRetreat,2444.31121945,0.34908,19.689,2.276,5.601,52.338
Netherlands3138,fullRetreat,295.448010446,0.34908,13.195,2.247,5.737,52.392
Netherlands3139,fullProtect,4.16808,0.34908,0.196,2.227,5.792,52.416
Netherlands3140,fullRetreat,262.606636181,0.34908,5.598,2.245,5.815,52.429
Netherlands3141,fullRetreat,339.905148439,0.34908,1.935,2.284,5.84,52.452
Netherlands3142,fullRetreat,2137.24738292,0.34908,6.053,2.412,5.861,52.481
Netherlands3143,fullProtect,0.95608,0.34908,1.586,2.551,5.878,52.51
Netherlands3146,fullProtect,0.97343,0.36043,4.008,2.345,5.391,52.26
Netherlands3153,fullProtect,1.01543,0.36043,14.478,3.199,4.457,52.274
Netherlands3154,fullProtect,0.98143,0.36043,6.407,3.127,4.396,52.203
Netherlands3155,fullProtect,0.523305,0.380805,10.31,2.981,4.339,52.154
Netherlands3156,fullProtect,0.933805,0.380805,2.36,2.665,4.295,52.118
Netherlands3157,fullProtect,0.61201,0.43651,41.927,3.303,4.137,51.996
Netherlands3158,fullProtect,0.74001,0.43651,9.113,4.377,4.055,51.878
Netherlands3159,fullProtect,0.90251,0.43651,54.71,5.084,3.911,51.793
Netherlands3160,fullProtect,0.894805,0.380805,5.221,5.227,4.146,51.698
Netherlands3161,fullProtect,1.034805,0.380805,7.439,5.622,4.199,51.677
Netherlands3162,fullRetreat,930.292612619,0.380805,8.976,5.388,4.165,51.652
Netherlands3164,fullRetreat,989.519249066,0.380805,7.261,5.332,4.154,51.615
Netherlands3165,fullProtect,0.894805,0.380805,4.019,5.361,4.2,51.606
Netherlands3167,fullRetreat,1996.41610042,0.380805,2.393,4.535,4.219,51.517
Netherlands3168,fullProtect,1.045805,0.380805,5.489,4.268,4.254,51.512
Netherlands3169,fullProtect,1.335805,0.380805,5.361,4.144,4.288,51.481
Netherlands3170,fullProtect,1.175805,0.380805,3.424,4.38,4.279,51.447
Netherlands3171,fullRetreat,15508.7868491,0.380795,33.307,5.904,4.117,51.442
Netherlands3163,fullProtect,1.036805,0.380805,4.392,5.711,4.113,51.638
Netherlands3166,fullProtect,0.598795,0.380795,49.716,4.407,4.003,51.586
Netherlands3172,fullProtect,0.876295,0.380795,9.604,5.99,3.959,51.539
Netherlands3173,fullProtect,1.041295,0.380795,4.126,6.298,3.898,51.544
Netherlands3174,fullProtect,2.025795,0.380795,3.076,5.374,3.866,51.539
Netherlands3175,fullProtect,0.673295,0.380795,65.123,4.289,3.741,51.603
Netherlands3176,fullRetreat,1160.08076179,0.356205,4.717,5.641,3.446,51.532
Netherlands3177,fullProtect,1.003205,0.356205,5.864,6.481,3.479,51.502
Netherlands3178,fullProtect,2.055205,0.356205,5.036,5.862,3.518,51.472
Netherlands3179,noAdaptation,0,0.356205,0.754,5.512,3.538,51.456
Netherlands3180,fullProtect,0.557705,0.356205,14.336,5.469,3.604,51.438
Netherlands3181,fullProtect,0.496205,0.356205,4.015,5.288,3.684,51.42
Netherlands3182,fullProtect,0.561205,0.356205,30.691,5.514,3.837,51.391
Netherlands3183,fullProtect,0.689295,0.380795,4.635,6.209,3.979,51.428
Netherlands3184,fullProtect,0.617795,0.380795,28.84,6.258,4.129,51.415
Netherlands3191,fullProtect,0.900885,0.394885,4.841,6.243,3.396,51.382
Netherlands3192,fullProtect,0.840705,0.356205,33.597,6.313,3.564,51.405
Netherlands3193,fullProtect,0.848705,0.356205,28.516,6.632,3.835,51.341
Netherlands3194,fullProtect,0.900295,0.380795,27.815,6.576,4.083,51.37
Netherlands8848,fullProtect,0.525795,0.380795,4.37,3.932,3.955,51.62
Netherlands8849,fullProtect,0.537295,0.380795,7.031,3.924,3.905,51.633
Netherlands8850,fullProtect,0.590795,0.380795,70.58,4.149,3.782,51.746
Netherlands8851,fullRetreat,821.475609794,0.380805,6.784,4.532,4.105,51.655
Netherlands8852,fullProtect,0.555295,0.380795,12.504,4.099,4.029,51.622
Norway2754,fullRetreat,188.919641961,0.020193,1834.54,2.148,19.212,69.378
Norway2755,,,,,,,
Norway9096,fullRetreat,16.0152666103,0.020193,89.429,1.909,18.927,70.117
Norway9103,fullRetreat,3.12800624635,0.020193,63.33,1.883,19.18,70.254
Norway9104,fullRetreat,26.695245292,0.020193,242.608,1.938,19.295,70.05
Norway9107,fullRetreat,10.0047054454,0.020193,105.722,2.0,19.883,69.975
Norway9110,fullRetreat,1.6265632481,0.020193,63.785,1.94,19.388,70.167
Norway9114,noAdaptation,242.971520042,0.020193,147.774,1.916,19.699,70.273
Norway9133,fullRetreat,8.24943633711,0.020193,122.316,1.979,20.622,70.233
Norway9140,fullRetreat,4.64903219352,0.020193,83.688,2.082,20.965,70.003
Norway9050,fullRetreat,46.2401063278,0.0222995,233.907,1.769,15.494,68.731
Norway9051,noAdaptation,1397.59592377,-0.05590585,260.895,1.666,15.48,68.334
Norway9052,,,,,,,
Norway9062,noAdaptation,4379.5457639,-0.0599937,84.476,1.719,16.357,68.988
Norway9068,,,,,,,
Norway9069,noAdaptation,2659.93220058,-0.0599937,715.398,1.737,17.211,69.5
Norway9070,,,,,,,
Norway9086,,,,,,,
Norway9093,fullRetreat,113.884200675,0.020193,406.608,1.95,18.668,69.705
Norway9102,fullRetreat,7.66528273774,0.020193,32.656,2.0,19.015,69.705
Norway9134,fullRetreat,2.19700126096,0.020193,56.073,2.085,20.699,69.904
Norway2757,fullRetreat,0.393036076372,-0.075159,3.371,1.912,12.012,65.037
Norway8986,noAdaptation,692.476136969,-0.075159,66.946,1.958,11.865,65.698
Norway8989,noAdaptation,1771.16720915,-0.075159,134.942,1.986,12.419,65.488
Norway8990,noAdaptation,209.070991768,-0.075159,84.371,1.918,12.17,65.206
Norway9002,noAdaptation,1629.49239014,-0.075159,107.325,2.025,12.598,66.196
Norway9004,noAdaptation,2729.46596287,-0.075159,126.931,1.981,12.819,66.02
Norway9017,noAdaptation,769.660285581,-0.05590585,112.568,1.967,13.148,68.083
Norway9042,noAdaptation,664.25134151,-0.05590585,81.492,2.004,13.334,68.153
Norway9043,noAdaptation,3449.95380726,-0.05590585,184.302,2.136,14.029,68.25
Norway9047,noAdaptation,1092.10541952,-0.05590585,49.416,2.164,14.106,68.321
Norway9048,fullRetreat,146.446308138,-0.05590585,273.495,1.997,14.961,68.436
Norway9049,,,,,,,
Norway9056,noAdaptation,6091.40302605,-0.05590585,429.886,2.14,14.597,68.819
Norway9057,noAdaptation,268.891652365,-0.05590585,83.826,1.779,15.086,67.954
Norway9058,fullRetreat,39.5806584525,0.0222995,203.237,1.596,16.097,69.31
Norway9060,,,,,,,
Norway9061,fullRetreat,4.5184308292,-0.0900785,94.84,1.81,16.423,68.505
RussianFederation2946,fullRetreat,515.521122093,0.156855,238.559,1.215,28.553,59.85
RussianFederation2492,fullRetreat,595.77854004,0.448075,171.328,1.337,130.898,42.65
RussianFederation663,fullRetreat,408.144179335,0.321345,116.896,0.982,39.586,43.677
RussianFederation9994,noAdaptation,0.876887334841,0.10137,230.931,0.369,91.121,81.221
RussianFederation10006,noAdaptation,0.943681329519,0.10137,497.537,0.505,93.148,79.996
RussianFederation10008,noAdaptation,0.859848282823,0.182915,456.419,0.459,95.751,80.203
RussianFederation10009,noAdaptation,0,0.10137,1.698,0.482,93.701,81.053
RussianFederation10010,noAdaptation,0.991191598502,0.182915,256.19,0.536,94.854,81.133
RussianFederation10013,noAdaptation,0,0.10137,7.582,0.756,93.659,81.051
RussianFederation10014,noAdaptation,0.130401092591,0.10137,55.876,0.665,93.375,81.03
RussianFederation10015,noAdaptation,0,0.10137,0.83,0.488,93.121,81.001
RussianFederation10016,noAdaptation,0,0.10137,3.848,0.507,93.1,80.998
RussianFederation10017,noAdaptation,0,0.10137,6.65,0.507,93.063,80.987
RussianFederation10018,noAdaptation,0.0677990876587,0.10137,18.338,0.481,93.157,80.936
RussianFederation10019,noAdaptation,0,0.10137,1.239,0.495,93.078,80.918
RussianFederation10020,noAdaptation,0,0.10137,22.025,0.512,92.974,80.91
RussianFederation10021,noAdaptation,0,0.10137,26.551,0.594,92.756,80.891
RussianFederation10022,noAdaptation,0,0.10137,0.591,0.521,92.669,80.832
RussianFederation10023,noAdaptation,0,0.10137,14.211,0.481,92.607,80.809
RussianFederation10024,noAdaptation,0,0.10137,0.478,0.497,92.544,80.791
RussianFederation10025,noAdaptation,0,0.10137,11.658,0.518,92.494,80.768
RussianFederation10026,noAdaptation,0.688696284424,0.10137,150.107,0.545,93.212,80.797
RussianFederation10027,noAdaptation,0,0.10137,7.81,0.498,92.78,80.598
RussianFederation10028,noAdaptation,0.183054604368,0.10137,25.734,0.455,92.741,80.51
RussianFederation10029,noAdaptation,0,0.10137,42.256,0.415,92.435,80.508
RussianFederation10030,noAdaptation,0,0.10137,32.165,0.447,92.102,80.483
RussianFederation10032,noAdaptation,0.315531762804,0.10137,158.331,0.471,92.585,80.388
RussianFederation10034,noAdaptation,2.0852877653,0.10137,550.999,0.522,93.037,80.289
RussianFederation10036,noAdaptation,1.72379743046,0.10137,178.781,0.448,92.926,80.111
RussianFederation10040,noAdaptation,0.314869274332,0.182915,91.261,0.556,94.262,80.035
RussianFederation10072,noAdaptation,10.4750361378,0.23794,1365.012,0.437,98.383,79.868
RussianFederation10011,noAdaptation,0,0.182915,11.345,0.51,95.037,81.244
RussianFederation10012,noAdaptation,1.89519348056,0.23794,464.715,0.524,97.086,80.888
RussianFederation2654,noAdaptation,9.73323295011,0.17937,2909.006,0.646,93.468,75.848
RussianFederation10007,noAdaptation,0.26449218674,0.10137,91.169,0.571,92.863,79.436
RussianFederation10041,noAdaptation,0.145255039552,0.17937,51.932,0.793,94.107,76.574
RussianFederation10042,noAdaptation,0,0.17937,0.794,0.866,93.872,76.589
RussianFederation10043,noAdaptation,2.04704257673,0.17937,56.331,1.041,94.124,76.598
RussianFederation10044,noAdaptation,1.06225331809,0.17937,148.235,0.733,94.64,76.215
RussianFederation10045,noAdaptation,1.76283647887,0.17937,118.013,0.782,95.269,76.664
RussianFederation10066,noAdaptation,1.96155071153,0.182915,506.952,0.524,96.307,78.99
RussianFederation10067,noAdaptation,0,0.182915,19.3,0.495,94.314,79.327
RussianFederation10068,noAdaptation,0.143279662634,0.17937,80.55,0.592,94.058,79.463
RussianFederation10069,noAdaptation,0,0.10137,8.131,0.648,93.714,79.457
RussianFederation10070,noAdaptation,0.852059795316,0.10137,492.854,0.559,92.86,79.557
RussianFederation10071,noAdaptation,0,0.182915,6.103,0.461,94.224,79.9
RussianFederation2638,noAdaptation,1.99518943026,0.2285,181.789,0.647,99.582,76.272
RussianFederation2639,noAdaptation,0,0.23794,6.02,0.704,98.815,76.483
RussianFederation2640,noAdaptation,7.91834418013,0.2285,569.903,0.565,101.368,76.471
RussianFederation2653,noAdaptation,4.63238338945,0.23794,702.359,0.758,99.13,75.634
RussianFederation10047,noAdaptation,1.50832613788,0.17937,98.283,0.805,95.557,76.691
RussianFederation10048,noAdaptation,2.63616231919,0.182915,370.8,0.615,95.862,77.088
RussianFederation10049,noAdaptation,1.12089660728,0.182915,136.716,0.592,96.403,76.704
RussianFederation10050,noAdaptation,0.726597436308,0.182915,92.138,0.662,96.23,76.937
RussianFederation10051,noAdaptation,1.84981768088,0.17937,364.636,0.704,95.754,76.29
RussianFederation10052,noAdaptation,0.257483043175,0.182915,147.791,0.718,97.291,76.097
RussianFederation10053,noAdaptation,0.820415557213,0.182915,143.881,0.817,96.942,76.276
RussianFederation10056,noAdaptation,0.0666808288682,0.182915,35.28,0.545,97.283,76.747
RussianFederation10057,noAdaptation,0,0.182915,4.509,0.793,97.105,76.764
RussianFederation10058,noAdaptation,0.286190723208,0.182915,76.397,0.663,97.468,76.776
RussianFederation10062,noAdaptation,0.308719457837,0.182915,74.547,0.546,97.378,76.716
RussianFederation10064,noAdaptation,0.164003618652,0.182915,49.68,0.595,97.812,76.844
RussianFederation10076,noAdaptation,0,0.23794,2.326,0.592,99.51,77.941
RussianFederation10077,noAdaptation,0,0.23794,8.56,0.525,99.462,77.948
RussianFederation10078,noAdaptation,0,0.23794,1.218,0.565,99.421,77.962
RussianFederation10079,noAdaptation,0,0.23794,21.687,0.577,99.343,78.024
RussianFederation10080,noAdaptation,0,0.23794,3.067,0.61,99.429,78.078
RussianFederation10081,noAdaptation,0,0.23794,2.054,0.603,99.45,78.088
RussianFederation10082,noAdaptation,0,0.23794,6.746,0.61,99.484,78.108
RussianFederation10083,noAdaptation,0,0.23794,13.059,0.637,99.529,78.166
RussianFederation10084,noAdaptation,0,0.23794,18.95,0.575,99.663,78.219
RussianFederation10085,noAdaptation,0,0.23794,5.938,0.625,99.767,78.26
RussianFederation10086,noAdaptation,0,0.23794,22.949,0.516,99.889,78.304
RussianFederation10087,noAdaptation,0,0.23794,3.004,0.509,99.996,78.342
RussianFederation10088,noAdaptation,0,0.23794,2.75,0.508,100.003,78.366
RussianFederation10112,noAdaptation,3.38825815805,0.270935,1287.463,0.455,105.169,78.461
RussianFederation10113,noAdaptation,1.73077428948,0.23794,97.888,0.671,100.245,79.675
RussianFederation2632,noAdaptation,3.83929189133,0.320685,861.092,0.52,106.86,77.047
RussianFederation2635,noAdaptation,3.67280598656,0.320685,458.026,0.497,105.944,77.365
RussianFederation2636,noAdaptation,0.772102908176,0.270935,81.285,0.466,104.352,77.664
RussianFederation2637,noAdaptation,1.19913845712,0.28233,120.892,0.484,103.598,77.635
RussianFederation2641,noAdaptation,0,0.2285,0.813,0.569,101.124,76.67
RussianFederation2642,noAdaptation,0.260524101204,0.2285,57.015,0.573,101.12,76.776
RussianFederation2643,noAdaptation,0,0.2285,10.364,0.856,100.854,76.869
RussianFederation2644,noAdaptation,0,0.2285,1.942,1.191,100.881,76.91
RussianFederation2645,noAdaptation,0,0.2285,4.1,0.838,100.902,76.928
RussianFederation2646,noAdaptation,0,0.2285,3.17,0.713,100.928,76.947
RussianFederation2647,noAdaptation,0,0.2285,11.58,0.997,100.948,76.984
RussianFederation2648,noAdaptation,0,0.2285,35.105,0.64,101.156,76.979
RussianFederation2649,noAdaptation,0,0.2285,10.892,0.756,101.169,77.068
RussianFederation2650,noAdaptation,0,0.2285,11.346,0.704,101.257,77.111
RussianFederation2651,noAdaptation,0,0.2285,3.144,0.684,101.32,77.129
RussianFederation2652,noAdaptation,1.23754409742,0.2285,204.217,0.585,102.204,77.389
RussianFederation10089,noAdaptation,0,0.23794,10.382,0.508,100.048,78.405
RussianFederation10090,noAdaptation,0,0.23794,5.241,0.504,100.104,78.447
RussianFederation10091,noAdaptation,0,0.23794,0.076,0.509,100.125,78.459
RussianFederation10092,noAdaptation,0,0.23794,7.244,0.515,100.152,78.475
RussianFederation10093,noAdaptation,0,0.23794,38.54,0.473,100.238,78.638
RussianFederation10094,noAdaptation,0,0.23794,2.186,0.507,100.384,78.746
RussianFederation10095,noAdaptation,0,0.2285,7.451,0.499,100.426,78.759
RussianFederation10096,noAdaptation,0,0.2285,14.01,0.45,100.52,78.779
RussianFederation10097,noAdaptation,0,0.2285,0.194,0.44,100.582,78.792
RussianFederation10098,noAdaptation,0.153033574682,0.2285,111.578,0.433,101.081,78.745
RussianFederation10099,noAdaptation,0,0.2285,3.157,0.463,100.782,78.889
RussianFederation10100,noAdaptation,0,0.2285,3.264,0.465,100.803,78.908
RussianFederation10101,noAdaptation,0,0.2285,2.599,0.478,100.824,78.924
RussianFederation10102,noAdaptation,0,0.2285,4.964,0.436,100.851,78.945
RussianFederation10103,noAdaptation,0,0.2285,6.149,0.447,100.891,78.974
RussianFederation10104,noAdaptation,0,0.2285,4.677,0.457,100.936,78.992
RussianFederation10105,noAdaptation,0,0.2285,0.304,0.436,100.957,79.0
RussianFederation10106,noAdaptation,0.500668841376,0.30373,139.338,0.425,101.577,78.977
RussianFederation10107,noAdaptation,0,0.30373,40.929,0.471,101.083,79.149
RussianFederation10108,noAdaptation,0.0862990029778,0.30373,38.567,0.448,101.423,79.239
RussianFederation10109,noAdaptation,0,0.30373,11.81,0.52,101.539,79.333
RussianFederation10110,noAdaptation,0.169336879025,0.30373,94.182,0.468,101.959,79.269
RussianFederation10111,noAdaptation,0,0.30373,12.163,0.558,102.143,79.341
RussianFederation2631,noAdaptation,35.090398656,0.26934,988.785,0.756,111.98,76.391
RussianFederation2633,noAdaptation,0,0.320685,7.833,0.979,107.913,76.691
RussianFederation2634,noAdaptation,0.237161600123,0.320685,36.02,0.771,108.077,76.734
RussianFederation10182,noAdaptation,0.751030813156,0.320685,94.266,0.582,106.79,77.47
RussianFederation10187,noAdaptation,0.448115290302,0.320685,118.258,0.593,107.543,77.343
RussianFederation2629,,,,,,,
RussianFederation2630,noAdaptation,1.29296155421,0.17892,271.362,0.538,113.231,75.697
RussianFederation10220,noAdaptation,6.69613616165,0.26934,184.529,0.858,112.114,76.634
RussianFederation10227,noAdaptation,0.125829116237,0.17892,32.471,0.917,113.271,76.361
RussianFederation10228,noAdaptation,0,0.17892,1.283,1.271,113.119,76.37
RussianFederation10229,noAdaptation,2.29932727493,0.17892,51.938,1.034,113.281,76.406
RussianFederation2667,noAdaptation,0.0309230063326,0.214825,180.732,0.732,79.948,72.222
RussianFederation2672,noAdaptation,4.91183905006,0.214825,76.38,1.05,78.816,72.375
RussianFederation2673,noAdaptation,15.0166726591,0.05612,315.01,0.979,77.541,72.065
RussianFederation9518,noAdaptation,2.86384442585,0.214825,257.082,0.872,78.856,72.967
RussianFederation2658,noAdaptation,0.671377352145,0.242505,669.669,0.525,82.825,73.659
RussianFederation2659,noAdaptation,0,0.214825,7.399,0.933,80.262,73.316
RussianFederation2660,noAdaptation,0.243196648719,0.214825,70.992,0.745,80.564,73.221
RussianFederation2661,noAdaptation,0,0.214825,2.592,0.686,80.239,73.176
RussianFederation2662,noAdaptation,2.53044349231,0.214825,388.181,0.755,80.794,72.488
RussianFederation2663,noAdaptation,0,0.242505,3.482,0.908,82.193,72.094
RussianFederation2664,noAdaptation,40.7495671398,0.242505,525.675,0.619,83.231,71.144
RussianFederation2665,noAdaptation,25.6468454743,0.242505,326.664,0.91,82.951,70.93
RussianFederation2666,noAdaptation,2.43594196308,0.242505,10.587,0.704,82.306,70.225
RussianFederation2668,noAdaptation,0,0.214825,15.918,1.197,80.821,72.088
RussianFederation2669,noAdaptation,0,0.214825,12.203,1.039,80.786,72.042
RussianFederation2670,noAdaptation,0,0.214825,1.845,0.792,80.799,72.07
RussianFederation2671,noAdaptation,9.89146686908,0.242505,627.271,0.678,83.18,71.732
RussianFederation9522,noAdaptation,0.145086116158,0.214825,28.74,0.628,80.208,73.515
RussianFederation9523,noAdaptation,0,0.214825,6.186,0.68,80.057,73.556
RussianFederation9524,noAdaptation,0.160099519618,0.214825,46.88,0.592,80.293,73.565
RussianFederation9540,noAdaptation,1.54795190651,0.242505,54.378,0.762,82.413,70.987
RussianFederation9542,noAdaptation,0.107101364307,0.09222,37.199,0.456,82.445,74.072
RussianFederation9543,noAdaptation,0,0.09222,5.903,1.053,82.349,74.137
RussianFederation9544,noAdaptation,0.241885386637,0.09222,56.348,0.445,82.626,74.145
RussianFederation9551,noAdaptation,9.76379134196,0.242505,163.353,1.164,83.437,70.766
RussianFederation9552,noAdaptation,4.08240903358,0.242505,87.755,1.067,82.826,70.24
RussianFederation9553,noAdaptation,3.62407591364,0.242505,56.187,1.249,83.084,70.98
RussianFederation9554,noAdaptation,0.752009860039,0.09222,203.494,0.57,83.089,74.142
RussianFederation9555,noAdaptation,4.27625618536,0.242505,86.266,1.423,83.6,70.479
RussianFederation9556,noAdaptation,4.45070675016,0.242505,55.382,1.483,83.471,70.578
RussianFederation9591,noAdaptation,0.250227614691,0.09222,129.827,0.55,84.025,74.026
RussianFederation9636,noAdaptation,0.401683567698,0.09222,179.402,0.507,84.796,74.506
RussianFederation2655,noAdaptation,4.32574697295,0.19572,541.963,0.647,86.342,74.258
RussianFederation2656,noAdaptation,0.0127266142381,0.19572,1.848,1.115,87.663,73.883
RussianFederation2657,noAdaptation,4.02664707007,0.19572,800.416,0.649,86.511,73.158
RussianFederation9725,noAdaptation,0.220980054617,0.09222,119.915,0.465,85.405,74.578
RussianFederation9727,noAdaptation,1.24429860578,0.09222,87.142,0.762,85.384,74.435
RussianFederation9751,noAdaptation,0.399982245259,0.09222,140.681,0.505,85.156,74.766
