year,hydro,nuclear,biofuels,biomass,other,coal,gas,oil,geoth.,wind,PV,CSP
2071,0.034349129262250616,0.02369672326961568,0.018105088767904558,0.07040839583074217,0.005008661377947657,6.816788135386761e-17,5.930255071490025e-17,2.977148323052087e-20,0.02354294233932855,0.2347585833229687,0.4172123219240567,0.17291815390518514
2072,0.03435009127003508,0.02360253214968407,0.018122072805518384,0.07084138797242219,0.005026256636914293,3.2952138511610106e-17,2.8765266733060496e-17,1.2364591326809162e-20,0.023418370106507533,0.23357453886570786,0.41781852007794257,0.17324623011526796
2073,0.034341635650258655,0.02349950454237239,0.018132991676259404,0.07126201422462973,0.005043236371465666,1.5931583697460042e-17,1.3949591803474034e-17,5.139057862523514e-21,0.023297719611913677,0.23243847760993683,0.4184106984957014,0.1735737218174621
2074,0.03432371796856669,0.023388146959596956,0.018137830671094243,0.07166852390158326,0.005059482719296297,7.70559218148826e-18,6.764528395699149e-18,0.0,0.02318111798620607,0.23134924403030624,0.41898852400034436,0.17390341176300592
2075,0.03429629781274495,0.023269024922430243,0.01813658791873996,0.07205919893602955,0.005074877740359126,3.724960261423598e-18,3.2809084591421748e-18,0.0,0.023068699198507306,0.2303057214953176,0.4195515917196711,0.17423800025620015
2076,0.034260300652696106,0.023143332502261898,0.01812974665241651,0.0724342169162402,0.0050894388464123195,1.8011524077453196e-18,1.5914675272731323e-18,0.0,0.022960474053949152,0.22930573091782597,0.42009746417895166,0.1745792952792462
2077,0.03421751455294337,0.023012871140971804,0.0181182770912181,0.0727957399081879,0.005103314509893851,8.711357868388804e-19,7.721314853469397e-19,0.0,0.02285635758826787,0.22834607772158153,0.42062163759830623,0.17492820988862923
2078,0.034169732752526404,0.022879434533749844,0.018103136530568553,0.07314614107483147,0.005116652618726347,4.2130517662592744e-19,3.7443663863839407e-19,0.0,0.022756261355259242,0.2274235838676364,0.42111948306908864,0.17528557419761318
2079,0.03411874400314232,0.022744805124846088,0.018085289886313603,0.07348791290534522,0.00512960224771784,2.0379909730182977e-19,1.816392155916887e-19,0.0,0.022660089743725024,0.2265351359364345,0.4215862813794377,0.17565213877303787
2080,0.03406639685816739,0.022610810184864865,0.018065736007788318,0.07382366002226431,0.00514232428933734,9.857835662659679e-20,8.813943831924201e-20,0.0,0.02256776378823882,0.22567761731309102,0.4220171483864932,0.1760285431497548
2081,0.03401470040675494,0.022479356831803195,0.01804554963158152,0.07415609531626127,0.005155002337200734,4.767861661676959e-20,4.2760744387080085e-20,0.0,0.022479119701695683,0.22484777832260996,0.4224075620832525,0.17641483536884014
2082,0.03396571673036433,0.022352390249162035,0.01802584560657122,0.07448803689401674,0.005167831423519889,2.3064031643169266e-20,2.0748843165432353e-20,0.0,0.022393789746695855,0.22404196208833393,0.422755297125398,0.1768091301359382
2083,0.03392147708721372,0.022231823431047938,0.018007729054849455,0.07482241080955006,0.005181005338129686,1.1159885498331344e-20,1.0066693371985981e-20,0.0,0.02231134668198289,0.223256504015204,0.4230586538557536,0.17720904972626858
2084,0.03388344817709244,0.022119194227601807,0.017991992684713402,0.07516089718958538,0.005194630601246805,5.39722119469543e-21,0.0,0.0,0.022231439805633548,0.22248848571167507,0.423317159158339,0.17761275244411268
2085,0.0338506923085481,0.02201448097619753,0.01797816032484361,0.07549976484914031,0.005208444663838022,0.0,0.0,0.0,0.022154030834075744,0.2217379375650821,0.4235357874524568,0.17802070102581774
2086,0.0338216459676785,0.021917275781313056,0.017965417433866822,0.07583376887681845,0.005222083050807761,0.0,0.0,0.0,0.02207913424547284,0.22100568807563187,0.423720972822896,0.17843401374551476
2087,0.033794777980177396,0.021827219280891586,0.017952971425094368,0.07615747251874702,0.0052351800181303695,0.0,0.0,0.0,0.02200679642587349,0.2202926005981329,0.42387915018306976,0.178853831569883
2088,0.03376858867682635,0.02174399908150037,0.017940038933386006,0.07646526246347438,0.005247369939475786,0.0,0.0,0.0,0.021937049821573684,0.21959957739781458,0.4240167661865359,0.17928134749941313
2089,0.033741595757705176,0.021667335774484462,0.01792586195637479,0.07675135796618679,0.005258283548912531,0.0,0.0,0.0,0.021869937439624065,0.21892754183599505,0.4241402970626277,0.1797177886580896
2090,0.033712277239148644,0.021596927606329603,0.01790964728329772,0.07700983984466478,0.005267543318616976,0.0,0.0,0.0,0.0218055117866602,0.21827750301042734,0.4242562984726579,0.18016445143819684
2091,0.033678774214090004,0.02153202477293239,0.017890435824846274,0.07723468987400804,0.005274760201752827,0.0,0.0,0.0,0.02174385386787458,0.2176507475564225,0.42437181746683883,0.18062289622123462
2092,0.03363813039569693,0.021470206514269823,0.017866731845920546,0.07742005671275093,0.005279553353165236,0.0,0.0,0.0,0.021685126572170473,0.2170493651226222,0.4244954708348445,0.18109535864855936
2093,0.03358931716917051,0.02141002742743188,0.017838064385264227,0.07756517645711133,0.005281890620211059,0.0,0.0,0.0,0.0216292417338425,0.21647304743385498,0.4246311313777489,0.1815821033953646
2094,0.033533524682457704,0.021351432110280396,0.01780514007927472,0.07767454982168444,0.005282093644442311,0.0,0.0,0.0,0.021575868269232752,0.21591883577162702,0.42477739804806564,0.182081157572935
2095,0.03347210910335305,0.02129443680254382,0.017768769878691498,0.07775303352569575,0.005280513608944953,0.0,0.0,0.0,0.021524651354352994,0.21538363792092702,0.4249324772804054,0.1825903705250855
2096,0.033406444617920895,0.021239076127710657,0.01772975874405473,0.07780564754710374,0.005277510250521353,0.0,0.0,0.0,0.021475228878890737,0.2148643567190772,0.42509444724700757,0.18310752986771303
2097,0.03333795551530856,0.0211853927131578,0.017688945399216383,0.07783747590789819,0.0052734534800060046,0.0,0.0,0.0,0.02142724911011132,0.21435789468022187,0.4252612660016684,0.18363036719241152
2098,0.0332680885018146,0.021133432876647963,0.017647179415211486,0.07785368591130765,0.005268719083189349,0.0,0.0,0.0,0.0213803619339198,0.21386115375158643,0.4254308045871976,0.1841565739391251
2099,0.03319830447987667,0.021083269343998238,0.017605308770103214,0.07785946266581346,0.005263687671049123,0.0,0.0,0.0,0.021334215653715502,0.21337108050090747,0.4256008829772904,0.1846837879372459
2100,0.03313009440278414,0.021034980573196277,0.017564208778618893,0.07786002350006994,0.005258745143299069,0.0,0.0,0.0,0.021288462606593582,0.21288462080719064,0.4257692416143813,0.1852096225738661
