"scenario","variable","unit","period","region","value"
"SSP2_rcpNoC","CDD","dK/a",1960,"AFR",2075.58020306197
"SSP2_rcpNoC","CDD","dK/a",1960,"AUT",63.4928
"SSP2_rcpNoC","CDD","dK/a",1960,"BEL",34.7918
"SSP2_rcpNoC","CDD","dK/a",1960,"BGR",252.076
"SSP2_rcpNoC","CDD","dK/a",1960,"BRA",1801.79
"SSP2_rcpNoC","CDD","dK/a",1960,"CHN",926.963818495999
"SSP2_rcpNoC","CDD","dK/a",1960,"CYP",1361.38
"SSP2_rcpNoC","CDD","dK/a",1960,"CZE",50.5038
"SSP2_rcpNoC","CDD","dK/a",1960,"DEU",43.3178
"SSP2_rcpNoC","CDD","dK/a",1960,"DNK",30
"SSP2_rcpNoC","CDD","dK/a",1960,"ESP",473.022
"SSP2_rcpNoC","CDD","dK/a",1960,"EST",46.8847
"SSP2_rcpNoC","CDD","dK/a",1960,"FIN",39.1836
"SSP2_rcpNoC","CDD","dK/a",1960,"FRA",104.654
"SSP2_rcpNoC","CDD","dK/a",1960,"GBR",30
"SSP2_rcpNoC","CDD","dK/a",1960,"GRC",686.688
"SSP2_rcpNoC","CDD","dK/a",1960,"HRV",221.321
"SSP2_rcpNoC","CDD","dK/a",1960,"HUN",204.901
"SSP2_rcpNoC","CDD","dK/a",1960,"IND",2897.44
"SSP2_rcpNoC","CDD","dK/a",1960,"IRL",30
"SSP2_rcpNoC","CDD","dK/a",1960,"ITA",369.946
"SSP2_rcpNoC","CDD","dK/a",1960,"JPN",676.837
"SSP2_rcpNoC","CDD","dK/a",1960,"LTU",67.6319
"SSP2_rcpNoC","CDD","dK/a",1960,"LUX",30
"SSP2_rcpNoC","CDD","dK/a",1960,"LVA",53.8189
"SSP2_rcpNoC","CDD","dK/a",1960,"MEX",1123.79
"SSP2_rcpNoC","CDD","dK/a",1960,"MIE",1110.00478842499
"SSP2_rcpNoC","CDD","dK/a",1960,"MLT",30
"SSP2_rcpNoC","CDD","dK/a",1960,"NCD",967.288377330674
"SSP2_rcpNoC","CDD","dK/a",1960,"NLD",30
"SSP2_rcpNoC","CDD","dK/a",1960,"OAS",2500.80156407574
"SSP2_rcpNoC","CDD","dK/a",1960,"OCD",342.926303255576
"SSP2_rcpNoC","CDD","dK/a",1960,"POL",64.8464
"SSP2_rcpNoC","CDD","dK/a",1960,"PRT",319.96
"SSP2_rcpNoC","CDD","dK/a",1960,"ROU",230.858
"SSP2_rcpNoC","CDD","dK/a",1960,"RUS",196.409
"SSP2_rcpNoC","CDD","dK/a",1960,"SVK",61.771
"SSP2_rcpNoC","CDD","dK/a",1960,"SVN",94.2353
"SSP2_rcpNoC","CDD","dK/a",1960,"SWE",30
"SSP2_rcpNoC","CDD","dK/a",1960,"USA",777.1652050604
"SSP2_rcpNoC","CDD","dK/a",1960,"ZAF",646.757
"SSP2_rcpNoC","gdppop","2005USD/capita",1960,"AFR",1219.02359424807
"SSP2_rcpNoC","gdppop","2005USD/capita",1960,"AUT",10807.6603590951
"SSP2_rcpNoC","gdppop","2005USD/capita",1960,"BEL",10439.5301287097
"SSP2_rcpNoC","gdppop","2005USD/capita",1960,"BGR",2482.83498211537
"SSP2_rcpNoC","gdppop","2005USD/capita",1960,"BRA",3140.75715998886
"SSP2_rcpNoC","gdppop","2005USD/capita",1960,"CHN",347.780138493957
"SSP2_rcpNoC","gdppop","2005USD/capita",1960,"CYP",4211.57184100414
"SSP2_rcpNoC","gdppop","2005USD/capita",1960,"CZE",8585.51996294435
"SSP2_rcpNoC","gdppop","2005USD/capita",1960,"DEU",11498.4605146841
"SSP2_rcpNoC","gdppop","2005USD/capita",1960,"DNK",12345.7405261963
"SSP2_rcpNoC","gdppop","2005USD/capita",1960,"ESP",6510.73498368971
"SSP2_rcpNoC","gdppop","2005USD/capita",1960,"EST",5316.48101543401
"SSP2_rcpNoC","gdppop","2005USD/capita",1960,"FIN",9099.53319358807
"SSP2_rcpNoC","gdppop","2005USD/capita",1960,"FRA",10444.639707116
"SSP2_rcpNoC","gdppop","2005USD/capita",1960,"GBR",12494.0715150707
"SSP2_rcpNoC","gdppop","2005USD/capita",1960,"GRC",6693.53209684285
"SSP2_rcpNoC","gdppop","2005USD/capita",1960,"HRV",8091.67373904469
"SSP2_rcpNoC","gdppop","2005USD/capita",1960,"HUN",5065.62291242318
"SSP2_rcpNoC","gdppop","2005USD/capita",1960,"IND",653.612019395286
"SSP2_rcpNoC","gdppop","2005USD/capita",1960,"IRL",7035.11382542682
"SSP2_rcpNoC","gdppop","2005USD/capita",1960,"ITA",9019.15489253406
"SSP2_rcpNoC","gdppop","2005USD/capita",1960,"JPN",6248.52101382028
"SSP2_rcpNoC","gdppop","2005USD/capita",1960,"LTU",6487.66578890464
"SSP2_rcpNoC","gdppop","2005USD/capita",1960,"LUX",18049.9099742317
"SSP2_rcpNoC","gdppop","2005USD/capita",1960,"LVA",4694.19215639373
"SSP2_rcpNoC","gdppop","2005USD/capita",1960,"MEX",5145.89478601713
"SSP2_rcpNoC","gdppop","2005USD/capita",1960,"MIE",3830.09336968169
"SSP2_rcpNoC","gdppop","2005USD/capita",1960,"MLT",2805.06805898292
"SSP2_rcpNoC","gdppop","2005USD/capita",1960,"NCD",4388.39503839511
"SSP2_rcpNoC","gdppop","2005USD/capita",1960,"NLD",12953.0204436585
"SSP2_rcpNoC","gdppop","2005USD/capita",1960,"OAS",890.720360189702
"SSP2_rcpNoC","gdppop","2005USD/capita",1960,"OCD",9907.52431219319
"SSP2_rcpNoC","gdppop","2005USD/capita",1960,"POL",4532.97788751104
"SSP2_rcpNoC","gdppop","2005USD/capita",1960,"PRT",4496.3288003488
"SSP2_rcpNoC","gdppop","2005USD/capita",1960,"ROU",2319.8299017695
"SSP2_rcpNoC","gdppop","2005USD/capita",1960,"RUS",6992.70118510581
"SSP2_rcpNoC","gdppop","2005USD/capita",1960,"SVK",5263.38026809794
"SSP2_rcpNoC","gdppop","2005USD/capita",1960,"SVN",7678.68507522963
"SSP2_rcpNoC","gdppop","2005USD/capita",1960,"SWE",12705.1797574042
"SSP2_rcpNoC","gdppop","2005USD/capita",1960,"USA",15677.1502112181
"SSP2_rcpNoC","gdppop","2005USD/capita",1960,"ZAF",5074.4412249684
"SSP2_rcpNoC","gdp","M2005USD",1960,"AFR",321843.558125739
"SSP2_rcpNoC","gdp","M2005USD",1960,"AUT",76167.4078794766
"SSP2_rcpNoC","gdp","M2005USD",1960,"BEL",95558.1241983128
"SSP2_rcpNoC","gdp","M2005USD",1960,"BGR",19533.3913845849
"SSP2_rcpNoC","gdp","M2005USD",1960,"BRA",226786.392230782
"SSP2_rcpNoC","gdp","M2005USD",1960,"CHN",233121.687434136
"SSP2_rcpNoC","gdp","M2005USD",1960,"CYP",2412.9358548665
"SSP2_rcpNoC","gdp","M2005USD",1960,"CZE",82438.2141973114
"SSP2_rcpNoC","gdp","M2005USD",1960,"DEU",837259.25253067
"SSP2_rcpNoC","gdp","M2005USD",1960,"DNK",56538.5903509903
"SSP2_rcpNoC","gdp","M2005USD",1960,"ESP",198284.43392827
"SSP2_rcpNoC","gdp","M2005USD",1960,"EST",6441.11345999587
"SSP2_rcpNoC","gdp","M2005USD",1960,"FIN",40307.6016184463
"SSP2_rcpNoC","gdp","M2005USD",1960,"FRA",488957.83862854
"SSP2_rcpNoC","gdp","M2005USD",1960,"GBR",654981.63369873
"SSP2_rcpNoC","gdp","M2005USD",1960,"GRC",55768.668709568
"SSP2_rcpNoC","gdp","M2005USD",1960,"HRV",33499.529279645
"SSP2_rcpNoC","gdp","M2005USD",1960,"HUN",50575.0119920769
"SSP2_rcpNoC","gdp","M2005USD",1960,"IND",293785.927873901
"SSP2_rcpNoC","gdp","M2005USD",1960,"IRL",19899.5229666023
"SSP2_rcpNoC","gdp","M2005USD",1960,"ITA",452758.869858742
"SSP2_rcpNoC","gdp","M2005USD",1960,"JPN",577991.767932396
"SSP2_rcpNoC","gdp","M2005USD",1960,"LTU",18026.303777761
"SSP2_rcpNoC","gdp","M2005USD",1960,"LUX",5667.13023460954
"SSP2_rcpNoC","gdp","M2005USD",1960,"LVA",9956.28298567581
"SSP2_rcpNoC","gdp","M2005USD",1960,"MEX",196439.963901634
"SSP2_rcpNoC","gdp","M2005USD",1960,"MIE",316156.286660347
"SSP2_rcpNoC","gdp","M2005USD",1960,"MLT",915.994974660873
"SSP2_rcpNoC","gdp","M2005USD",1960,"NCD",770200.204922728
"SSP2_rcpNoC","gdp","M2005USD",1960,"NLD",148786.566171761
"SSP2_rcpNoC","gdp","M2005USD",1960,"OAS",344195.951820981
"SSP2_rcpNoC","gdp","M2005USD",1960,"OCD",671418.428105618
"SSP2_rcpNoC","gdp","M2005USD",1960,"POL",134345.905492214
"SSP2_rcpNoC","gdp","M2005USD",1960,"PRT",39827.2035561104
"SSP2_rcpNoC","gdp","M2005USD",1960,"ROU",42700.8886180305
"SSP2_rcpNoC","gdp","M2005USD",1960,"RUS",838403.893990631
"SSP2_rcpNoC","gdp","M2005USD",1960,"SVK",21411.9309517479
"SSP2_rcpNoC","gdp","M2005USD",1960,"SVN",12168.5658124179
"SSP2_rcpNoC","gdp","M2005USD",1960,"SWE",95093.8999023342
"SSP2_rcpNoC","gdp","M2005USD",1960,"USA",2869373.12600904
"SSP2_rcpNoC","gdp","M2005USD",1960,"ZAF",88583.7846702957
"SSP2_rcpNoC","pop","Mcapita",1960,"AFR",264.0174969905
"SSP2_rcpNoC","pop","Mcapita",1960,"AUT",7.047539
"SSP2_rcpNoC","pop","Mcapita",1960,"BEL",9.153489
"SSP2_rcpNoC","pop","Mcapita",1960,"BGR",7.867374
"SSP2_rcpNoC","pop","Mcapita",1960,"BRA",72.207554
"SSP2_rcpNoC","pop","Mcapita",1960,"CHN",670.313401
"SSP2_rcpNoC","pop","Mcapita",1960,"CYP",0.57293
"SSP2_rcpNoC","pop","Mcapita",1960,"CZE",9.602006
"SSP2_rcpNoC","pop","Mcapita",1960,"DEU",72.8149
"SSP2_rcpNoC","pop","Mcapita",1960,"DNK",4.579603
"SSP2_rcpNoC","pop","Mcapita",1960,"ESP",30.455
"SSP2_rcpNoC","pop","Mcapita",1960,"EST",1.211537
"SSP2_rcpNoC","pop","Mcapita",1960,"FIN",4.429634
"SSP2_rcpNoC","pop","Mcapita",1960,"FRA",46.814237
"SSP2_rcpNoC","pop","Mcapita",1960,"GBR",52.423394
"SSP2_rcpNoC","pop","Mcapita",1960,"GRC",8.331725
"SSP2_rcpNoC","pop","Mcapita",1960,"HRV",4.14
"SSP2_rcpNoC","pop","Mcapita",1960,"HUN",9.983967
"SSP2_rcpNoC","pop","Mcapita",1960,"IND",449.480608
"SSP2_rcpNoC","pop","Mcapita",1960,"IRL",2.8286
"SSP2_rcpNoC","pop","Mcapita",1960,"ITA",50.1997
"SSP2_rcpNoC","pop","Mcapita",1960,"JPN",92.500572
"SSP2_rcpNoC","pop","Mcapita",1960,"LTU",2.77855
"SSP2_rcpNoC","pop","Mcapita",1960,"LUX",0.31397
"SSP2_rcpNoC","pop","Mcapita",1960,"LVA",2.120979
"SSP2_rcpNoC","pop","Mcapita",1960,"MEX",38.174112
"SSP2_rcpNoC","pop","Mcapita",1960,"MIE",82.545321
"SSP2_rcpNoC","pop","Mcapita",1960,"MLT",0.32655
"SSP2_rcpNoC","pop","Mcapita",1960,"NCD",175.5084030002
"SSP2_rcpNoC","pop","Mcapita",1960,"NLD",11.486631
"SSP2_rcpNoC","pop","Mcapita",1960,"OAS",386.4242552485
"SSP2_rcpNoC","pop","Mcapita",1960,"OCD",67.7685370178
"SSP2_rcpNoC","pop","Mcapita",1960,"POL",29.63745
"SSP2_rcpNoC","pop","Mcapita",1960,"PRT",8.857716
"SSP2_rcpNoC","pop","Mcapita",1960,"ROU",18.406905
"SSP2_rcpNoC","pop","Mcapita",1960,"RUS",119.897
"SSP2_rcpNoC","pop","Mcapita",1960,"SVK",4.068095
"SSP2_rcpNoC","pop","Mcapita",1960,"SVN",1.58472
"SSP2_rcpNoC","pop","Mcapita",1960,"SWE",7.484656
"SSP2_rcpNoC","pop","Mcapita",1960,"USA",183.029
"SSP2_rcpNoC","pop","Mcapita",1960,"ZAF",17.456855
"SSP2_rcpNoC","CDD","dK/a",1961,"AFR",2004.97910546174
"SSP2_rcpNoC","CDD","dK/a",1961,"AUT",100.63
"SSP2_rcpNoC","CDD","dK/a",1961,"BEL",76.7221
"SSP2_rcpNoC","CDD","dK/a",1961,"BGR",258.631
"SSP2_rcpNoC","CDD","dK/a",1961,"BRA",1901.67
"SSP2_rcpNoC","CDD","dK/a",1961,"CHN",992.680778529868
"SSP2_rcpNoC","CDD","dK/a",1961,"CYP",1207.39
"SSP2_rcpNoC","CDD","dK/a",1961,"CZE",81.8592
"SSP2_rcpNoC","CDD","dK/a",1961,"DEU",85.0299
"SSP2_rcpNoC","CDD","dK/a",1961,"DNK",30
"SSP2_rcpNoC","CDD","dK/a",1961,"ESP",551.86
"SSP2_rcpNoC","CDD","dK/a",1961,"EST",30
"SSP2_rcpNoC","CDD","dK/a",1961,"FIN",30
"SSP2_rcpNoC","CDD","dK/a",1961,"FRA",190.122
"SSP2_rcpNoC","CDD","dK/a",1961,"GBR",30
"SSP2_rcpNoC","CDD","dK/a",1961,"GRC",675.902
"SSP2_rcpNoC","CDD","dK/a",1961,"HRV",273.953
"SSP2_rcpNoC","CDD","dK/a",1961,"HUN",250.71
"SSP2_rcpNoC","CDD","dK/a",1961,"IND",2809.74
"SSP2_rcpNoC","CDD","dK/a",1961,"IRL",30
"SSP2_rcpNoC","CDD","dK/a",1961,"ITA",414.515
"SSP2_rcpNoC","CDD","dK/a",1961,"JPN",795.245
"SSP2_rcpNoC","CDD","dK/a",1961,"LTU",48.0747
"SSP2_rcpNoC","CDD","dK/a",1961,"LUX",67.0621
"SSP2_rcpNoC","CDD","dK/a",1961,"LVA",30
"SSP2_rcpNoC","CDD","dK/a",1961,"MEX",1106.88
"SSP2_rcpNoC","CDD","dK/a",1961,"MIE",1124.64218378212
"SSP2_rcpNoC","CDD","dK/a",1961,"MLT",30
"SSP2_rcpNoC","CDD","dK/a",1961,"NCD",965.787309851795
"SSP2_rcpNoC","CDD","dK/a",1961,"NLD",49.4553
"SSP2_rcpNoC","CDD","dK/a",1961,"OAS",2443.12332350988
"SSP2_rcpNoC","CDD","dK/a",1961,"OCD",364.8489657159
"SSP2_rcpNoC","CDD","dK/a",1961,"POL",93.6487
"SSP2_rcpNoC","CDD","dK/a",1961,"PRT",424.091
"SSP2_rcpNoC","CDD","dK/a",1961,"ROU",251.375
"SSP2_rcpNoC","CDD","dK/a",1961,"RUS",185.979
"SSP2_rcpNoC","CDD","dK/a",1961,"SVK",106.513
"SSP2_rcpNoC","CDD","dK/a",1961,"SVN",126.978
"SSP2_rcpNoC","CDD","dK/a",1961,"SWE",30
"SSP2_rcpNoC","CDD","dK/a",1961,"USA",744.855510419267
"SSP2_rcpNoC","CDD","dK/a",1961,"ZAF",643.251
"SSP2_rcpNoC","gdppop","2005USD/capita",1961,"AFR",1208.33822487376
"SSP2_rcpNoC","gdppop","2005USD/capita",1961,"AUT",11286.4499085239
"SSP2_rcpNoC","gdppop","2005USD/capita",1961,"BEL",10886.5794821868
"SSP2_rcpNoC","gdppop","2005USD/capita",1961,"BGR",2609.295031338
"SSP2_rcpNoC","gdppop","2005USD/capita",1961,"BRA",3378.99390293895
"SSP2_rcpNoC","gdppop","2005USD/capita",1961,"CHN",287.953336110186
"SSP2_rcpNoC","gdppop","2005USD/capita",1961,"CYP",4476.15680729522
"SSP2_rcpNoC","gdppop","2005USD/capita",1961,"CZE",8798.89786084686
"SSP2_rcpNoC","gdppop","2005USD/capita",1961,"DEU",11860.6900228094
"SSP2_rcpNoC","gdppop","2005USD/capita",1961,"DNK",12993.4205166732
"SSP2_rcpNoC","gdppop","2005USD/capita",1961,"ESP",7183.28704278891
"SSP2_rcpNoC","gdppop","2005USD/capita",1961,"EST",5518.19614883737
"SSP2_rcpNoC","gdppop","2005USD/capita",1961,"FIN",9663.80545681836
"SSP2_rcpNoC","gdppop","2005USD/capita",1961,"FRA",10864.0701693338
"SSP2_rcpNoC","gdppop","2005USD/capita",1961,"GBR",12703.3396424308
"SSP2_rcpNoC","gdppop","2005USD/capita",1961,"GRC",7271.46626687935
"SSP2_rcpNoC","gdppop","2005USD/capita",1961,"HRV",8241.14773799031
"SSP2_rcpNoC","gdppop","2005USD/capita",1961,"HUN",5278.06885099255
"SSP2_rcpNoC","gdppop","2005USD/capita",1961,"IND",663.77890231581
"SSP2_rcpNoC","gdppop","2005USD/capita",1961,"IRL",7386.53586432071
"SSP2_rcpNoC","gdppop","2005USD/capita",1961,"ITA",9631.06504769078
"SSP2_rcpNoC","gdppop","2005USD/capita",1961,"JPN",6866.95705738849
"SSP2_rcpNoC","gdppop","2005USD/capita",1961,"LTU",6754.76496623424
"SSP2_rcpNoC","gdppop","2005USD/capita",1961,"LUX",18531.4599877288
"SSP2_rcpNoC","gdppop","2005USD/capita",1961,"LVA",4926.38825697319
"SSP2_rcpNoC","gdppop","2005USD/capita",1961,"MEX",5172.83011714003
"SSP2_rcpNoC","gdppop","2005USD/capita",1961,"MIE",3986.09215270088
"SSP2_rcpNoC","gdppop","2005USD/capita",1961,"MLT",2927.38499785413
"SSP2_rcpNoC","gdppop","2005USD/capita",1961,"NCD",4478.29731937153
"SSP2_rcpNoC","gdppop","2005USD/capita",1961,"NLD",12907.3499216172
"SSP2_rcpNoC","gdppop","2005USD/capita",1961,"OAS",920.630662171543
"SSP2_rcpNoC","gdppop","2005USD/capita",1961,"OCD",10048.0471708244
"SSP2_rcpNoC","gdppop","2005USD/capita",1961,"POL",4806.2881125869
"SSP2_rcpNoC","gdppop","2005USD/capita",1961,"PRT",4758.07376928053
"SSP2_rcpNoC","gdppop","2005USD/capita",1961,"ROU",2521.9280228128
"SSP2_rcpNoC","gdppop","2005USD/capita",1961,"RUS",7264.48900365724
"SSP2_rcpNoC","gdppop","2005USD/capita",1961,"SVK",5433.14610359771
"SSP2_rcpNoC","gdppop","2005USD/capita",1961,"SVN",7893.54496479097
"SSP2_rcpNoC","gdppop","2005USD/capita",1961,"SWE",13284.7301299817
"SSP2_rcpNoC","gdppop","2005USD/capita",1961,"USA",15811.3171784342
"SSP2_rcpNoC","gdppop","2005USD/capita",1961,"ZAF",5168.70810682018
"SSP2_rcpNoC","gdp","M2005USD",1961,"AFR",326786.220861098
"SSP2_rcpNoC","gdp","M2005USD",1961,"AUT",79979.1587003231
"SSP2_rcpNoC","gdp","M2005USD",1961,"BEL",99981.7798622704
"SSP2_rcpNoC","gdp","M2005USD",1961,"BGR",20725.9383307314
"SSP2_rcpNoC","gdp","M2005USD",1961,"BRA",251234.153849762
"SSP2_rcpNoC","gdp","M2005USD",1961,"CHN",191105.57736321
"SSP2_rcpNoC","gdp","M2005USD",1961,"CYP",2580.03440294093
"SSP2_rcpNoC","gdp","M2005USD",1961,"CZE",84351.9629765854
"SSP2_rcpNoC","gdp","M2005USD",1961,"DEU",870309.347759781
"SSP2_rcpNoC","gdp","M2005USD",1961,"DNK",59921.588482275
"SSP2_rcpNoC","gdp","M2005USD",1961,"ESP",220808.856230049
"SSP2_rcpNoC","gdp","M2005USD",1961,"EST",6760.21518342924
"SSP2_rcpNoC","gdp","M2005USD",1961,"FIN",43110.284461894
"SSP2_rcpNoC","gdp","M2005USD",1961,"FRA",515443.104030571
"SSP2_rcpNoC","gdp","M2005USD",1961,"GBR",671038.49475708
"SSP2_rcpNoC","gdp","M2005USD",1961,"GRC",61066.1372825661
"SSP2_rcpNoC","gdp","M2005USD",1961,"HRV",34379.3652664375
"SSP2_rcpNoC","gdp","M2005USD",1961,"HUN",52935.4467667055
"SSP2_rcpNoC","gdp","M2005USD",1961,"IND",304339.283257468
"SSP2_rcpNoC","gdp","M2005USD",1961,"IRL",20862.5318951874
"SSP2_rcpNoC","gdp","M2005USD",1961,"ITA",486718.874122868
"SSP2_rcpNoC","gdp","M2005USD",1961,"JPN",651969.503899635
"SSP2_rcpNoC","gdp","M2005USD",1961,"LTU",19072.4166204107
"SSP2_rcpNoC","gdp","M2005USD",1961,"LUX",5871.60043981194
"SSP2_rcpNoC","gdp","M2005USD",1961,"LVA",10604.9423994093
"SSP2_rcpNoC","gdp","M2005USD",1961,"MEX",203779.121411209
"SSP2_rcpNoC","gdp","M2005USD",1961,"MIE",339146.123543179
"SSP2_rcpNoC","gdp","M2005USD",1961,"MLT",952.131970552057
"SSP2_rcpNoC","gdp","M2005USD",1961,"NCD",801842.073693069
"SSP2_rcpNoC","gdp","M2005USD",1961,"NLD",150224.928420925
"SSP2_rcpNoC","gdp","M2005USD",1961,"OAS",365514.419159074
"SSP2_rcpNoC","gdp","M2005USD",1961,"OCD",695391.076991443
"SSP2_rcpNoC","gdp","M2005USD",1961,"POL",144015.617005554
"SSP2_rcpNoC","gdp","M2005USD",1961,"PRT",42486.3442372169
"SSP2_rcpNoC","gdp","M2005USD",1961,"ROU",46795.0049452972
"SSP2_rcpNoC","gdp","M2005USD",1961,"RUS",880717.588847389
"SSP2_rcpNoC","gdp","M2005USD",1961,"SVK",22773.9392286291
"SSP2_rcpNoC","gdp","M2005USD",1961,"SVN",12583.3447282672
"SSP2_rcpNoC","gdp","M2005USD",1961,"SWE",99901.1440080023
"SSP2_rcpNoC","gdp","M2005USD",1961,"USA",2942339.42950582
"SSP2_rcpNoC","gdp","M2005USD",1961,"ZAF",92626.7278147735
"SSP2_rcpNoC","pop","Mcapita",1961,"AFR",270.4426741902
"SSP2_rcpNoC","pop","Mcapita",1961,"AUT",7.086299
"SSP2_rcpNoC","pop","Mcapita",1961,"BEL",9.183948
"SSP2_rcpNoC","pop","Mcapita",1961,"BGR",7.943118
"SSP2_rcpNoC","pop","Mcapita",1961,"BRA",74.351763
"SSP2_rcpNoC","pop","Mcapita",1961,"CHN",663.668565
"SSP2_rcpNoC","pop","Mcapita",1961,"CYP",0.576395
"SSP2_rcpNoC","pop","Mcapita",1961,"CZE",9.586651
"SSP2_rcpNoC","pop","Mcapita",1961,"DEU",73.377632
"SSP2_rcpNoC","pop","Mcapita",1961,"DNK",4.611687
"SSP2_rcpNoC","pop","Mcapita",1961,"ESP",30.73925
"SSP2_rcpNoC","pop","Mcapita",1961,"EST",1.225077
"SSP2_rcpNoC","pop","Mcapita",1961,"FIN",4.461005
"SSP2_rcpNoC","pop","Mcapita",1961,"FRA",47.444751
"SSP2_rcpNoC","pop","Mcapita",1961,"GBR",52.823786
"SSP2_rcpNoC","pop","Mcapita",1961,"GRC",8.39805
"SSP2_rcpNoC","pop","Mcapita",1961,"HRV",4.171672
"SSP2_rcpNoC","pop","Mcapita",1961,"HUN",10.029321
"SSP2_rcpNoC","pop","Mcapita",1961,"IND",458.494963
"SSP2_rcpNoC","pop","Mcapita",1961,"IRL",2.8244
"SSP2_rcpNoC","pop","Mcapita",1961,"ITA",50.53635
"SSP2_rcpNoC","pop","Mcapita",1961,"JPN",94.943
"SSP2_rcpNoC","pop","Mcapita",1961,"LTU",2.82355
"SSP2_rcpNoC","pop","Mcapita",1961,"LUX",0.316845
"SSP2_rcpNoC","pop","Mcapita",1961,"LVA",2.152681
"SSP2_rcpNoC","pop","Mcapita",1961,"MEX",39.394126
"SSP2_rcpNoC","pop","Mcapita",1961,"MIE",85.082359
"SSP2_rcpNoC","pop","Mcapita",1961,"MLT",0.32525
"SSP2_rcpNoC","pop","Mcapita",1961,"NCD",179.0506562002
"SSP2_rcpNoC","pop","Mcapita",1961,"NLD",11.638712
"SSP2_rcpNoC","pop","Mcapita",1961,"OAS",397.0261193527
"SSP2_rcpNoC","pop","Mcapita",1961,"OCD",69.2065896158
"SSP2_rcpNoC","pop","Mcapita",1961,"POL",29.964
"SSP2_rcpNoC","pop","Mcapita",1961,"PRT",8.929316
"SSP2_rcpNoC","pop","Mcapita",1961,"ROU",18.55525
"SSP2_rcpNoC","pop","Mcapita",1961,"RUS",121.236
"SSP2_rcpNoC","pop","Mcapita",1961,"SVK",4.191667
"SSP2_rcpNoC","pop","Mcapita",1961,"SVN",1.594131
"SSP2_rcpNoC","pop","Mcapita",1961,"SWE",7.519998
"SSP2_rcpNoC","pop","Mcapita",1961,"USA",186.090722
"SSP2_rcpNoC","pop","Mcapita",1961,"ZAF",17.920673
"SSP2_rcpNoC","CDD","dK/a",1962,"AFR",2046.94805133269
"SSP2_rcpNoC","CDD","dK/a",1962,"AUT",97.1104
"SSP2_rcpNoC","CDD","dK/a",1962,"BEL",38.6459
"SSP2_rcpNoC","CDD","dK/a",1962,"BGR",350.954
"SSP2_rcpNoC","CDD","dK/a",1962,"BRA",1730.45
"SSP2_rcpNoC","CDD","dK/a",1962,"CHN",919.43305214333
"SSP2_rcpNoC","CDD","dK/a",1962,"CYP",1351.75
"SSP2_rcpNoC","CDD","dK/a",1962,"CZE",73.5699
"SSP2_rcpNoC","CDD","dK/a",1962,"DEU",62.6129
"SSP2_rcpNoC","CDD","dK/a",1962,"DNK",30
"SSP2_rcpNoC","CDD","dK/a",1962,"ESP",545.292
"SSP2_rcpNoC","CDD","dK/a",1962,"EST",30
"SSP2_rcpNoC","CDD","dK/a",1962,"FIN",30
"SSP2_rcpNoC","CDD","dK/a",1962,"FRA",156.973
"SSP2_rcpNoC","CDD","dK/a",1962,"GBR",30
"SSP2_rcpNoC","CDD","dK/a",1962,"GRC",790.69
"SSP2_rcpNoC","CDD","dK/a",1962,"HRV",314.011
"SSP2_rcpNoC","CDD","dK/a",1962,"HUN",248.703
"SSP2_rcpNoC","CDD","dK/a",1962,"IND",2819.92
"SSP2_rcpNoC","CDD","dK/a",1962,"IRL",30
"SSP2_rcpNoC","CDD","dK/a",1962,"ITA",450.916
"SSP2_rcpNoC","CDD","dK/a",1962,"JPN",656.242
"SSP2_rcpNoC","CDD","dK/a",1962,"LTU",30
"SSP2_rcpNoC","CDD","dK/a",1962,"LUX",61.9208
"SSP2_rcpNoC","CDD","dK/a",1962,"LVA",30
"SSP2_rcpNoC","CDD","dK/a",1962,"MEX",1146.18
"SSP2_rcpNoC","CDD","dK/a",1962,"MIE",1160.25205484038
"SSP2_rcpNoC","CDD","dK/a",1962,"MLT",30
"SSP2_rcpNoC","CDD","dK/a",1962,"NCD",945.089701015992
"SSP2_rcpNoC","CDD","dK/a",1962,"NLD",30
"SSP2_rcpNoC","CDD","dK/a",1962,"OAS",2420.35288265011
"SSP2_rcpNoC","CDD","dK/a",1962,"OCD",394.332850662348
"SSP2_rcpNoC","CDD","dK/a",1962,"POL",59.5308
"SSP2_rcpNoC","CDD","dK/a",1962,"PRT",381.84
"SSP2_rcpNoC","CDD","dK/a",1962,"ROU",284.218
"SSP2_rcpNoC","CDD","dK/a",1962,"RUS",165.157
"SSP2_rcpNoC","CDD","dK/a",1962,"SVK",96.8139
"SSP2_rcpNoC","CDD","dK/a",1962,"SVN",136.223
"SSP2_rcpNoC","CDD","dK/a",1962,"SWE",30
"SSP2_rcpNoC","CDD","dK/a",1962,"USA",763.890873498522
"SSP2_rcpNoC","CDD","dK/a",1962,"ZAF",701.556
"SSP2_rcpNoC","gdppop","2005USD/capita",1962,"AFR",1203.62148218822
"SSP2_rcpNoC","gdppop","2005USD/capita",1962,"AUT",11498.9003481198
"SSP2_rcpNoC","gdppop","2005USD/capita",1962,"BEL",11367.5202387579
"SSP2_rcpNoC","gdppop","2005USD/capita",1962,"BGR",2781.12804471951
"SSP2_rcpNoC","gdppop","2005USD/capita",1962,"BRA",3455.43508198896
"SSP2_rcpNoC","gdppop","2005USD/capita",1962,"CHN",282.505229479282
"SSP2_rcpNoC","gdppop","2005USD/capita",1962,"CYP",4925.58115843096
